id,customer_id,location_id,line_items,total_amount,currency,state,created_at
sqo_0000,sqc_0034,loc_alt19,Menu Item 14,7491,USD,COMPLETED,2026-07-12T17:32:36Z
sqo_0001,sqc_0038,loc_alt19,Menu Item 14,7891,USD,COMPLETED,2026-08-01T04:22:04Z
sqo_0002,sqc_0027,loc_alt19,Menu Item 14,14179,USD,COMPLETED,2026-01-28T08:13:56Z
sqo_0003,sqc_0023,loc_original,Menu Item 6,7443,USD,COMPLETED,2026-09-26T23:14:07Z
sqo_0004,sqc_0028,loc_original,Menu Item 19,5889,USD,COMPLETED,2026-10-13T02:20:58Z
sqo_0005,sqc_0014,loc_original,Menu Item 19,12173,USD,COMPLETED,2026-04-10T19:03:10Z
sqo_0006,sqc_0013,loc_original,Menu Item 1,13097,USD,COMPLETED,2026-06-21T09:31:43Z
sqo_0007,sqc_0037,loc_original,Menu Item 4,4545,USD,COMPLETED,2026-04-18T13:25:32Z
sqo_0008,sqc_0028,loc_alt19,Menu Item 20,12379,USD,COMPLETED,2026-02-19T00:00:08Z
sqo_0009,sqc_0013,loc_original,Menu Item 15,4139,USD,COMPLETED,2026-02-25T18:12:25Z
sqo_0010,sqc_0017,loc_original,Menu Item 26,11556,USD,COMPLETED,2026-04-13T21:00:37Z
sqo_0011,sqc_0020,loc_original,Menu Item 19,4291,USD,COMPLETED,2026-09-13T20:56:36Z
sqo_0012,sqc_0025,loc_alt19,Menu Item 13,8345,USD,COMPLETED,2026-09-06T13:18:29Z
sqo_0013,sqc_0012,loc_original,Menu Item 9,8332,USD,COMPLETED,2026-09-22T19:32:10Z
sqo_0014,sqc_0019,loc_original,Menu Item 28,9887,USD,COMPLETED,2026-05-15T20:01:02Z
sqo_0015,sqc_0049,loc_alt19,Menu Item 21,3538,USD,COMPLETED,2026-08-23T09:04:39Z
sqo_0016,sqc_0028,loc_alt19,Menu Item 2,9750,USD,COMPLETED,2026-07-11T11:28:36Z
sqo_0017,sqc_0038,loc_original,Menu Item 14,5249,USD,COMPLETED,2026-08-01T21:02:11Z
sqo_0018,sqc_0043,loc_alt19,Menu Item 22,5021,USD,COMPLETED,2026-04-14T18:24:10Z
sqo_0019,sqc_0013,loc_alt19,Menu Item 29,8979,USD,COMPLETED,2026-09-10T16:07:41Z
sqo_0020,sqc_0003,loc_alt19,Menu Item 1,3645,USD,COMPLETED,2026-07-03T06:12:55Z
sqo_0021,sqc_0008,loc_original,Menu Item 11,6135,USD,COMPLETED,2026-03-23T07:36:13Z
sqo_0022,sqc_0047,loc_alt19,Menu Item 22,9302,USD,COMPLETED,2026-03-18T20:26:30Z
sqo_0023,sqc_0003,loc_original,Menu Item 12,8149,USD,COMPLETED,2026-10-02T08:11:09Z
sqo_0024,sqc_0027,loc_alt19,Menu Item 19,12710,USD,COMPLETED,2026-05-12T15:25:59Z
sqo_0025,sqc_0026,loc_original,Menu Item 7,5279,USD,COMPLETED,2026-02-19T03:47:32Z
sqo_0026,sqc_0030,loc_original,Menu Item 13,14737,USD,COMPLETED,2026-10-14T14:15:54Z
sqo_0027,sqc_0021,loc_alt19,Menu Item 10,6095,USD,COMPLETED,2026-07-26T21:52:54Z
sqo_0028,sqc_0034,loc_original,Menu Item 20,10908,USD,COMPLETED,2026-06-24T16:01:02Z
sqo_0029,sqc_0027,loc_alt19,Menu Item 1,8525,USD,COMPLETED,2026-01-12T22:31:26Z
sqo_0030,sqc_0043,loc_alt19,Menu Item 16,11105,USD,COMPLETED,2026-05-19T17:42:37Z
sqo_0031,sqc_0015,loc_alt19,Menu Item 21,10906,USD,COMPLETED,2026-10-10T22:54:53Z
sqo_0032,sqc_0023,loc_alt19,Menu Item 24,12991,USD,COMPLETED,2026-06-13T18:38:41Z
sqo_0033,sqc_0031,loc_alt19,Menu Item 17,5352,USD,COMPLETED,2026-05-30T13:47:27Z
sqo_0034,sqc_0022,loc_alt19,Menu Item 9,10514,USD,COMPLETED,2026-07-01T08:16:38Z
sqo_0035,sqc_0001,loc_original,Menu Item 12,7721,USD,COMPLETED,2026-03-02T23:18:10Z
sqo_0036,sqc_0006,loc_original,Menu Item 6,4237,USD,COMPLETED,2026-04-10T00:32:52Z
sqo_0037,sqc_0037,loc_original,Menu Item 1,6163,USD,COMPLETED,2026-01-16T20:32:01Z
sqo_0038,sqc_0042,loc_alt19,Menu Item 27,8103,USD,COMPLETED,2026-08-05T18:11:19Z
sqo_0039,sqc_0016,loc_original,Menu Item 6,2926,USD,COMPLETED,2026-04-16T04:27:50Z
sqo_0040,sqc_0012,loc_alt19,Menu Item 29,3335,USD,COMPLETED,2026-08-28T11:50:11Z
sqo_0041,sqc_0016,loc_alt19,Menu Item 17,12593,USD,COMPLETED,2026-01-03T15:53:01Z
sqo_0042,sqc_0009,loc_original,Menu Item 1,7913,USD,COMPLETED,2026-08-08T11:48:49Z
