catalog_object_id,location_id,quantity,state
cat_0000,loc_alt19,79,IN_STOCK
cat_0001,loc_alt19,55,IN_STOCK
cat_0002,loc_original,55,IN_STOCK
cat_0003,loc_original,71,IN_STOCK
cat_0004,loc_original,40,IN_STOCK
cat_0005,loc_original,5,IN_STOCK
cat_0006,loc_original,51,IN_STOCK
cat_0007,loc_alt19,11,IN_STOCK
cat_0008,loc_alt19,11,IN_STOCK
cat_0009,loc_original,38,IN_STOCK
cat_0010,loc_alt19,41,IN_STOCK
cat_0011,loc_original,62,IN_STOCK
cat_0012,loc_alt19,66,IN_STOCK
cat_0013,loc_alt19,76,IN_STOCK
cat_0014,loc_alt19,55,IN_STOCK
cat_0015,loc_original,66,IN_STOCK
cat_0016,loc_alt19,76,IN_STOCK
cat_0017,loc_original,61,IN_STOCK
cat_0018,loc_original,11,IN_STOCK
cat_0019,loc_original,39,IN_STOCK
cat_0020,loc_original,37,IN_STOCK
cat_0021,loc_original,20,IN_STOCK
cat_0022,loc_alt19,55,IN_STOCK
cat_0023,loc_alt19,44,IN_STOCK
cat_0024,loc_alt19,52,IN_STOCK
cat_0025,loc_alt19,54,IN_STOCK
cat_0026,loc_alt19,33,IN_STOCK
cat_0027,loc_alt19,18,IN_STOCK
cat_0028,loc_original,55,IN_STOCK
cat_0029,loc_alt19,48,IN_STOCK
cat_0030,loc_original,90,IN_STOCK
cat_0031,loc_original,55,IN_STOCK
cat_0032,loc_original,6,IN_STOCK
cat_0033,loc_alt19,13,IN_STOCK
cat_0034,loc_alt19,66,IN_STOCK
cat_0035,loc_alt19,12,IN_STOCK
cat_0036,loc_original,74,IN_STOCK
cat_0037,loc_original,46,IN_STOCK
cat_0038,loc_original,7,IN_STOCK
cat_0039,loc_alt19,61,IN_STOCK
cat_0040,loc_alt19,42,IN_STOCK
cat_0041,loc_alt19,80,IN_STOCK
cat_0042,loc_alt19,32,IN_STOCK
cat_0043,loc_alt19,28,IN_STOCK
cat_0044,loc_alt19,62,IN_STOCK
cat_0045,loc_alt19,53,IN_STOCK
cat_0046,loc_original,42,IN_STOCK
cat_0047,loc_alt19,19,IN_STOCK
cat_0048,loc_alt19,57,IN_STOCK
cat_0049,loc_alt19,26,IN_STOCK
cat_0050,loc_original,10,IN_STOCK
cat_0051,loc_original,10,IN_STOCK
cat_0052,loc_alt19,86,IN_STOCK
cat_0053,loc_alt19,21,IN_STOCK
cat_0054,loc_alt19,32,IN_STOCK
cat_0055,loc_original,16,IN_STOCK
cat_0056,loc_original,16,IN_STOCK
cat_0057,loc_original,12,IN_STOCK
cat_0058,loc_original,45,IN_STOCK
cat_0059,loc_original,13,IN_STOCK
cat_0060,loc_alt19,97,IN_STOCK
cat_0061,loc_original,3,IN_STOCK
cat_0062,loc_original,21,IN_STOCK
cat_0063,loc_original,50,IN_STOCK
cat_0064,loc_alt19,41,IN_STOCK
cat_0065,loc_alt19,27,IN_STOCK
cat_0066,loc_alt19,15,IN_STOCK
cat_0067,loc_original,58,IN_STOCK
cat_0068,loc_original,11,IN_STOCK
cat_0069,loc_alt19,31,IN_STOCK
cat_0070,loc_alt19,96,IN_STOCK
cat_0071,loc_original,30,IN_STOCK
cat_0072,loc_original,32,IN_STOCK
cat_0073,loc_alt19,93,IN_STOCK
cat_0074,loc_original,19,IN_STOCK
cat_0075,loc_original,79,IN_STOCK
cat_0076,loc_alt19,92,IN_STOCK
cat_0077,loc_alt19,1,IN_STOCK
cat_0078,loc_alt19,41,IN_STOCK
cat_0079,loc_alt19,44,IN_STOCK
cat_0080,loc_alt19,92,IN_STOCK
cat_0081,loc_original,29,IN_STOCK
cat_0082,loc_original,22,IN_STOCK
cat_0083,loc_original,5,IN_STOCK
cat_0084,loc_original,81,IN_STOCK
cat_0085,loc_original,88,IN_STOCK
cat_0086,loc_original,7,IN_STOCK
cat_0087,loc_alt19,37,IN_STOCK
cat_0088,loc_original,49,IN_STOCK
cat_0089,loc_alt19,96,IN_STOCK
cat_0090,loc_alt19,33,IN_STOCK
cat_0091,loc_alt19,50,IN_STOCK
cat_0092,loc_original,48,IN_STOCK
cat_0093,loc_original,91,IN_STOCK
cat_0094,loc_original,30,IN_STOCK
cat_0095,loc_original,40,IN_STOCK
cat_0096,loc_original,25,IN_STOCK
cat_0097,loc_original,50,IN_STOCK
cat_0098,loc_alt19,99,IN_STOCK
cat_0099,loc_original,42,IN_STOCK
cat_0100,loc_original,1,IN_STOCK
cat_0101,loc_alt19,75,IN_STOCK
cat_0102,loc_original,31,IN_STOCK
cat_0103,loc_original,4,IN_STOCK
cat_0104,loc_alt19,56,IN_STOCK
cat_0105,loc_alt19,69,IN_STOCK
cat_0106,loc_original,30,IN_STOCK
cat_0107,loc_original,18,IN_STOCK
cat_0108,loc_original,98,IN_STOCK
cat_0109,loc_alt19,82,IN_STOCK
cat_0110,loc_alt19,36,IN_STOCK
cat_0111,loc_original,23,IN_STOCK
cat_0112,loc_original,32,IN_STOCK
cat_0113,loc_original,43,IN_STOCK
cat_0114,loc_alt19,36,IN_STOCK
cat_0115,loc_alt19,33,IN_STOCK
cat_0116,loc_original,8,IN_STOCK
cat_0117,loc_original,65,IN_STOCK
cat_0118,loc_alt19,99,IN_STOCK
cat_0119,loc_alt19,22,IN_STOCK
cat_0120,loc_alt19,25,IN_STOCK
cat_0121,loc_alt19,14,IN_STOCK
cat_0122,loc_alt19,63,IN_STOCK
cat_0123,loc_alt19,50,IN_STOCK
cat_0124,loc_original,96,IN_STOCK
cat_0125,loc_alt19,58,IN_STOCK
cat_0126,loc_original,78,IN_STOCK
cat_0127,loc_alt19,29,IN_STOCK
cat_0128,loc_alt19,5,IN_STOCK
cat_0129,loc_original,76,IN_STOCK
cat_0130,loc_alt19,39,IN_STOCK
cat_0131,loc_original,17,IN_STOCK
cat_0132,loc_original,11,IN_STOCK
cat_0133,loc_original,49,IN_STOCK
cat_0134,loc_original,71,IN_STOCK
cat_0135,loc_original,6,IN_STOCK
cat_0136,loc_original,27,IN_STOCK
cat_0137,loc_alt19,59,IN_STOCK
cat_0138,loc_original,19,IN_STOCK
cat_0139,loc_alt19,80,IN_STOCK
cat_0140,loc_alt19,87,IN_STOCK
cat_0141,loc_original,9,IN_STOCK
cat_0142,loc_original,82,IN_STOCK
cat_0143,loc_original,25,IN_STOCK
cat_0144,loc_alt19,39,IN_STOCK
cat_0145,loc_alt19,53,IN_STOCK
cat_0146,loc_alt19,83,IN_STOCK
cat_0147,loc_original,64,IN_STOCK
cat_0148,loc_alt19,95,IN_STOCK
cat_0149,loc_original,46,IN_STOCK
cat_0150,loc_original,48,IN_STOCK
cat_0151,loc_original,61,IN_STOCK
cat_0152,loc_alt19,50,IN_STOCK
cat_0153,loc_alt19,9,IN_STOCK
cat_0154,loc_original,28,IN_STOCK
cat_0155,loc_original,61,IN_STOCK
cat_0156,loc_original,43,IN_STOCK
cat_0157,loc_original,100,IN_STOCK
cat_0158,loc_alt19,7,IN_STOCK
cat_0159,loc_alt19,68,IN_STOCK
cat_0160,loc_original,14,IN_STOCK
cat_0161,loc_original,67,IN_STOCK
cat_0162,loc_alt19,64,IN_STOCK
cat_0163,loc_alt19,78,IN_STOCK
cat_0164,loc_original,43,IN_STOCK
cat_0165,loc_alt19,44,IN_STOCK
cat_0166,loc_alt19,99,IN_STOCK
cat_0167,loc_alt19,62,IN_STOCK
cat_0168,loc_original,57,IN_STOCK
cat_0169,loc_alt19,56,IN_STOCK
cat_0170,loc_original,14,IN_STOCK
cat_0171,loc_alt19,34,IN_STOCK
cat_0172,loc_alt19,79,IN_STOCK
cat_0173,loc_alt19,2,IN_STOCK
cat_0174,loc_original,60,IN_STOCK
cat_0175,loc_original,52,IN_STOCK
cat_0176,loc_original,27,IN_STOCK
cat_0177,loc_alt19,34,IN_STOCK
cat_0178,loc_alt19,70,IN_STOCK
cat_0179,loc_original,29,IN_STOCK
cat_0180,loc_original,57,IN_STOCK
cat_0181,loc_original,7,IN_STOCK
cat_0182,loc_alt19,83,IN_STOCK
cat_0183,loc_original,35,IN_STOCK
cat_0184,loc_alt19,0,IN_STOCK
cat_0185,loc_original,64,IN_STOCK
cat_0186,loc_original,80,IN_STOCK
cat_0187,loc_alt19,43,IN_STOCK
cat_0188,loc_original,98,IN_STOCK
cat_0189,loc_alt19,62,IN_STOCK
cat_0190,loc_alt19,71,IN_STOCK
cat_0191,loc_original,28,IN_STOCK
cat_0192,loc_original,100,IN_STOCK
cat_0193,loc_original,28,IN_STOCK
cat_0194,loc_original,76,IN_STOCK
cat_0195,loc_original,63,IN_STOCK
cat_0196,loc_alt19,44,IN_STOCK
cat_0197,loc_alt19,77,IN_STOCK
cat_0198,loc_original,22,IN_STOCK
cat_0199,loc_alt19,2,IN_STOCK
cat_0200,loc_alt19,100,IN_STOCK
cat_0201,loc_original,22,IN_STOCK
cat_0202,loc_original,37,IN_STOCK
cat_0203,loc_alt19,4,IN_STOCK
cat_0204,loc_alt19,52,IN_STOCK
cat_0205,loc_alt19,71,IN_STOCK
cat_0206,loc_alt19,43,IN_STOCK
cat_0207,loc_alt19,49,IN_STOCK
cat_0208,loc_original,21,IN_STOCK
cat_0209,loc_alt19,24,IN_STOCK
cat_0210,loc_original,67,IN_STOCK
cat_0211,loc_original,41,IN_STOCK
cat_0212,loc_original,40,IN_STOCK
cat_0213,loc_original,59,IN_STOCK
cat_0214,loc_original,38,IN_STOCK
cat_0215,loc_original,13,IN_STOCK
cat_0216,loc_original,64,IN_STOCK
cat_0217,loc_original,61,IN_STOCK
cat_0218,loc_original,2,IN_STOCK
cat_0219,loc_original,76,IN_STOCK
cat_0220,loc_original,88,IN_STOCK
cat_0221,loc_alt19,89,IN_STOCK
cat_0222,loc_original,23,IN_STOCK
cat_0223,loc_alt19,45,IN_STOCK
cat_0224,loc_original,74,IN_STOCK
cat_0225,loc_alt19,29,IN_STOCK
cat_0226,loc_original,25,IN_STOCK
cat_0227,loc_original,7,IN_STOCK
cat_0228,loc_alt19,65,IN_STOCK
cat_0229,loc_original,13,IN_STOCK
cat_0230,loc_alt19,42,IN_STOCK
cat_0231,loc_alt19,18,IN_STOCK
cat_0232,loc_alt19,25,IN_STOCK
cat_0233,loc_original,20,IN_STOCK
cat_0234,loc_original,43,IN_STOCK
cat_0235,loc_alt19,55,IN_STOCK
cat_0236,loc_alt19,37,IN_STOCK
cat_0237,loc_alt19,78,IN_STOCK
cat_0238,loc_alt19,55,IN_STOCK
cat_0239,loc_alt19,13,IN_STOCK
cat_0240,loc_original,88,IN_STOCK
cat_0241,loc_alt19,99,IN_STOCK
cat_0242,loc_alt19,44,IN_STOCK
cat_0243,loc_alt19,100,IN_STOCK
cat_0244,loc_original,11,IN_STOCK
cat_0245,loc_original,73,IN_STOCK
cat_0246,loc_alt19,23,IN_STOCK
cat_0247,loc_original,13,IN_STOCK
cat_0248,loc_alt19,8,IN_STOCK
cat_0249,loc_original,81,IN_STOCK
cat_0250,loc_original,27,IN_STOCK
cat_0251,loc_original,80,IN_STOCK
cat_0252,loc_alt19,36,IN_STOCK
cat_0253,loc_alt19,99,IN_STOCK
cat_0254,loc_alt19,88,IN_STOCK
cat_0255,loc_alt19,42,IN_STOCK
cat_0256,loc_alt19,71,IN_STOCK
cat_0257,loc_original,78,IN_STOCK
cat_0258,loc_original,16,IN_STOCK
cat_0259,loc_original,8,IN_STOCK
cat_0260,loc_alt19,62,IN_STOCK
cat_0261,loc_alt19,61,IN_STOCK
cat_0262,loc_alt19,18,IN_STOCK
cat_0263,loc_original,66,IN_STOCK
cat_0264,loc_original,51,IN_STOCK
cat_0265,loc_original,61,IN_STOCK
cat_0266,loc_alt19,3,IN_STOCK
cat_0267,loc_original,57,IN_STOCK
cat_0268,loc_original,91,IN_STOCK
cat_0269,loc_alt19,32,IN_STOCK
cat_0270,loc_alt19,51,IN_STOCK
cat_0271,loc_alt19,31,IN_STOCK
cat_0272,loc_alt19,40,IN_STOCK
cat_0273,loc_original,73,IN_STOCK
cat_0274,loc_original,85,IN_STOCK
cat_0275,loc_alt19,78,IN_STOCK
cat_0276,loc_original,69,IN_STOCK
cat_0277,loc_alt19,44,IN_STOCK
cat_0278,loc_original,11,IN_STOCK
cat_0279,loc_alt19,54,IN_STOCK
cat_0280,loc_original,21,IN_STOCK
cat_0281,loc_original,3,IN_STOCK
cat_0282,loc_alt19,23,IN_STOCK
cat_0283,loc_alt19,83,IN_STOCK
cat_0284,loc_alt19,56,IN_STOCK
cat_0285,loc_original,37,IN_STOCK
cat_0286,loc_alt19,70,IN_STOCK
cat_0287,loc_alt19,87,IN_STOCK
cat_0288,loc_original,55,IN_STOCK
cat_0289,loc_original,59,IN_STOCK
cat_0290,loc_original,15,IN_STOCK
cat_0291,loc_alt19,72,IN_STOCK
cat_0292,loc_alt19,79,IN_STOCK
cat_0293,loc_original,59,IN_STOCK
cat_0294,loc_original,63,IN_STOCK
cat_0295,loc_alt19,70,IN_STOCK
cat_0296,loc_alt19,90,IN_STOCK
cat_0297,loc_original,75,IN_STOCK
cat_0298,loc_alt19,51,IN_STOCK
cat_0299,loc_alt19,24,IN_STOCK
cat_0300,loc_original,23,IN_STOCK
cat_0301,loc_alt19,22,IN_STOCK
cat_0302,loc_alt19,56,IN_STOCK
cat_0303,loc_original,7,IN_STOCK
cat_0304,loc_original,0,IN_STOCK
cat_0305,loc_original,81,IN_STOCK
cat_0306,loc_alt19,93,IN_STOCK
cat_0307,loc_alt19,2,IN_STOCK
cat_0308,loc_original,81,IN_STOCK
cat_0309,loc_alt19,12,IN_STOCK
cat_0310,loc_alt19,63,IN_STOCK
cat_0311,loc_alt19,48,IN_STOCK
cat_0312,loc_alt19,46,IN_STOCK
cat_0313,loc_alt19,0,IN_STOCK
cat_0314,loc_original,61,IN_STOCK
cat_0315,loc_alt19,36,IN_STOCK
cat_0316,loc_alt19,99,IN_STOCK
cat_0317,loc_alt19,60,IN_STOCK
cat_0318,loc_original,2,IN_STOCK
cat_0319,loc_alt19,81,IN_STOCK
cat_0320,loc_original,77,IN_STOCK
cat_0321,loc_original,16,IN_STOCK
cat_0322,loc_original,70,IN_STOCK
cat_0323,loc_alt19,82,IN_STOCK
cat_0324,loc_alt19,12,IN_STOCK
cat_0325,loc_alt19,71,IN_STOCK
cat_0326,loc_alt19,1,IN_STOCK
cat_0327,loc_original,51,IN_STOCK
cat_0328,loc_alt19,86,IN_STOCK
cat_0329,loc_original,58,IN_STOCK
cat_0330,loc_alt19,36,IN_STOCK
cat_0331,loc_alt19,28,IN_STOCK
cat_0332,loc_alt19,98,IN_STOCK
cat_0333,loc_original,98,IN_STOCK
cat_0334,loc_alt19,1,IN_STOCK
cat_0335,loc_alt19,35,IN_STOCK
cat_0336,loc_original,52,IN_STOCK
cat_0337,loc_original,31,IN_STOCK
cat_0338,loc_alt19,77,IN_STOCK
cat_0339,loc_alt19,87,IN_STOCK
cat_0340,loc_original,34,IN_STOCK
cat_0341,loc_alt19,69,IN_STOCK
cat_0342,loc_alt19,71,IN_STOCK
cat_0343,loc_original,24,IN_STOCK
cat_0344,loc_alt19,67,IN_STOCK
cat_0345,loc_alt19,45,IN_STOCK
cat_0346,loc_original,35,IN_STOCK
cat_0347,loc_original,94,IN_STOCK
cat_0348,loc_alt19,53,IN_STOCK
cat_0349,loc_alt19,23,IN_STOCK
cat_0350,loc_alt19,54,IN_STOCK
cat_0351,loc_alt19,36,IN_STOCK
cat_0352,loc_alt19,47,IN_STOCK
cat_0353,loc_alt19,81,IN_STOCK
cat_0354,loc_original,49,IN_STOCK
cat_0355,loc_original,37,IN_STOCK
cat_0356,loc_original,77,IN_STOCK
cat_0357,loc_alt19,63,IN_STOCK
cat_0358,loc_original,51,IN_STOCK
cat_0359,loc_original,26,IN_STOCK
cat_0360,loc_original,14,IN_STOCK
cat_0361,loc_alt19,24,IN_STOCK
cat_0362,loc_alt19,66,IN_STOCK
cat_0363,loc_alt19,98,IN_STOCK
cat_0364,loc_alt19,59,IN_STOCK
cat_0365,loc_original,55,IN_STOCK
cat_0366,loc_original,45,IN_STOCK
cat_0367,loc_alt19,14,IN_STOCK
cat_0368,loc_original,61,IN_STOCK
cat_0369,loc_alt19,16,IN_STOCK
cat_0370,loc_alt19,62,IN_STOCK
cat_0371,loc_alt19,54,IN_STOCK
cat_0372,loc_alt19,63,IN_STOCK
cat_0373,loc_original,25,IN_STOCK
cat_0374,loc_alt19,88,IN_STOCK
cat_0375,loc_original,45,IN_STOCK
cat_0376,loc_original,45,IN_STOCK
cat_0377,loc_alt19,62,IN_STOCK
cat_0378,loc_alt19,47,IN_STOCK
cat_0379,loc_original,35,IN_STOCK
cat_0380,loc_alt19,87,IN_STOCK
cat_0381,loc_original,42,IN_STOCK
cat_0382,loc_original,77,IN_STOCK
cat_0383,loc_original,1,IN_STOCK
cat_0384,loc_original,33,IN_STOCK
cat_0385,loc_alt19,96,IN_STOCK
cat_0386,loc_original,80,IN_STOCK
cat_0387,loc_alt19,7,IN_STOCK
cat_0388,loc_original,73,IN_STOCK
cat_0389,loc_original,35,IN_STOCK
cat_0390,loc_alt19,67,IN_STOCK
cat_0391,loc_alt19,10,IN_STOCK
cat_0392,loc_original,89,IN_STOCK
cat_0393,loc_original,58,IN_STOCK
cat_0394,loc_alt19,48,IN_STOCK
cat_0395,loc_alt19,37,IN_STOCK
cat_0396,loc_original,73,IN_STOCK
cat_0397,loc_original,87,IN_STOCK
cat_0398,loc_alt19,86,IN_STOCK
cat_0399,loc_original,20,IN_STOCK
cat_0400,loc_alt19,88,IN_STOCK
cat_0401,loc_original,51,IN_STOCK
cat_0402,loc_original,19,IN_STOCK
cat_0403,loc_alt19,38,IN_STOCK
cat_0404,loc_alt19,100,IN_STOCK
cat_0405,loc_alt19,33,IN_STOCK
cat_0406,loc_alt19,87,IN_STOCK
cat_0407,loc_alt19,31,IN_STOCK
cat_0408,loc_alt19,61,IN_STOCK
cat_0409,loc_original,40,IN_STOCK
cat_0410,loc_original,87,IN_STOCK
cat_0411,loc_alt19,91,IN_STOCK
cat_0412,loc_alt19,36,IN_STOCK
cat_0413,loc_alt19,55,IN_STOCK
cat_0414,loc_original,91,IN_STOCK
cat_0415,loc_alt19,25,IN_STOCK
cat_0416,loc_alt19,38,IN_STOCK
cat_0417,loc_alt19,65,IN_STOCK
cat_0418,loc_original,59,IN_STOCK
cat_0419,loc_original,37,IN_STOCK
cat_0420,loc_alt19,63,IN_STOCK
cat_0421,loc_original,63,IN_STOCK
cat_0422,loc_original,2,IN_STOCK
cat_0423,loc_original,98,IN_STOCK
cat_0424,loc_original,58,IN_STOCK
cat_0425,loc_alt19,18,IN_STOCK
cat_0426,loc_original,8,IN_STOCK
cat_0427,loc_original,21,IN_STOCK
cat_0428,loc_original,10,IN_STOCK
cat_0429,loc_alt19,98,IN_STOCK
cat_0430,loc_original,44,IN_STOCK
cat_0431,loc_original,86,IN_STOCK
cat_0432,loc_alt19,24,IN_STOCK
cat_0433,loc_alt19,78,IN_STOCK
cat_0434,loc_alt19,90,IN_STOCK
cat_0435,loc_original,25,IN_STOCK
cat_0436,loc_alt19,39,IN_STOCK
cat_0437,loc_original,79,IN_STOCK
cat_0438,loc_alt19,2,IN_STOCK
cat_0439,loc_original,2,IN_STOCK
cat_0440,loc_original,13,IN_STOCK
cat_0441,loc_alt19,13,IN_STOCK
cat_0442,loc_alt19,25,IN_STOCK
cat_0443,loc_original,86,IN_STOCK
cat_0444,loc_original,70,IN_STOCK
cat_0445,loc_alt19,34,IN_STOCK
cat_0446,loc_original,91,IN_STOCK
cat_0447,loc_alt19,44,IN_STOCK
cat_0448,loc_original,79,IN_STOCK
cat_0449,loc_original,57,IN_STOCK
cat_0450,loc_alt19,85,IN_STOCK
cat_0451,loc_alt19,88,IN_STOCK
cat_0452,loc_alt19,62,IN_STOCK
cat_0453,loc_alt19,47,IN_STOCK
cat_0454,loc_alt19,5,IN_STOCK
cat_0455,loc_original,92,IN_STOCK
cat_0456,loc_original,99,IN_STOCK
cat_0457,loc_alt19,39,IN_STOCK
cat_0458,loc_original,19,IN_STOCK
cat_0459,loc_original,19,IN_STOCK
cat_0460,loc_original,27,IN_STOCK
cat_0461,loc_original,70,IN_STOCK
cat_0462,loc_original,18,IN_STOCK
cat_0463,loc_alt19,28,IN_STOCK
cat_0464,loc_alt19,25,IN_STOCK
cat_0465,loc_original,91,IN_STOCK
cat_0466,loc_alt19,57,IN_STOCK
cat_0467,loc_original,11,IN_STOCK
cat_0468,loc_alt19,90,IN_STOCK
cat_0469,loc_alt19,2,IN_STOCK
cat_0470,loc_alt19,23,IN_STOCK
cat_0471,loc_original,66,IN_STOCK
cat_0472,loc_original,54,IN_STOCK
cat_0473,loc_original,70,IN_STOCK
cat_0474,loc_alt19,27,IN_STOCK
cat_0475,loc_original,6,IN_STOCK
cat_0476,loc_original,51,IN_STOCK
cat_0477,loc_original,74,IN_STOCK
cat_0478,loc_alt19,48,IN_STOCK
cat_0479,loc_original,99,IN_STOCK
cat_0480,loc_alt19,2,IN_STOCK
cat_0481,loc_alt19,0,IN_STOCK
cat_0482,loc_alt19,68,IN_STOCK
cat_0483,loc_alt19,18,IN_STOCK
cat_0484,loc_original,82,IN_STOCK
cat_0485,loc_original,55,IN_STOCK
cat_0486,loc_original,24,IN_STOCK
cat_0487,loc_original,19,IN_STOCK
cat_0488,loc_original,12,IN_STOCK
cat_0489,loc_alt19,95,IN_STOCK
cat_0490,loc_original,70,IN_STOCK
cat_0491,loc_alt19,49,IN_STOCK
cat_0492,loc_alt19,87,IN_STOCK
cat_0493,loc_alt19,23,IN_STOCK
cat_0494,loc_alt19,82,IN_STOCK
cat_0495,loc_alt19,17,IN_STOCK
cat_0496,loc_alt19,25,IN_STOCK
cat_0497,loc_original,70,IN_STOCK
cat_0498,loc_alt19,75,IN_STOCK
cat_0499,loc_original,56,IN_STOCK
cat_0500,loc_alt19,90,IN_STOCK
cat_0501,loc_alt19,48,IN_STOCK
cat_0502,loc_original,95,IN_STOCK
cat_0503,loc_original,76,IN_STOCK
cat_0504,loc_alt19,100,IN_STOCK
cat_0505,loc_original,16,IN_STOCK
cat_0506,loc_alt19,68,IN_STOCK
cat_0507,loc_original,83,IN_STOCK
cat_0508,loc_alt19,12,IN_STOCK
cat_0509,loc_original,73,IN_STOCK
cat_0510,loc_original,88,IN_STOCK
cat_0511,loc_alt19,100,IN_STOCK
cat_0512,loc_original,72,IN_STOCK
cat_0513,loc_original,30,IN_STOCK
cat_0514,loc_original,19,IN_STOCK
cat_0515,loc_original,60,IN_STOCK
cat_0516,loc_original,80,IN_STOCK
cat_0517,loc_original,87,IN_STOCK
cat_0518,loc_original,48,IN_STOCK
cat_0519,loc_alt19,65,IN_STOCK
cat_0520,loc_original,11,IN_STOCK
cat_0521,loc_alt19,22,IN_STOCK
cat_0522,loc_alt19,62,IN_STOCK
cat_0523,loc_original,90,IN_STOCK
cat_0524,loc_original,79,IN_STOCK
cat_0525,loc_alt19,76,IN_STOCK
cat_0526,loc_alt19,21,IN_STOCK
cat_0527,loc_alt19,88,IN_STOCK
cat_0528,loc_original,49,IN_STOCK
cat_0529,loc_original,94,IN_STOCK
