album_id,name,artist_id,album_type,release_date,total_tracks,label
alb_0001,Johnny Cash - Best Of,art_johnny_cash,album,1968-01-13,10,Columbia
alb_0002,Johnny Cash - Live Sessions,art_johnny_cash,compilation,1979-05-15,11,Capitol
alb_0003,Merle Haggard - Best Of,art_merle_haggard,album,1984-10-01,12,MCA
alb_0004,Merle Haggard - Live Sessions,art_merle_haggard,compilation,1961-11-27,13,Nonesuch
alb_0005,Willie Nelson - Best Of,art_willie_nelson,album,1953-04-12,14,Deutsche Grammophon
alb_0006,Willie Nelson - Live Sessions,art_willie_nelson,compilation,1994-08-16,15,Verve
alb_0007,Dolly Parton - Best Of,art_dolly_parton,album,1966-11-08,16,Rounder
alb_0008,Dolly Parton - Live Sessions,art_dolly_parton,compilation,1958-04-14,17,Nonesuch
alb_0009,Hank Williams - Best Of,art_hank_williams,album,1963-09-05,10,ECM
alb_0010,Hank Williams - Live Sessions,art_hank_williams,compilation,2000-06-13,11,GRP
alb_0011,George Jones - Best Of,art_george_jones,album,1971-12-06,12,Rounder
alb_0012,George Jones - Live Sessions,art_george_jones,compilation,1988-03-15,13,Rebecca Bright
alb_0013,Loretta Lynn - Best Of,art_loretta_lynn,album,2005-04-01,14,Getty Music
alb_0014,Loretta Lynn - Live Sessions,art_loretta_lynn,compilation,2015-11-08,15,Ateliers Taize
alb_0015,Patsy Cline - Best Of,art_patsy_cline,album,2019-06-14,16,Hillsong
alb_0016,Patsy Cline - Live Sessions,art_patsy_cline,compilation,1998-10-27,17,OCP
alb_0017,Frank Sinatra - Best Of,art_frank_sinatra,album,2003-05-13,10,GIA Publications
alb_0018,Frank Sinatra - Live Sessions,art_frank_sinatra,compilation,2010-08-24,11,Independent
alb_0019,Dean Martin - Best Of,art_dean_martin,album,1995-03-14,12,Columbia
alb_0020,Dean Martin - Live Sessions,art_dean_martin,compilation,1972-11-10,13,Capitol
alb_0021,Tony Bennett - Best Of,art_tony_bennett,album,1968-01-13,14,MCA
alb_0022,Ella Fitzgerald - Best Of,art_ella_fitzgerald,album,1979-05-15,15,Nonesuch
alb_0023,Nat King Cole - Best Of,art_nat_king_cole,album,1984-10-01,16,Deutsche Grammophon
alb_0024,Bing Crosby - Best Of,art_bing_crosby,album,1961-11-27,17,Verve
alb_0025,Woody Guthrie - Best Of,art_woody_guthrie,album,1953-04-12,10,Rounder
alb_0026,Pete Seeger - Best Of,art_pete_seeger,album,1994-08-16,11,Nonesuch
alb_0027,Joan Baez - Best Of,art_joan_baez,album,1966-11-08,12,ECM
alb_0028,Bob Dylan - Best Of,art_bob_dylan,album,1958-04-14,13,GRP
alb_0029,Johann Sebastian Bach - Best Of,art_bach_js,album,1963-09-05,14,Rounder
alb_0030,Wolfgang Amadeus Mozart - Best Of,art_mozart_wa,album,2000-06-13,15,Rebecca Bright
alb_0031,Thomas Tallis - Best Of,art_tallis_thomas,album,1971-12-06,16,Getty Music
alb_0032,John Tavener - Best Of,art_taverner_john,album,1988-03-15,17,Ateliers Taize
alb_0033,Arvo Part - Best Of,art_arvo_part,album,2005-04-01,10,Hillsong
alb_0034,Takacs Quartet - Best Of,art_takacs_quartet,album,2015-11-08,11,OCP
alb_0035,Fernando Ortega - Best Of,art_fernando_ortega,album,2019-06-14,12,GIA Publications
alb_0036,Keith and Kristyn Getty - Best Of,art_keith_kristyn_getty,album,1998-10-27,13,Independent
alb_0037,Taize Community - Best Of,art_taize_community,album,2003-05-13,14,Columbia
alb_0038,Hillsong Worship - Best Of,art_hillsong_worship,album,2010-08-24,15,Capitol
alb_0039,Matt Maher - Best Of,art_matt_maher,album,1995-03-14,16,MCA
alb_0040,Marty Haugen - Best Of,art_marty_haugen,album,1972-11-10,17,Nonesuch
alb_0041,David Haas - Best Of,art_david_haas,album,1968-01-13,10,Deutsche Grammophon
alb_0042,Los Hermanos Trio - Best Of,art_los_hermanos_trio,album,1979-05-15,11,Verve
alb_0043,Freddy Fender - Best Of,art_freddy_fender,album,1984-10-01,12,Rounder
alb_0044,Flaco Jimenez - Best Of,art_flaco_jimenez,album,1961-11-27,13,Nonesuch
alb_0045,Linda Ronstadt - Best Of,art_linda_ronstadt,album,1953-04-12,14,ECM
alb_0046,Selena - Best Of,art_selena,album,1994-08-16,15,GRP
alb_0047,Jose Alfredo Jimenez - Best Of,art_jose_alfredo_jimenez,album,1966-11-08,16,Rounder
alb_0048,George Winston - Best Of,art_george_winston,album,1958-04-14,17,Rebecca Bright
alb_0049,Liz Story - Best Of,art_liz_story,album,1963-09-05,10,Getty Music
alb_0050,Paul Horn - Best Of,art_paul_horn,album,2000-06-13,11,Ateliers Taize
