city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
1,1758715200,2026-09-25 00:00:00,77.5,74.4,55.2,91.0,1023,88,800,Clear,clear sky,01d,9.4,156,2,0.01
1,1758726000,2026-09-25 03:00:00,89.6,64.8,64.5,83.0,1013,75,800,Clear,clear sky,01d,11.9,195,64,0.02
1,1758736800,2026-09-25 06:00:00,60.6,73.2,82.9,85.8,1016,40,800,Clear,clear sky,01d,14.6,112,35,0.35
1,1758747600,2026-09-25 09:00:00,69.4,72.1,75.9,82.5,1015,56,800,Clear,clear sky,01d,14.1,191,13,0.21
1,1758758400,2026-09-25 12:00:00,83.2,68.3,57.2,77.1,1021,58,800,Clear,clear sky,01d,3.8,250,4,0.11
1,1758769200,2026-09-25 15:00:00,77.4,73.4,74.5,83.9,1011,48,800,Clear,clear sky,01d,14.4,30,63,0.49
1,1758780000,2026-09-25 18:00:00,85.5,89.3,80.4,93.0,1020,46,800,Clear,clear sky,01d,5.2,162,100,0.42
1,1758790800,2026-09-25 21:00:00,86.8,69.8,59.9,70.1,1016,89,800,Clear,clear sky,01d,13.7,153,34,0.23
1,1758801600,2026-09-25 24:00:00,75.9,62.2,77.7,71.3,1017,83,800,Clear,clear sky,01d,6.9,95,3,0.32
1,1758812400,2026-09-25 27:00:00,69.5,64.1,59.7,82.1,1023,80,800,Clear,clear sky,01d,7.4,111,99,0.27
1,1758823200,2026-09-25 30:00:00,73.5,78.7,75.0,79.5,1015,41,800,Clear,clear sky,01d,4.7,313,88,0.22
1,1758834000,2026-09-25 33:00:00,77.9,84.8,69.5,71.6,1020,40,800,Clear,clear sky,01d,11.5,112,95,0.49
2,1758715200,2026-09-25 00:00:00,62.1,82.3,66.7,77.9,1024,66,800,Clear,clear sky,01d,2.3,202,73,0.15
2,1758726000,2026-09-25 03:00:00,71.1,83.2,65.5,93.5,1019,52,800,Clear,clear sky,01d,9.0,45,76,0.36
2,1758736800,2026-09-25 06:00:00,88.3,67.5,55.4,72.6,1017,78,800,Clear,clear sky,01d,6.8,315,51,0.42
2,1758747600,2026-09-25 09:00:00,76.5,76.8,77.0,89.6,1024,65,800,Clear,clear sky,01d,13.6,337,37,0.43
2,1758758400,2026-09-25 12:00:00,82.3,60.3,63.6,91.5,1025,85,800,Clear,clear sky,01d,11.2,274,61,0.18
2,1758769200,2026-09-25 15:00:00,63.0,89.9,83.5,81.7,1023,83,800,Clear,clear sky,01d,6.1,348,30,0.22
2,1758780000,2026-09-25 18:00:00,86.6,68.0,59.1,91.8,1019,82,800,Clear,clear sky,01d,12.8,150,5,0.48
2,1758790800,2026-09-25 21:00:00,85.4,62.8,59.3,91.5,1011,59,800,Clear,clear sky,01d,12.1,250,99,0.38
2,1758801600,2026-09-25 24:00:00,78.2,65.0,65.6,91.5,1024,80,800,Clear,clear sky,01d,3.1,61,98,0.27
2,1758812400,2026-09-25 27:00:00,80.6,87.8,58.4,84.1,1024,68,800,Clear,clear sky,01d,10.3,284,92,0.1
2,1758823200,2026-09-25 30:00:00,61.3,83.7,81.7,83.1,1023,88,800,Clear,clear sky,01d,8.5,4,20,0.12
2,1758834000,2026-09-25 33:00:00,81.1,64.3,59.2,76.3,1018,86,800,Clear,clear sky,01d,8.2,154,90,0.06
3,1758715200,2026-09-25 00:00:00,67.9,73.5,59.8,77.2,1018,85,800,Clear,clear sky,01d,11.7,177,62,0.43
3,1758726000,2026-09-25 03:00:00,65.5,76.8,59.3,91.9,1015,74,800,Clear,clear sky,01d,14.6,146,10,0.4
3,1758736800,2026-09-25 06:00:00,85.5,81.0,70.0,87.3,1020,83,800,Clear,clear sky,01d,3.5,313,38,0.12
3,1758747600,2026-09-25 09:00:00,79.5,76.6,71.2,83.9,1022,66,800,Clear,clear sky,01d,15.0,258,18,0.3
3,1758758400,2026-09-25 12:00:00,84.4,60.1,68.7,82.1,1020,53,800,Clear,clear sky,01d,7.2,342,35,0.08
3,1758769200,2026-09-25 15:00:00,72.0,73.3,73.9,73.4,1017,77,800,Clear,clear sky,01d,9.2,102,35,0.17
3,1758780000,2026-09-25 18:00:00,72.5,80.6,64.8,85.1,1014,54,800,Clear,clear sky,01d,9.5,69,81,0.13
3,1758790800,2026-09-25 21:00:00,84.5,77.2,64.1,76.8,1020,68,800,Clear,clear sky,01d,11.9,244,41,0.03
3,1758801600,2026-09-25 24:00:00,65.0,82.9,68.5,83.2,1016,44,800,Clear,clear sky,01d,11.9,279,73,0.15
3,1758812400,2026-09-25 27:00:00,83.2,89.6,82.7,79.0,1016,78,800,Clear,clear sky,01d,12.9,75,52,0.38
3,1758823200,2026-09-25 30:00:00,86.2,62.8,66.5,77.9,1024,61,800,Clear,clear sky,01d,6.3,336,43,0.1
3,1758834000,2026-09-25 33:00:00,79.8,80.7,68.2,75.2,1022,76,800,Clear,clear sky,01d,12.5,89,64,0.27
4,1758715200,2026-09-25 00:00:00,65.1,74.2,65.0,72.1,1019,77,800,Clear,clear sky,01d,12.8,329,83,0.02
4,1758726000,2026-09-25 03:00:00,73.0,89.6,63.7,87.2,1016,57,800,Clear,clear sky,01d,9.4,53,70,0.05
4,1758736800,2026-09-25 06:00:00,77.9,81.6,71.9,76.0,1010,63,800,Clear,clear sky,01d,4.6,326,5,0.25
4,1758747600,2026-09-25 09:00:00,66.2,83.4,83.1,78.0,1024,47,800,Clear,clear sky,01d,11.6,117,94,0.07
4,1758758400,2026-09-25 12:00:00,81.2,89.7,80.7,83.6,1021,59,800,Clear,clear sky,01d,6.3,35,17,0.24
4,1758769200,2026-09-25 15:00:00,87.5,62.1,61.6,70.8,1025,64,800,Clear,clear sky,01d,4.8,300,57,0.29
4,1758780000,2026-09-25 18:00:00,72.4,87.0,62.9,89.7,1017,45,800,Clear,clear sky,01d,9.0,177,33,0.31
4,1758790800,2026-09-25 21:00:00,79.2,73.7,72.4,91.6,1015,81,800,Clear,clear sky,01d,5.2,141,92,0.01
4,1758801600,2026-09-25 24:00:00,78.9,69.2,81.5,91.9,1010,67,800,Clear,clear sky,01d,5.4,198,25,0.17
4,1758812400,2026-09-25 27:00:00,70.5,83.5,70.2,80.4,1015,52,800,Clear,clear sky,01d,3.7,199,48,0.41
4,1758823200,2026-09-25 30:00:00,70.3,63.1,69.1,91.9,1010,44,800,Clear,clear sky,01d,14.3,8,49,0.36
4,1758834000,2026-09-25 33:00:00,75.1,80.2,68.6,81.5,1019,71,800,Clear,clear sky,01d,5.6,149,86,0.16
5,1758715200,2026-09-25 00:00:00,65.5,76.9,70.0,91.1,1021,74,800,Clear,clear sky,01d,6.0,239,16,0.37
5,1758726000,2026-09-25 03:00:00,64.2,67.2,81.4,73.0,1015,59,800,Clear,clear sky,01d,3.4,200,80,0.22
5,1758736800,2026-09-25 06:00:00,81.7,60.6,68.3,80.5,1014,49,800,Clear,clear sky,01d,7.5,144,23,0.3
5,1758747600,2026-09-25 09:00:00,68.1,83.0,60.2,73.3,1024,75,800,Clear,clear sky,01d,14.8,350,43,0.26
5,1758758400,2026-09-25 12:00:00,67.5,63.1,64.8,91.1,1011,75,800,Clear,clear sky,01d,11.4,14,42,0.13
5,1758769200,2026-09-25 15:00:00,62.2,68.6,63.0,74.3,1013,56,800,Clear,clear sky,01d,8.7,203,96,0.42
