id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_1,INBOX,system,126,9,43,2
Label_2,SENT,system,33,9,197,5
Label_3,DRAFT,system,140,0,54,7
Label_4,SPAM,system,157,9,82,1
Label_5,TRASH,system,73,10,6,5
Label_6,STARRED,system,231,0,128,1
Label_7,IMPORTANT,system,174,5,101,1
Label_10,Family,user,62,1,148,3
Label_11,Grants/WAITA,user,11,1,91,6
Label_12,Photography,user,2,0,48,8
Label_13,Gear/Orders,user,67,3,179,6
Label_14,Health/CPAP,user,233,5,199,2
Label_15,Divorce/Tax,user,64,3,11,2
Label_16,NPS-personal-side,user,94,7,91,5
Label_17,Ranger-Channel,user,186,1,80,8
Label_18,Interp-Feedback,user,202,2,155,6
Label_auto_0016,AutoLabel_0016,user,18,1,6,3
Label_auto_0017,AutoLabel_0017,user,2,0,2,0
Label_auto_0018,AutoLabel_0018,user,6,4,13,0
Label_auto_0019,AutoLabel_0019,user,8,3,15,0
Label_auto_0020,AutoLabel_0020,user,4,5,7,0
Label_auto_0021,AutoLabel_0021,user,1,4,5,1
Label_auto_0022,AutoLabel_0022,user,9,4,13,3
Label_auto_0023,AutoLabel_0023,user,1,1,4,3
Label_auto_0024,AutoLabel_0024,user,19,0,1,2
Label_auto_0025,AutoLabel_0025,user,15,2,15,2
Label_auto_0026,AutoLabel_0026,user,13,3,11,3
Label_auto_0027,AutoLabel_0027,user,14,3,15,3
Label_auto_0028,AutoLabel_0028,user,2,2,8,2
Label_auto_0029,AutoLabel_0029,user,18,3,3,2
Label_auto_0030,AutoLabel_0030,user,19,5,13,2
Label_auto_0031,AutoLabel_0031,user,12,1,7,3
Label_auto_0032,AutoLabel_0032,user,19,5,7,3
Label_auto_0033,AutoLabel_0033,user,19,3,8,1
Label_auto_0034,AutoLabel_0034,user,15,3,5,1
Label_auto_0035,AutoLabel_0035,user,7,4,8,0
Label_auto_0036,AutoLabel_0036,user,9,0,14,1
Label_auto_0037,AutoLabel_0037,user,0,3,15,1
Label_auto_0038,AutoLabel_0038,user,3,4,4,0
Label_auto_0039,AutoLabel_0039,user,0,1,6,0
Label_auto_0040,AutoLabel_0040,user,12,1,10,1
Label_auto_0041,AutoLabel_0041,user,0,3,0,1
Label_auto_0042,AutoLabel_0042,user,7,3,0,1
Label_auto_0043,AutoLabel_0043,user,16,0,4,3
Label_auto_0044,AutoLabel_0044,user,18,3,4,1
Label_auto_0045,AutoLabel_0045,user,9,4,9,1
Label_auto_0046,AutoLabel_0046,user,10,4,12,3
Label_auto_0047,AutoLabel_0047,user,9,1,3,0
Label_auto_0048,AutoLabel_0048,user,11,1,15,3
Label_auto_0049,AutoLabel_0049,user,1,4,10,1
Label_auto_0050,AutoLabel_0050,user,10,3,10,3
Label_auto_0051,AutoLabel_0051,user,4,2,5,2
Label_auto_0052,AutoLabel_0052,user,2,4,12,2
Label_auto_0053,AutoLabel_0053,user,16,4,12,1
Label_auto_0054,AutoLabel_0054,user,20,0,4,1
Label_auto_0055,AutoLabel_0055,user,16,5,9,1
Label_auto_0056,AutoLabel_0056,user,14,5,4,0
Label_auto_0057,AutoLabel_0057,user,2,2,6,0
Label_auto_0058,AutoLabel_0058,user,4,3,14,2
Label_auto_0059,AutoLabel_0059,user,6,3,0,2
Label_auto_0060,AutoLabel_0060,user,6,5,5,3
Label_auto_0061,AutoLabel_0061,user,8,5,5,1
Label_auto_0062,AutoLabel_0062,user,15,2,7,3
Label_auto_0063,AutoLabel_0063,user,0,3,1,1
Label_auto_0064,AutoLabel_0064,user,14,1,10,3
Label_auto_0065,AutoLabel_0065,user,17,2,12,2
Label_auto_0066,AutoLabel_0066,user,18,4,15,3
Label_auto_0067,AutoLabel_0067,user,6,2,4,0
Label_auto_0068,AutoLabel_0068,user,2,1,1,2
Label_auto_0069,AutoLabel_0069,user,7,0,2,0
Label_auto_0070,AutoLabel_0070,user,6,0,14,2
Label_auto_0071,AutoLabel_0071,user,1,1,13,0
Label_auto_0072,AutoLabel_0072,user,5,2,0,1
Label_auto_0073,AutoLabel_0073,user,5,2,9,3
Label_auto_0074,AutoLabel_0074,user,14,0,12,2
Label_auto_0075,AutoLabel_0075,user,3,2,2,1
Label_auto_0076,AutoLabel_0076,user,13,4,11,1
Label_auto_0077,AutoLabel_0077,user,12,5,2,2
Label_auto_0078,AutoLabel_0078,user,10,1,4,0
Label_auto_0079,AutoLabel_0079,user,11,3,5,0
Label_auto_0080,AutoLabel_0080,user,15,3,12,2
Label_auto_0081,AutoLabel_0081,user,20,3,6,2
Label_auto_0082,AutoLabel_0082,user,8,3,0,0
Label_auto_0083,AutoLabel_0083,user,16,4,10,1
Label_auto_0084,AutoLabel_0084,user,5,0,9,3
Label_auto_0085,AutoLabel_0085,user,5,2,8,1
Label_auto_0086,AutoLabel_0086,user,3,1,6,3
Label_auto_0087,AutoLabel_0087,user,5,1,0,0
Label_auto_0088,AutoLabel_0088,user,20,2,8,0
Label_auto_0089,AutoLabel_0089,user,2,5,15,3
Label_auto_0090,AutoLabel_0090,user,18,0,10,1
Label_auto_0091,AutoLabel_0091,user,12,5,3,1
Label_auto_0092,AutoLabel_0092,user,18,2,8,1
Label_auto_0093,AutoLabel_0093,user,6,0,10,0
Label_auto_0094,AutoLabel_0094,user,12,3,3,0
Label_auto_0095,AutoLabel_0095,user,1,2,0,0
Label_auto_0096,AutoLabel_0096,user,12,2,12,2
Label_auto_0097,AutoLabel_0097,user,19,0,8,1
Label_auto_0098,AutoLabel_0098,user,13,1,2,0
Label_auto_0099,AutoLabel_0099,user,18,2,1,3
Label_auto_0100,AutoLabel_0100,user,9,2,7,0
Label_auto_0101,AutoLabel_0101,user,9,5,14,3
Label_auto_0102,AutoLabel_0102,user,6,0,3,0
Label_auto_0103,AutoLabel_0103,user,10,4,0,3
Label_auto_0104,AutoLabel_0104,user,19,1,14,0
Label_auto_0105,AutoLabel_0105,user,17,2,15,0
Label_auto_0106,AutoLabel_0106,user,13,1,10,0
Label_auto_0107,AutoLabel_0107,user,11,3,6,3
Label_auto_0108,AutoLabel_0108,user,13,1,12,1
Label_auto_0109,AutoLabel_0109,user,9,1,5,1
Label_auto_0110,AutoLabel_0110,user,0,5,4,0
Label_auto_0111,AutoLabel_0111,user,0,3,3,3
Label_auto_0112,AutoLabel_0112,user,7,5,8,2
Label_auto_0113,AutoLabel_0113,user,4,5,6,2
Label_auto_0114,AutoLabel_0114,user,12,3,6,2
Label_auto_0115,AutoLabel_0115,user,5,2,9,0
Label_auto_0116,AutoLabel_0116,user,20,3,5,3
Label_auto_0117,AutoLabel_0117,user,18,3,14,2
Label_auto_0118,AutoLabel_0118,user,14,3,15,1
Label_auto_0119,AutoLabel_0119,user,18,5,14,2
Label_auto_0120,AutoLabel_0120,user,8,1,5,2
Label_auto_0121,AutoLabel_0121,user,12,5,1,0
Label_auto_0122,AutoLabel_0122,user,16,4,14,3
Label_auto_0123,AutoLabel_0123,user,4,0,13,1
Label_auto_0124,AutoLabel_0124,user,11,4,10,2
Label_auto_0125,AutoLabel_0125,user,10,0,8,0
Label_auto_0126,AutoLabel_0126,user,20,0,9,0
Label_auto_0127,AutoLabel_0127,user,15,2,6,0
Label_auto_0128,AutoLabel_0128,user,2,1,11,0
Label_auto_0129,AutoLabel_0129,user,17,5,3,2
Label_auto_0130,AutoLabel_0130,user,20,2,10,1
Label_auto_0131,AutoLabel_0131,user,7,3,7,2
Label_auto_0132,AutoLabel_0132,user,10,1,2,3
Label_auto_0133,AutoLabel_0133,user,18,2,5,2
Label_auto_0134,AutoLabel_0134,user,17,2,14,1
Label_auto_0135,AutoLabel_0135,user,3,2,6,2
Label_auto_0136,AutoLabel_0136,user,12,1,0,2
Label_auto_0137,AutoLabel_0137,user,7,3,10,3
Label_auto_0138,AutoLabel_0138,user,15,3,0,1
Label_auto_0139,AutoLabel_0139,user,4,1,0,2
Label_auto_0140,AutoLabel_0140,user,11,5,6,2
Label_auto_0141,AutoLabel_0141,user,13,4,4,0
Label_auto_0142,AutoLabel_0142,user,3,0,13,2
Label_auto_0143,AutoLabel_0143,user,3,4,7,2
Label_auto_0144,AutoLabel_0144,user,12,1,2,1
Label_auto_0145,AutoLabel_0145,user,2,0,14,3
Label_auto_0146,AutoLabel_0146,user,18,2,5,2
