city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
4513583,801,Clouds,scattered clouds,01d,58.2,55.1,54.0,62.0,1015,68,8.5,220,45,10000,2026-10-09T20:00:00Z
4514047,200,Clouds,scattered clouds,01d,67.4,72.7,49.8,57.3,1010,80,12.3,143,83,10000,2026-10-09T20:00:00Z
4513641,801,Clouds,overcast,01d,65.8,51.5,63.3,75.5,1017,81,9.4,144,97,10000,2026-10-09T20:00:00Z
4514033,801,Clear,overcast,01d,52.6,45.1,62.7,59.6,1017,80,13.2,320,92,10000,2026-10-09T20:00:00Z
4513990,801,Clear,overcast,01d,69.4,63.4,38.6,67.7,1020,45,13.1,156,63,10000,2026-10-09T20:00:00Z
4513818,501,Drizzle,clear sky,01d,60.1,43.8,57.4,72.1,1021,61,9.8,222,95,10000,2026-10-09T20:00:00Z
4513859,500,Rain,light rain,01d,53.4,68.3,70.0,47.4,1017,44,7.5,204,16,10000,2026-10-09T20:00:00Z
4513881,800,Drizzle,light rain,01d,56.7,57.7,43.4,58.3,1013,36,13.1,49,25,10000,2026-10-09T20:00:00Z
4513716,802,Clear,clear sky,01d,45.4,61.5,40.9,67.1,1020,45,7.6,320,82,10000,2026-10-09T20:00:00Z
4513635,802,Clouds,overcast,01d,49.1,58.0,48.5,66.6,1021,79,14.8,319,56,10000,2026-10-09T20:00:00Z
4513704,500,Drizzle,scattered clouds,01d,71.1,42.7,48.4,54.6,1015,90,2.2,276,81,10000,2026-10-09T20:00:00Z
4513776,801,Drizzle,scattered clouds,01d,55.9,58.4,38.5,47.9,1017,65,13.8,64,15,10000,2026-10-09T20:00:00Z
4514055,801,Rain,light rain,01d,65.6,40.6,46.6,64.0,1014,43,5.8,203,62,10000,2026-10-09T20:00:00Z
4513592,801,Clear,clear sky,01d,41.9,55.7,56.0,80.0,1019,77,8.4,156,5,10000,2026-10-09T20:00:00Z
4513947,801,Clear,overcast,01d,69.1,59.6,67.6,60.7,1017,75,4.6,291,57,10000,2026-10-09T20:00:00Z
4514078,801,Rain,clear sky,01d,45.8,38.6,66.5,47.6,1016,34,12.1,296,83,10000,2026-10-09T20:00:00Z
4513891,801,Drizzle,clear sky,01d,69.5,63.9,38.5,72.4,1011,51,5.4,308,20,10000,2026-10-09T20:00:00Z
4513991,800,Clear,scattered clouds,01d,63.8,49.7,48.9,60.1,1018,52,13.9,44,50,10000,2026-10-09T20:00:00Z
4513671,200,Rain,clear sky,01d,50.4,66.6,58.1,70.8,1020,57,2.4,99,92,10000,2026-10-09T20:00:00Z
4513895,800,Clear,clear sky,01d,41.3,42.4,45.7,49.8,1021,51,10.7,67,29,10000,2026-10-09T20:00:00Z
4513952,501,Clouds,clear sky,01d,50.5,52.7,41.7,79.8,1021,53,11.8,170,81,10000,2026-10-09T20:00:00Z
4514109,500,Clouds,overcast,01d,61.0,63.4,49.4,53.7,1020,59,13.9,84,89,10000,2026-10-09T20:00:00Z
4513761,800,Clear,light rain,01d,66.1,70.3,57.5,68.9,1011,75,7.9,272,56,10000,2026-10-09T20:00:00Z
4513804,802,Clouds,light rain,01d,47.6,65.5,49.3,55.7,1023,54,14.8,223,59,10000,2026-10-09T20:00:00Z
4513926,800,Clear,overcast,01d,45.0,68.1,69.3,64.1,1022,84,14.6,212,31,10000,2026-10-09T20:00:00Z
4513871,801,Rain,light rain,01d,66.1,52.9,54.1,70.7,1014,88,3.9,45,78,10000,2026-10-09T20:00:00Z
4513651,500,Rain,light rain,01d,61.3,45.7,65.7,57.4,1024,48,13.6,234,64,10000,2026-10-09T20:00:00Z
4513835,802,Drizzle,light rain,01d,70.9,38.2,63.6,56.1,1014,58,5.7,346,78,10000,2026-10-09T20:00:00Z
