item_id,board_id,group_id,name,created_at
mnd-i-001,mnd-b-terre,mnd-g-001,Vessel A Galerie ,2026-06-01T09:00:00Z
mnd-i-002,mnd-b-terre,mnd-g-001,Vessel B Galerie ,2026-06-01T09:00:00Z
mnd-i-003,mnd-b-terre,mnd-g-001,Vessel C Galerie ,2026-06-01T09:00:00Z
mnd-i-004,mnd-b-terre,mnd-g-001,Bowl set Galerie ,2026-06-01T09:00:00Z
mnd-i-005,mnd-b-terre,mnd-g-001,Tea pair Galerie ,2026-06-01T09:00:00Z
mnd-i-006,mnd-b-terre,mnd-g-001,Rice bowl set Galerie ,2026-06-01T09:00:00Z
mnd-i-007,mnd-b-terre,mnd-g-001,Sake set Galerie ,2026-06-01T09:00:00Z
mnd-i-008,mnd-b-terre,mnd-g-001,Serving platter Galerie ,2026-06-01T09:00:00Z
mnd-i-009,mnd-b-terre,mnd-g-001,Small vase Galerie ,2026-06-01T09:00:00Z
mnd-i-010,mnd-b-terre,mnd-g-001,Large vase Galerie ,2026-06-01T09:00:00Z
mnd-i-011,mnd-b-mus,mnd-g-005,Vessel A Museum D,2026-06-01T09:00:00Z
mnd-i-012,mnd-b-mus,mnd-g-005,Vessel B Museum D,2026-06-01T09:00:00Z
mnd-i-013,mnd-b-mus,mnd-g-005,Vessel C Museum D,2026-06-01T09:00:00Z
mnd-i-014,mnd-b-mus,mnd-g-005,Bowl set Museum D,2026-06-01T09:00:00Z
mnd-i-015,mnd-b-mus,mnd-g-005,Tea pair Museum D,2026-06-01T09:00:00Z
mnd-i-016,mnd-b-mus,mnd-g-005,Rice bowl set Museum D,2026-06-01T09:00:00Z
mnd-i-017,mnd-b-mus,mnd-g-005,Sake set Museum D,2026-06-01T09:00:00Z
mnd-i-018,mnd-b-mus,mnd-g-005,Serving platter Museum D,2026-06-01T09:00:00Z
mnd-i-019,mnd-b-mus,mnd-g-005,Small vase Museum D,2026-06-01T09:00:00Z
mnd-i-020,mnd-b-mus,mnd-g-005,Large vase Museum D,2026-06-01T09:00:00Z
mnd-i-021,mnd-b-shibui,mnd-g-009,Vessel A Shibui S,2026-06-01T09:00:00Z
mnd-i-022,mnd-b-shibui,mnd-g-009,Vessel B Shibui S,2026-06-01T09:00:00Z
mnd-i-023,mnd-b-shibui,mnd-g-009,Vessel C Shibui S,2026-06-01T09:00:00Z
mnd-i-024,mnd-b-shibui,mnd-g-009,Bowl set Shibui S,2026-06-01T09:00:00Z
mnd-i-025,mnd-b-shibui,mnd-g-009,Tea pair Shibui S,2026-06-01T09:00:00Z
mnd-i-026,mnd-b-shibui,mnd-g-009,Rice bowl set Shibui S,2026-06-01T09:00:00Z
mnd-i-027,mnd-b-shibui,mnd-g-009,Sake set Shibui S,2026-06-01T09:00:00Z
mnd-i-028,mnd-b-shibui,mnd-g-009,Serving platter Shibui S,2026-06-01T09:00:00Z
mnd-i-029,mnd-b-shibui,mnd-g-009,Small vase Shibui S,2026-06-01T09:00:00Z
mnd-i-030,mnd-b-shibui,mnd-g-009,Large vase Shibui S,2026-06-01T09:00:00Z
