Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
V-0001,Rio Grande Jewelry Supply,Rio Grande Jewelry Supply,ap@rio.example.com,,35469 Jennifer Parks Suite 861,North Melissatown,IL,75912,0.0,True,OMW-V-0001,False
V-0002,Kee Wholesale Santa Fe,Kee Wholesale Santa Fe,ap@kee.example.com,,553 Rachel Knoll Suite 673,Amandahaven,VT,98094,0.0,True,OMW-V-0002,False
V-0003,Otteson Bros,Otteson Bros,ap@otteson.example.com,,54899 Monica Vista Suite 066,Thomasborough,NM,47249,0.0,True,OMW-V-0003,False
V-0004,Mexico Turquoise Lot,Mexico Turquoise Lot,ap@mexico.example.com,,8946 Drew Islands Suite 177,Wellsstad,CT,08964,0.0,True,OMW-V-0004,False
V-0005,Beadwrights,Beadwrights,ap@beadwrights.example.com,,7548 Christina Cliffs Suite 569,Richardfort,AK,56945,0.0,True,OMW-V-0005,False
V-0006,FedEx Ground West Aztec,FedEx Ground West Aztec,ap@fedex.example.com,,560 Shannon Forks,South Angelamouth,OH,20977,0.0,True,OMW-V-0006,False
V-0007,UPS Store Gallup,UPS Store Gallup,ap@ups.example.com,,5876 Lane Neck,South Stacyland,VI,82325,0.0,True,OMW-V-0007,False
V-0008,Shippo Labels,Shippo Labels,ap@shippo.example.com,,231 Adkins Burgs Suite 258,South Kaylaview,LA,25602,0.0,True,OMW-V-0008,False
V-0009,High Desert Federal CU,High Desert Federal CU,ap@high.example.com,,52004 Jason Vista,South Erikashire,DC,38525,0.0,True,OMW-V-0009,False
V-0010,Turquoise Trail Gallery,Turquoise Trail Gallery,ap@turquoise.example.com,,54340 Schneider Harbors Apt. 563,Port Lindseymouth,WY,28815,0.0,True,OMW-V-0010,False
V-0011,Red Earth Gallery,Red Earth Gallery,ap@red.example.com,,1860 Snyder Plaza Apt. 984,Dayhaven,AK,92305,0.0,True,OMW-V-0011,False
V-0012,Gallup Arts and Crafts Fair,Gallup Arts and Crafts Fair,ap@gallup.example.com,,956 Braun Summit,Stevensfort,AR,44497,0.0,True,OMW-V-0012,False
V-0013,Rafael Chavez (contractor),Rafael Chavez (contractor),ap@rafael.example.com,,904 Tammy Lakes Suite 107,Erinport,DE,45847,0.0,True,OMW-V-0013,True
V-0014,Airtable,Airtable,ap@airtable.example.com,,5552 Wilson Prairie Apt. 688,Petersonshire,NM,85883,0.0,True,OMW-V-0014,False
V-0015,Notion,Notion,ap@notion.example.com,,883 Kyle Crescent Apt. 689,South Jacobfort,AS,14585,0.0,True,OMW-V-0015,False
V-0016,Mailchimp,Mailchimp,ap@mailchimp.example.com,,597 Adams Light,Sweeneyborough,VT,71141,0.0,True,OMW-V-0016,False
V-0017,Klaviyo,Klaviyo,ap@klaviyo.example.com,,628 Hansen Highway Apt. 763,New Traceyport,IL,72124,0.0,True,OMW-V-0017,False
V-0018,QuickBooks,QuickBooks,ap@quickbooks.example.com,,4663 Vang Trafficway Apt. 268,East Austin,AK,34923,0.0,True,OMW-V-0018,False
V-0019,Xero,Xero,ap@xero.example.com,,27912 Mccall Knoll,Jamesland,MP,82544,0.0,True,OMW-V-0019,False
V-0020,Cloudflare,Cloudflare,ap@cloudflare.example.com,,363 Kathleen Coves,Dawnborough,WV,22504,0.0,True,OMW-V-0020,False
V-0021,Datadog,Datadog,ap@datadog.example.com,,882 Burns Tunnel,Port Calvintown,AL,21799,0.0,True,OMW-V-0021,False
V-0022,PagerDuty,PagerDuty,ap@pagerduty.example.com,,4278 Perry Mews Apt. 860,Nashview,WA,16869,0.0,True,OMW-V-0022,False
