Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
IT-0001,Belt buckle (concho) #1,Handmade at the Osborne Metalworks bench,Inventory,670.64,1002,Sales - Direct Commissions,True,False
IT-0002,Bolo tie (cluster) #2,Handmade at the Osborne Metalworks bench,Inventory,481.27,1002,Sales - Direct Commissions,True,False
IT-0003,Sterling cuff (petite) #3,Handmade at the Osborne Metalworks bench,Inventory,804.57,1002,Sales - Direct Commissions,True,False
IT-0004,Bolo tie (single stone) #4,Handmade at the Osborne Metalworks bench,Inventory,1172.63,1002,Sales - Direct Commissions,True,False
IT-0005,Belt buckle (ranger) #5,Handmade at the Osborne Metalworks bench,Inventory,669.12,1002,Sales - Direct Commissions,True,False
IT-0006,Belt buckle (ranger) #6,Handmade at the Osborne Metalworks bench,Inventory,799.09,1002,Sales - Direct Commissions,True,False
IT-0007,Belt buckle (concho) #7,Handmade at the Osborne Metalworks bench,Inventory,470.69,1002,Sales - Direct Commissions,True,False
IT-0008,Belt buckle (concho) #8,Handmade at the Osborne Metalworks bench,Inventory,836.81,1002,Sales - Direct Commissions,True,False
IT-0009,Belt buckle (concho) #9,Handmade at the Osborne Metalworks bench,Inventory,889.23,1002,Sales - Direct Commissions,True,False
IT-0010,Belt buckle (concho) #10,Handmade at the Osborne Metalworks bench,Inventory,1199.96,1002,Sales - Direct Commissions,True,False
IT-0011,Sterling cuff (petite) #11,Handmade at the Osborne Metalworks bench,Inventory,948.33,1002,Sales - Direct Commissions,True,False
IT-0012,Belt buckle (ranger) #12,Handmade at the Osborne Metalworks bench,Inventory,812.09,1002,Sales - Direct Commissions,True,False
IT-0013,Sterling cuff (petite) #13,Handmade at the Osborne Metalworks bench,Inventory,389.53,1002,Sales - Direct Commissions,True,False
IT-0014,Sterling cuff (petite) #14,Handmade at the Osborne Metalworks bench,Inventory,380.24,1002,Sales - Direct Commissions,True,False
IT-0015,Sterling cuff (heavy) #15,Handmade at the Osborne Metalworks bench,Inventory,1038.89,1002,Sales - Direct Commissions,True,False
IT-0016,Belt buckle (ranger) #16,Handmade at the Osborne Metalworks bench,Inventory,1019.0,1002,Sales - Direct Commissions,True,False
IT-0017,Belt buckle (ranger) #17,Handmade at the Osborne Metalworks bench,Inventory,1098.13,1002,Sales - Direct Commissions,True,False
IT-0018,Sterling cuff (petite) #18,Handmade at the Osborne Metalworks bench,Inventory,382.34,1002,Sales - Direct Commissions,True,False
IT-0019,Bolo tie (single stone) #19,Handmade at the Osborne Metalworks bench,Inventory,1186.87,1002,Sales - Direct Commissions,True,False
IT-0020,Bolo tie (cluster) #20,Handmade at the Osborne Metalworks bench,Inventory,649.17,1002,Sales - Direct Commissions,True,False
IT-0021,Belt buckle (concho) #21,Handmade at the Osborne Metalworks bench,Inventory,755.81,1002,Sales - Direct Commissions,True,False
IT-0022,Belt buckle (concho) #22,Handmade at the Osborne Metalworks bench,Inventory,1187.56,1002,Sales - Direct Commissions,True,False
IT-0023,Sterling cuff (petite) #23,Handmade at the Osborne Metalworks bench,Inventory,451.99,1002,Sales - Direct Commissions,True,False
IT-0024,Sterling cuff (petite) #24,Handmade at the Osborne Metalworks bench,Inventory,738.55,1002,Sales - Direct Commissions,True,False
IT-0025,Belt buckle (concho) #25,Handmade at the Osborne Metalworks bench,Inventory,312.22,1002,Sales - Direct Commissions,True,False
IT-0026,Sterling cuff (petite) #26,Handmade at the Osborne Metalworks bench,Inventory,993.6,1002,Sales - Direct Commissions,True,False
IT-0027,Belt buckle (ranger) #27,Handmade at the Osborne Metalworks bench,Inventory,440.09,1002,Sales - Direct Commissions,True,False
IT-0028,Bolo tie (cluster) #28,Handmade at the Osborne Metalworks bench,Inventory,1089.01,1002,Sales - Direct Commissions,True,False
IT-0029,Bolo tie (cluster) #29,Handmade at the Osborne Metalworks bench,Inventory,1044.48,1002,Sales - Direct Commissions,True,False
IT-0030,Belt buckle (concho) #30,Handmade at the Osborne Metalworks bench,Inventory,393.1,1002,Sales - Direct Commissions,True,False
IT-0031,Bolo tie (single stone) #31,Handmade at the Osborne Metalworks bench,Inventory,427.26,1002,Sales - Direct Commissions,True,False
IT-0032,Sterling cuff (heavy) #32,Handmade at the Osborne Metalworks bench,Inventory,817.51,1002,Sales - Direct Commissions,True,False
IT-0033,Sterling cuff (heavy) #33,Handmade at the Osborne Metalworks bench,Inventory,344.39,1002,Sales - Direct Commissions,True,False
IT-0034,Belt buckle (ranger) #34,Handmade at the Osborne Metalworks bench,Inventory,755.14,1002,Sales - Direct Commissions,True,False
IT-0035,Belt buckle (ranger) #35,Handmade at the Osborne Metalworks bench,Inventory,688.19,1002,Sales - Direct Commissions,True,False
IT-0036,Bolo tie (single stone) #36,Handmade at the Osborne Metalworks bench,Inventory,932.6,1002,Sales - Direct Commissions,True,False
IT-0037,Bolo tie (cluster) #37,Handmade at the Osborne Metalworks bench,Inventory,796.65,1002,Sales - Direct Commissions,True,False
IT-0038,Sterling cuff (petite) #38,Handmade at the Osborne Metalworks bench,Inventory,293.51,1002,Sales - Direct Commissions,True,False
IT-0039,Sterling cuff (heavy) #39,Handmade at the Osborne Metalworks bench,Inventory,433.57,1002,Sales - Direct Commissions,True,False
IT-0040,Sterling cuff (petite) #40,Handmade at the Osborne Metalworks bench,Inventory,1058.92,1002,Sales - Direct Commissions,True,False
