id,page_id,name,prefix
40001,20001,safety,global
40002,20001,sop,global
40003,20002,panel,global
40004,20002,sop,global
40005,20002,safety,global
40006,20003,rewire,global
40007,20003,checklist,global
40008,20004,gfci,global
40009,20004,inspection,global
40010,20005,inspection,global
40011,20005,checklist,global
40012,20006,inspection,global
40013,20006,checklist,global
40014,20007,ev,global
40015,20007,sop,global
40016,20008,rewire,global
40017,20008,safety,global
40018,20009,peco,global
40019,20009,panel,global
40020,20010,safety,global
40021,20011,ppe,global
40022,20011,safety,global
40023,20012,residential,global
40024,20012,checklist,global
40025,20013,troubleshooting,global
40026,20014,sop,global
40027,20014,rewire,global
40028,20015,grounding,global
40029,20015,checklist,global
40030,20016,sop,global
40031,20017,permit,global
40032,20017,inspection,global
40033,20018,panel,global
40034,20018,sop,global
40035,20019,residential,global
40036,20020,tools,global
40037,20020,checklist,global
40038,20021,training,global
40039,20022,safety,global
40040,20023,training,global
40041,20023,apprentice,global
40042,20024,training,global
40043,20024,tools,global
