place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
place_001,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,4.5,4.5,golf_course,,
place_002,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.2,4.2,doctor,,
place_003,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,3.8,3.8,pharmacy,,
place_004,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.5,3.8,doctor,open,779.18
place_005,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,4.2,4.2,pharmacy,pending,217.04
place_006,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.9383,4.5,4.2,pharmacy,open,573.93
place_007,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,3.8,3.8,golf_course,pending,439.49
place_008,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,3.8,4.2,golf_course,pending,404.23
place_009,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.2,4.2,doctor,completed,656.09
place_010,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,4.5,doctor,done,352.03
place_011,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.5,3.8,golf_course,active,328.64
place_012,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,4.2,4.2,golf_course,open,803.72
place_013,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,3.8,4.5,golf_course,pending,250.23
place_014,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.2,pharmacy,done,599.10
place_015,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,4.2,4.5,pharmacy,confirmed,100.83
place_016,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7811,4.5,3.8,golf_course,pending,286.38
place_017,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,3.8,4.5,pharmacy,pending,570.03
place_018,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,4.5,4.5,pharmacy,scheduled,243.38
place_019,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.5,4.2,doctor,completed,566.52
place_020,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,3.8,4.5,pharmacy,pending,763.76
place_021,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,3.8,golf_course,closed,476.70
place_022,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,3.8,4.5,pharmacy,closed,433.41
place_023,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,3.8,4.5,doctor,done,114.68
