id,product,unit_amount,currency,recurring_interval,active,nickname
price_2ed072dce74749,prod_b9220188c23c44,5900,usd,,true,Sponsorship Slot Primary Newsletter - one-time
price_ccce156b66ce43,prod_f2b1295aced045,5900,usd,,true,Sponsorship Slot Secondary Newsletter - one-time
price_4f2749095d1140,prod_af2c3fa1b9744f,4900,usd,,true,MITRE ATT&CK Detection Rule Pack Q4 2026 - one-time
price_21d3d8b5794044,prod_d6287864778d45,220000,usd,,true,Splunk SIEM Dashboard Export Q4 2026 - one-time
price_e5c08915c37d4b,prod_1651b714092c4e,2900,usd,,true,Elastic Watcher Rule Pack Q3 2026 - one-time
price_c325c43f95bf40,prod_13c3dca069df4d,4900,usd,,true,Silver Spring Meetup Standard Ticket - one-time
price_d920a4e2d06b48,prod_d4739f045ea246,3900,usd,,true,Silver Spring Meetup Sustaining Ticket - one-time
price_10106785fd0d4c,prod_da5279ed79cc48,420000,usd,,true,Focused multi-state array - one-time
price_78ae0c595c9549,prod_9c22a77b7df34d,5900,usd,,true,Organized attitude-oriented Graphic Interface - one-time
price_b05c90eef91245,prod_b061d7c3b01e4e,3900,usd,,false,Inverse stable ability - one-time
price_149d0f7d08504e,prod_385ca617b49244,2900,usd,,true,Up-sized value-added firmware - one-time
price_c292e486e8cd44,prod_8b7a085427404d,1900,usd,,true,Versatile even-keeled toolset - one-time
price_7ec170f4d9ee4e,prod_c78e9943497b48,1500,usd,,true,Polarized user-facing workforce - one-time
price_838997b9a0cf4a,prod_a0f6387e045142,4900,usd,,true,Right-sized global support - one-time
price_6db2c97dc4b745,prod_2d11e972cdcb4f,4900,usd,,true,Versatile intangible paradigm - one-time
price_bf280800149949,prod_b8d4787bfd524e,420000,usd,,true,Pre-emptive motivating system engine - one-time
price_1366f814832a48,prod_7ecba0723e9645,4900,usd,,true,Expanded 24hour groupware - one-time
price_29ca05d7b2b742,prod_21ca5d2a400349,4900,usd,,true,Streamlined leadingedge matrices - one-time
price_f7faa039232549,prod_94a9fc87a04c48,5000,usd,,true,Synergized zero-defect process improvement - one-time
price_2b2d58c11d3b48,prod_3d1ecb50446143,1500,usd,,false,Operative maximized circuit - one-time
price_ccfbd42605c244,prod_39f3ad8be3f348,5000,usd,,true,Seamless homogeneous knowledgebase - one-time
price_8a780a50e0984e,prod_3a135fe46fc447,5000,usd,,true,Quality-focused reciprocal focus group - one-time
price_7762571462454d,prod_4a31983807fe40,220000,usd,,true,Balanced high-level emulation - one-time
price_bb7443690fd14d,prod_e930f40723d145,1900,usd,,true,Customer-focused directional database - one-time
price_1d54587c83ec45,prod_92aefca490954f,2900,usd,,true,Quality-focused systemic initiative - one-time
price_b903cdde925c49,prod_93bdc5f8b44f40,420000,usd,,false,Ergonomic heuristic website - one-time
price_004a12fb723942,prod_3ffbd627bc784b,1500,usd,,false,Triple-buffered 4thgeneration strategy - one-time
price_295f1572722c4c,prod_581c7987d64e4e,3900,usd,,false,Configurable local productivity - one-time
