Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
OPP001,R21 NIAID Multi-site Grant,001_UCOLORADO_PEDS,Reviewer Response Draft,247500,60,2027-03-01,Grant
OPP002,WHO Q4 2026 Consulting Renewal,001_WHO_GLOBAL,DocuSign Pending,4200,80,2026-12-31,Consulting
OPP003,UNICEF Q4 Dashboard Consult,001_UNICEF_ESA,Proposal Sent,3800,50,2026-11-30,Consulting
OPP004,WHO Q1 2027 Implementation Brief,001_WHO_GLOBAL,Prospective,3200,50,2027-03-31,Consulting
OPP005,UNICEF Q1 2027 Advisory Renewal,001_UNICEF_ESA,Prospective,2500,50,2027-03-31,Consulting
OPP006,WHO Q2 Session Moderation,001_WHO_GLOBAL,Prospective,1145,40,2027-06-30,Consulting
OPP007,PATH Vaccine Access Collaboration,001_PATH,Prospective,0,25,2027-06-30,Collaboration
OPP008,Gavi Alliance Collaboration,001_GAVI,Prospective,0,20,2027-09-30,Collaboration
OPP009,MC Malaria Consortium Nov Webinar,001_MALARIA_CONSORTIUM,Prospective,500,40,2026-11-15,Speaking
OPP010,Baylor Global Peds Junior Faculty Offer,001_BAYLOR_GP,Interviewing,,80,2027-01-15,Employment
OPP011,UNC PID Junior Faculty,001_UNC_PID,Networking,,40,2027-01-15,Employment
OPP012,UW Global Health Junior Faculty,001_UW_GH,Networking,,40,2027-01-15,Employment
OPP013,Vanderbilt Global Health,001_VANDY_GH,Networking,,35,2027-01-15,Employment
OPP014,Boston Children ID Instructor,001_BCH_ID,Networking,,30,2027-01-15,Employment
OPP015,Emory Rollins Global Health,001_EMORY_ROLLINS,Networking,,45,2027-01-15,Employment
OPP016,JHU Bloomberg International Health,001_JHU_BLOOMBERG,Networking,,40,2027-01-15,Employment
OPP004,WHO Q1 2027 Implementation Brief,001_WHO_GLOBAL,Prospective,3200,50,2027-03-31,Consulting
OPP005,UNICEF Q1 2027 Advisory Renewal,001_UNICEF_ESA,Prospective,2500,50,2027-03-31,Consulting
OPP006,WHO Q2 Session Moderation,001_WHO_GLOBAL,Prospective,1145,40,2027-06-30,Consulting
OPP007,PATH Vaccine Access Collaboration,001_PATH,Prospective,0,25,2027-06-30,Collaboration
OPP008,Gavi Alliance Collaboration,001_GAVI,Prospective,0,20,2027-09-30,Collaboration
OPP009,MC Malaria Consortium Nov Webinar,001_MALARIA_CONSORTIUM,Prospective,500,40,2026-11-15,Speaking
OPP010,Baylor Global Peds Junior Faculty Offer,001_BAYLOR_GP,Interviewing,,80,2027-01-15,Employment
OPP011,UNC PID Junior Faculty,001_UNC_PID,Networking,,40,2027-01-15,Employment
OPP012,UW Global Health Junior Faculty,001_UW_GH,Networking,,40,2027-01-15,Employment
OPP013,Vanderbilt Global Health,001_VANDY_GH,Networking,,35,2027-01-15,Employment
OPP014,Boston Children ID Instructor,001_BCH_ID,Networking,,30,2027-01-15,Employment
OPP015,Emory Rollins Global Health,001_EMORY_ROLLINS,Networking,,45,2027-01-15,Employment
OPP016,JHU Bloomberg International Health,001_JHU_BLOOMBERG,Networking,,40,2027-01-15,Employment
OPP004,WHO Q1 2027 Implementation Brief,001_WHO_GLOBAL,Prospective,3200,50,2027-03-31,Consulting
OPP005,UNICEF Q1 2027 Advisory Renewal,001_UNICEF_ESA,Prospective,2500,50,2027-03-31,Consulting
OPP006,WHO Q2 Session Moderation,001_WHO_GLOBAL,Prospective,1145,40,2027-06-30,Consulting
OPP007,PATH Vaccine Access Collaboration,001_PATH,Prospective,0,25,2027-06-30,Collaboration
OPP008,Gavi Alliance Collaboration,001_GAVI,Prospective,0,20,2027-09-30,Collaboration
OPP009,MC Malaria Consortium Nov Webinar,001_MALARIA_CONSORTIUM,Prospective,500,40,2026-11-15,Speaking
OPP010,Baylor Global Peds Junior Faculty Offer,001_BAYLOR_GP,Interviewing,,80,2027-01-15,Employment
OPP011,UNC PID Junior Faculty,001_UNC_PID,Networking,,40,2027-01-15,Employment
OPP012,UW Global Health Junior Faculty,001_UW_GH,Networking,,40,2027-01-15,Employment
OPP013,Vanderbilt Global Health,001_VANDY_GH,Networking,,35,2027-01-15,Employment
OPP014,Boston Children ID Instructor,001_BCH_ID,Networking,,30,2027-01-15,Employment
OPP015,Emory Rollins Global Health,001_EMORY_ROLLINS,Networking,,45,2027-01-15,Employment
OPP016,JHU Bloomberg International Health,001_JHU_BLOOMBERG,Networking,,40,2027-01-15,Employment
