id,name,rating,price,category,category_title,latitude,longitude,city,state,address,phone,review_count,is_closed,image_url
yelp_original,Mykonos Taverna,4.5,$$,greek,Greek,28.1461,-82.7568,Tarpon Springs,FL,721 Dodecanese Blvd,(727)555-0200,847,false,
yelp_alt19,Mykonos Taverna Alt 19,4.3,$$,mediterranean,Mediterranean,28.1522,-82.7634,Tarpon Springs,FL,1850 US-19 Alt,(727)555-0201,423,false,
yb_0000,Restaurant 0,3.5,$,american,Greek,28.0766,-82.7386,Tarpon Springs,FL,383 Main St,(727)555-6706,260,false,
yb_0001,Restaurant 1,3.3,$$,american,Italian,28.0683,-82.6716,Tarpon Springs,FL,428 Main St,(727)555-6318,1876,false,
yb_0002,Restaurant 2,2.6,$$$,italian,American,28.0543,-82.682,Tarpon Springs,FL,185 Main St,(727)555-5834,1048,false,
yb_0003,Restaurant 3,3.2,$$$,italian,Greek,28.2295,-82.795,Tarpon Springs,FL,205 Main St,(727)555-4871,39,false,
yb_0004,Restaurant 4,3.8,$,greek,Italian,28.1879,-82.7067,Tarpon Springs,FL,535 Main St,(727)555-9808,1865,false,
yb_0005,Restaurant 5,3.2,$$,american,Greek,28.0965,-82.7692,Tarpon Springs,FL,700 Main St,(727)555-4711,598,false,
yb_0006,Restaurant 6,2.9,$,italian,Greek,28.0669,-82.7352,Tarpon Springs,FL,217 Main St,(727)555-6740,820,false,
yb_0007,Restaurant 7,5.0,$$,greek,Italian,28.1213,-82.719,Tarpon Springs,FL,648 Main St,(727)555-5849,1242,false,
yb_0008,Restaurant 8,3.3,$$$,american,Italian,28.0458,-82.8,Tarpon Springs,FL,145 Main St,(727)555-4025,1173,false,
yb_0009,Restaurant 9,3.6,$,italian,Greek,28.0551,-82.8277,Tarpon Springs,FL,191 Main St,(727)555-1005,1467,false,
yb_0010,Restaurant 10,4.1,$$,american,American,28.0919,-82.6837,Tarpon Springs,FL,127 Main St,(727)555-4014,510,false,
yb_0011,Restaurant 11,4.6,$$,american,Greek,28.168,-82.6658,Tarpon Springs,FL,273 Main St,(727)555-5084,48,false,
yb_0012,Restaurant 12,4.0,$,greek,Italian,28.0513,-82.8281,Tarpon Springs,FL,506 Main St,(727)555-4159,1139,false,
yb_0013,Restaurant 13,3.1,$$,italian,Italian,28.0627,-82.7265,Tarpon Springs,FL,398 Main St,(727)555-2163,1565,false,
yb_0014,Restaurant 14,4.6,$$,american,Greek,28.092,-82.696,Tarpon Springs,FL,513 Main St,(727)555-5547,885,false,
yb_0015,Restaurant 15,4.1,$$,greek,Italian,28.1417,-82.6703,Tarpon Springs,FL,820 Main St,(727)555-9872,1253,false,
yb_0016,Restaurant 16,2.5,$$,greek,American,28.1904,-82.8537,Tarpon Springs,FL,214 Main St,(727)555-3224,976,false,
yb_0017,Restaurant 17,3.8,$,greek,Greek,28.1357,-82.8262,Tarpon Springs,FL,408 Main St,(727)555-4276,538,false,
yb_0018,Restaurant 18,4.9,$$,american,Italian,28.1795,-82.6957,Tarpon Springs,FL,195 Main St,(727)555-3364,1570,false,
yb_0019,Restaurant 19,2.7,$$$,american,Italian,28.0559,-82.7586,Tarpon Springs,FL,232 Main St,(727)555-1362,189,false,
yb_0020,Restaurant 20,4.9,$$$,greek,Greek,28.1333,-82.6697,Tarpon Springs,FL,379 Main St,(727)555-8251,771,false,
yb_0021,Restaurant 21,4.6,$$$,italian,Italian,28.1566,-82.852,Tarpon Springs,FL,184 Main St,(727)555-3080,146,false,
yb_0022,Restaurant 22,4.4,$$$,italian,Greek,28.1206,-82.7281,Tarpon Springs,FL,820 Main St,(727)555-5432,1875,false,
yb_0023,Restaurant 23,3.2,$$$,american,American,28.1202,-82.745,Tarpon Springs,FL,858 Main St,(727)555-1150,1868,false,
yb_0024,Restaurant 24,5.0,$$,greek,Greek,28.157,-82.7735,Tarpon Springs,FL,472 Main St,(727)555-2428,770,false,
yb_0025,Restaurant 25,4.1,$$,italian,Italian,28.2194,-82.705,Tarpon Springs,FL,532 Main St,(727)555-3730,1696,false,
yb_0026,Restaurant 26,3.6,$,american,Italian,28.068,-82.7409,Tarpon Springs,FL,546 Main St,(727)555-7074,1667,false,
yb_0027,Restaurant 27,4.0,$$,italian,American,28.0464,-82.7585,Tarpon Springs,FL,510 Main St,(727)555-7231,1663,false,
yb_0028,Restaurant 28,2.6,$$,italian,Greek,28.0966,-82.7855,Tarpon Springs,FL,370 Main St,(727)555-5618,775,false,
yb_0029,Restaurant 29,2.9,$,greek,Italian,28.1499,-82.8351,Tarpon Springs,FL,818 Main St,(727)555-6875,345,false,
yb_0030,Restaurant 30,2.6,$$,american,Greek,28.1204,-82.8359,Tarpon Springs,FL,829 Main St,(727)555-9934,635,false,
yb_0031,Restaurant 31,3.4,$$$,italian,Italian,28.1058,-82.6685,Tarpon Springs,FL,844 Main St,(727)555-8840,263,false,
yb_0032,Restaurant 32,4.5,$,italian,Italian,28.0531,-82.7413,Tarpon Springs,FL,375 Main St,(727)555-6899,1808,false,
yb_0033,Restaurant 33,3.2,$$,greek,American,28.2315,-82.7027,Tarpon Springs,FL,272 Main St,(727)555-2614,1286,false,
yb_0034,Restaurant 34,4.0,$$$,greek,Italian,28.1315,-82.7053,Tarpon Springs,FL,189 Main St,(727)555-9495,1143,false,
yb_0035,Restaurant 35,3.3,$$,greek,Italian,28.1858,-82.7428,Tarpon Springs,FL,610 Main St,(727)555-1460,1120,false,
yb_0036,Restaurant 36,4.6,$$$,italian,Greek,28.1618,-82.7562,Tarpon Springs,FL,911 Main St,(727)555-6101,995,false,
yb_0037,Restaurant 37,3.5,$,italian,American,28.0954,-82.6802,Tarpon Springs,FL,522 Main St,(727)555-3797,1937,false,
yb_0038,Restaurant 38,4.3,$,greek,American,28.193,-82.8187,Tarpon Springs,FL,211 Main St,(727)555-6134,793,false,
yb_0039,Restaurant 39,4.2,$$,italian,Italian,28.108,-82.7251,Tarpon Springs,FL,431 Main St,(727)555-5862,1037,false,
yb_0040,Restaurant 40,3.5,$$,american,Italian,28.1272,-82.8196,Tarpon Springs,FL,802 Main St,(727)555-5010,1117,false,
yb_0041,Restaurant 41,3.8,$$,american,American,28.226,-82.7651,Tarpon Springs,FL,114 Main St,(727)555-1102,278,false,
yb_0042,Restaurant 42,4.8,$$,american,American,28.0806,-82.8544,Tarpon Springs,FL,599 Main St,(727)555-3956,823,false,
yb_0043,Restaurant 43,2.7,$$$,american,American,28.1485,-82.6628,Tarpon Springs,FL,101 Main St,(727)555-8173,501,false,
yb_0044,Restaurant 44,4.1,$,greek,Italian,28.0863,-82.6943,Tarpon Springs,FL,790 Main St,(727)555-6341,1888,false,
yb_0045,Restaurant 45,2.7,$$,italian,Greek,28.1414,-82.6938,Tarpon Springs,FL,527 Main St,(727)555-7421,1167,false,
yb_0046,Restaurant 46,2.8,$,italian,Greek,28.1175,-82.7382,Tarpon Springs,FL,850 Main St,(727)555-6877,1344,false,
yb_0047,Restaurant 47,2.7,$$,greek,Italian,28.1563,-82.8383,Tarpon Springs,FL,112 Main St,(727)555-2519,249,false,
yb_0048,Restaurant 48,5.0,$$$,greek,American,28.2143,-82.7931,Tarpon Springs,FL,923 Main St,(727)555-9625,1543,false,
yb_0049,Restaurant 49,3.9,$,greek,Greek,28.058,-82.7885,Tarpon Springs,FL,397 Main St,(727)555-8576,116,false,
yb_0050,Restaurant 50,4.8,$$$,greek,Italian,28.146,-82.7004,Tarpon Springs,FL,535 Main St,(727)555-3576,1487,false,
yb_0051,Restaurant 51,4.5,$$,american,American,28.0893,-82.6647,Tarpon Springs,FL,791 Main St,(727)555-7597,476,false,
yb_0052,Restaurant 52,3.4,$$$,american,Greek,28.1664,-82.6944,Tarpon Springs,FL,198 Main St,(727)555-4268,1761,false,
yb_0053,Restaurant 53,4.9,$,italian,Greek,28.2369,-82.7673,Tarpon Springs,FL,458 Main St,(727)555-6526,1219,false,
yb_0054,Restaurant 54,4.0,$,american,Italian,28.1484,-82.8031,Tarpon Springs,FL,802 Main St,(727)555-4535,136,false,
yb_0055,Restaurant 55,3.5,$$$,american,Greek,28.1443,-82.7331,Tarpon Springs,FL,789 Main St,(727)555-4077,955,false,
yb_0056,Restaurant 56,3.2,$$,greek,Italian,28.1331,-82.7105,Tarpon Springs,FL,636 Main St,(727)555-3810,1419,false,
yb_0057,Restaurant 57,4.6,$,american,Greek,28.1367,-82.8011,Tarpon Springs,FL,851 Main St,(727)555-6463,616,false,
yb_0058,Restaurant 58,3.8,$$$,american,Greek,28.1143,-82.8282,Tarpon Springs,FL,436 Main St,(727)555-6199,1687,false,
yb_0059,Restaurant 59,3.1,$$,greek,Italian,28.231,-82.8408,Tarpon Springs,FL,433 Main St,(727)555-1929,1850,false,
yb_0060,Restaurant 60,2.8,$$$,american,American,28.184,-82.6676,Tarpon Springs,FL,401 Main St,(727)555-2682,966,false,
yb_0061,Restaurant 61,4.7,$$$,american,Italian,28.0607,-82.7619,Tarpon Springs,FL,918 Main St,(727)555-1569,210,false,
yb_0062,Restaurant 62,4.9,$$$,american,Greek,28.1558,-82.6893,Tarpon Springs,FL,743 Main St,(727)555-3663,367,false,
yb_0063,Restaurant 63,4.2,$$$,greek,American,28.1564,-82.7742,Tarpon Springs,FL,307 Main St,(727)555-5464,859,false,
yb_0064,Restaurant 64,2.9,$$$,italian,Italian,28.2369,-82.6709,Tarpon Springs,FL,439 Main St,(727)555-1465,1757,false,
yb_0065,Restaurant 65,2.8,$,italian,Italian,28.2168,-82.6676,Tarpon Springs,FL,451 Main St,(727)555-6769,309,false,
yb_0066,Restaurant 66,3.6,$$,american,Italian,28.0519,-82.8223,Tarpon Springs,FL,621 Main St,(727)555-4094,1352,false,
yb_0067,Restaurant 67,2.9,$,american,American,28.2277,-82.8378,Tarpon Springs,FL,410 Main St,(727)555-1860,1100,false,
yb_0068,Restaurant 68,2.6,$$$,italian,Italian,28.2012,-82.6808,Tarpon Springs,FL,105 Main St,(727)555-5256,978,false,
yb_0069,Restaurant 69,4.7,$$,italian,American,28.1207,-82.8426,Tarpon Springs,FL,246 Main St,(727)555-3312,1161,false,
yb_0070,Restaurant 70,2.7,$$$,italian,Italian,28.0925,-82.7899,Tarpon Springs,FL,501 Main St,(727)555-9936,1494,false,
yb_0071,Restaurant 71,3.8,$,american,American,28.0779,-82.8496,Tarpon Springs,FL,708 Main St,(727)555-4851,860,false,
yb_0072,Restaurant 72,2.7,$$$,italian,American,28.2239,-82.7442,Tarpon Springs,FL,582 Main St,(727)555-1353,400,false,
yb_0073,Restaurant 73,2.6,$,italian,Italian,28.0481,-82.7796,Tarpon Springs,FL,430 Main St,(727)555-8189,1717,false,
yb_0074,Restaurant 74,4.6,$$$,greek,Greek,28.1856,-82.7752,Tarpon Springs,FL,349 Main St,(727)555-1780,333,false,
yb_0075,Restaurant 75,3.3,$$$,italian,Greek,28.0916,-82.8202,Tarpon Springs,FL,972 Main St,(727)555-6970,505,false,
yb_0076,Restaurant 76,2.5,$$,italian,Greek,28.1811,-82.7205,Tarpon Springs,FL,147 Main St,(727)555-9268,1449,false,
yb_0077,Restaurant 77,4.5,$$$,american,Greek,28.2266,-82.835,Tarpon Springs,FL,343 Main St,(727)555-9652,1522,false,
yb_0078,Restaurant 78,3.7,$$$,greek,Greek,28.1296,-82.8307,Tarpon Springs,FL,711 Main St,(727)555-5661,1151,false,
yb_0079,Restaurant 79,4.8,$$,greek,American,28.0985,-82.7064,Tarpon Springs,FL,891 Main St,(727)555-7482,1295,false,
yb_0080,Restaurant 80,4.3,$,american,Greek,28.2091,-82.8271,Tarpon Springs,FL,655 Main St,(727)555-1620,1509,false,
yb_0081,Restaurant 81,2.5,$$,italian,American,28.1892,-82.8271,Tarpon Springs,FL,552 Main St,(727)555-9401,1402,false,
yb_0082,Restaurant 82,4.4,$$,american,Italian,28.0488,-82.844,Tarpon Springs,FL,232 Main St,(727)555-3956,1889,false,
yb_0083,Restaurant 83,2.8,$,american,Italian,28.1296,-82.7585,Tarpon Springs,FL,870 Main St,(727)555-9784,1400,false,
yb_0084,Restaurant 84,3.7,$$,american,Italian,28.1272,-82.7516,Tarpon Springs,FL,574 Main St,(727)555-8882,1558,false,
yb_0085,Restaurant 85,3.3,$,greek,Greek,28.2305,-82.7789,Tarpon Springs,FL,691 Main St,(727)555-9614,1329,false,
yb_0086,Restaurant 86,3.7,$$,american,Italian,28.2274,-82.6767,Tarpon Springs,FL,579 Main St,(727)555-4940,615,false,
yb_0087,Restaurant 87,3.2,$$,italian,American,28.1391,-82.7655,Tarpon Springs,FL,252 Main St,(727)555-4433,1662,false,
yb_0088,Restaurant 88,3.4,$$$,american,Greek,28.2074,-82.6713,Tarpon Springs,FL,887 Main St,(727)555-1601,1861,false,
yb_0089,Restaurant 89,3.3,$$$,greek,American,28.1458,-82.8586,Tarpon Springs,FL,379 Main St,(727)555-6724,1223,false,
yb_0090,Restaurant 90,4.0,$$,greek,Italian,28.0828,-82.7143,Tarpon Springs,FL,396 Main St,(727)555-2507,948,false,
yb_0091,Restaurant 91,3.4,$,american,Italian,28.1353,-82.7719,Tarpon Springs,FL,135 Main St,(727)555-8628,1175,false,
yb_0092,Restaurant 92,4.9,$$,greek,Greek,28.1488,-82.6777,Tarpon Springs,FL,210 Main St,(727)555-1375,1066,false,
yb_0093,Restaurant 93,4.3,$$,italian,American,28.223,-82.8078,Tarpon Springs,FL,345 Main St,(727)555-5859,1260,false,
yb_0094,Restaurant 94,2.5,$$,american,American,28.0891,-82.7733,Tarpon Springs,FL,784 Main St,(727)555-4340,1518,false,
yb_0095,Restaurant 95,4.9,$$,italian,American,28.164,-82.7937,Tarpon Springs,FL,363 Main St,(727)555-5692,1150,false,
yb_0096,Restaurant 96,2.8,$,italian,Greek,28.205,-82.7939,Tarpon Springs,FL,859 Main St,(727)555-5163,1048,false,
yb_0097,Restaurant 97,2.6,$$$,italian,American,28.0814,-82.7066,Tarpon Springs,FL,928 Main St,(727)555-3683,1983,false,
yb_0098,Restaurant 98,3.9,$$$,american,Italian,28.1502,-82.6746,Tarpon Springs,FL,875 Main St,(727)555-5688,1797,false,
yb_0099,Restaurant 99,4.5,$$$,greek,Greek,28.2261,-82.8336,Tarpon Springs,FL,695 Main St,(727)555-3268,1527,false,
yb_0100,Restaurant 100,3.6,$$,american,Greek,28.1902,-82.7232,Tarpon Springs,FL,972 Main St,(727)555-2427,936,false,
yb_0101,Restaurant 101,4.4,$$,greek,American,28.1539,-82.7729,Tarpon Springs,FL,744 Main St,(727)555-7851,64,false,
yb_0102,Restaurant 102,2.5,$$,american,Italian,28.1255,-82.7768,Tarpon Springs,FL,985 Main St,(727)555-3188,843,false,
yb_0103,Restaurant 103,3.3,$$,american,American,28.1686,-82.6907,Tarpon Springs,FL,796 Main St,(727)555-1369,1015,false,
yb_0104,Restaurant 104,3.5,$,italian,American,28.2337,-82.8008,Tarpon Springs,FL,299 Main St,(727)555-3085,1684,false,
yb_0105,Restaurant 105,4.1,$$$,greek,American,28.0935,-82.7621,Tarpon Springs,FL,242 Main St,(727)555-6209,1160,false,
yb_0106,Restaurant 106,4.6,$$$,greek,American,28.119,-82.6716,Tarpon Springs,FL,245 Main St,(727)555-6326,244,false,
yb_0107,Restaurant 107,4.9,$$$,greek,American,28.2206,-82.837,Tarpon Springs,FL,862 Main St,(727)555-5133,1909,false,
yb_0108,Restaurant 108,3.5,$$,greek,American,28.1574,-82.8074,Tarpon Springs,FL,613 Main St,(727)555-4980,1648,false,
yb_0109,Restaurant 109,4.9,$$,american,American,28.1976,-82.8169,Tarpon Springs,FL,486 Main St,(727)555-8104,1588,false,
yb_0110,Restaurant 110,3.2,$,italian,American,28.0463,-82.7327,Tarpon Springs,FL,405 Main St,(727)555-6594,1564,false,
yb_0111,Restaurant 111,2.8,$$,italian,Greek,28.152,-82.6916,Tarpon Springs,FL,533 Main St,(727)555-5896,62,false,
yb_0112,Restaurant 112,3.0,$$,american,Greek,28.2179,-82.6777,Tarpon Springs,FL,512 Main St,(727)555-1732,233,false,
yb_0113,Restaurant 113,3.6,$$,italian,Italian,28.1639,-82.8064,Tarpon Springs,FL,973 Main St,(727)555-2951,1886,false,
yb_0114,Restaurant 114,3.0,$$,italian,Greek,28.0718,-82.7179,Tarpon Springs,FL,282 Main St,(727)555-3004,1956,false,
