id,business_id,rating,text,user_name,time_created
yr_0000,yelp_alt19,2,Review text 0,User59,2026-04-25T09:19:16Z
yr_0001,yelp_original,2,Review text 1,User54,2026-04-24T06:17:40Z
yr_0002,yelp_original,4,Review text 2,User108,2026-06-25T04:02:58Z
yr_0003,yelp_original,4,Review text 3,User88,2026-06-01T17:40:29Z
yr_0004,yelp_original,5,Review text 4,User43,2026-03-18T10:20:08Z
yr_0005,yelp_original,1,Review text 5,User152,2026-07-03T02:04:14Z
yr_0006,yelp_alt19,4,Review text 6,User141,2026-05-14T06:35:58Z
yr_0007,yelp_alt19,1,Review text 7,User53,2026-03-11T03:11:27Z
yr_0008,yelp_alt19,5,Review text 8,User119,2026-03-04T19:33:16Z
yr_0009,yelp_original,3,Review text 9,User79,2026-08-01T12:26:05Z
yr_0010,yelp_alt19,1,Review text 10,User105,2026-01-12T23:16:48Z
yr_0011,yelp_alt19,4,Review text 11,User66,2026-06-15T22:15:46Z
yr_0012,yelp_original,2,Review text 12,User169,2026-09-26T18:49:24Z
yr_0013,yelp_original,2,Review text 13,User37,2026-04-09T06:23:31Z
yr_0014,yelp_alt19,2,Review text 14,User100,2026-09-21T12:32:14Z
yr_0015,yelp_alt19,5,Review text 15,User154,2026-08-26T09:58:03Z
yr_0016,yelp_original,3,Review text 16,User57,2026-01-04T14:49:07Z
yr_0017,yelp_original,2,Review text 17,User143,2026-01-21T18:53:55Z
yr_0018,yelp_alt19,5,Review text 18,User135,2026-08-22T08:32:01Z
yr_0019,yelp_original,2,Review text 19,User4,2026-03-27T04:41:12Z
yr_0020,yelp_alt19,3,Review text 20,User149,2026-06-23T16:27:05Z
yr_0021,yelp_original,1,Review text 21,User12,2026-07-14T14:28:19Z
yr_0022,yelp_alt19,4,Review text 22,User66,2026-09-06T09:21:38Z
yr_0023,yelp_alt19,3,Review text 23,User99,2026-03-13T00:15:39Z
yr_0024,yelp_alt19,1,Review text 24,User60,2026-09-22T20:13:05Z
yr_0025,yelp_alt19,5,Review text 25,User95,2026-02-04T13:27:11Z
yr_0026,yelp_original,1,Review text 26,User107,2026-10-08T08:59:19Z
yr_0027,yelp_original,4,Review text 27,User142,2026-09-27T22:08:46Z
yr_0028,yelp_original,2,Review text 28,User54,2026-09-10T23:13:37Z
yr_0029,yelp_alt19,2,Review text 29,User51,2026-06-06T17:06:07Z
yr_0030,yelp_alt19,4,Review text 30,User62,2026-09-26T20:02:14Z
yr_0031,yelp_alt19,2,Review text 31,User107,2026-06-14T06:10:13Z
yr_0032,yelp_original,4,Review text 32,User22,2026-03-21T22:22:06Z
yr_0033,yelp_alt19,5,Review text 33,User60,2026-04-03T11:15:01Z
yr_0034,yelp_original,2,Review text 34,User178,2026-01-29T20:43:49Z
yr_0035,yelp_alt19,4,Review text 35,User113,2026-05-21T05:00:04Z
yr_0036,yelp_original,3,Review text 36,User52,2026-07-25T18:48:34Z
yr_0037,yelp_alt19,3,Review text 37,User145,2026-02-05T00:15:30Z
yr_0038,yelp_original,3,Review text 38,User2,2026-04-13T01:36:06Z
yr_0039,yelp_original,5,Review text 39,User109,2026-05-11T10:12:47Z
yr_0040,yelp_original,4,Review text 40,User143,2026-02-22T11:29:37Z
yr_0041,yelp_alt19,3,Review text 41,User58,2026-02-03T15:40:58Z
yr_0042,yelp_original,4,Review text 42,User183,2026-04-27T10:37:20Z
yr_0043,yelp_original,2,Review text 43,User193,2026-02-03T10:21:37Z
yr_0044,yelp_original,5,Review text 44,User181,2026-02-03T02:51:18Z
yr_0045,yelp_alt19,3,Review text 45,User167,2026-03-30T18:44:23Z
yr_0046,yelp_alt19,4,Review text 46,User113,2026-04-07T06:00:03Z
yr_0047,yelp_original,4,Review text 47,User141,2026-03-22T07:44:17Z
yr_0048,yelp_original,3,Review text 48,User69,2026-04-28T02:09:37Z
yr_0049,yelp_alt19,5,Review text 49,User13,2026-02-14T07:20:36Z
yr_0050,yelp_alt19,2,Review text 50,User107,2026-10-03T15:58:29Z
yr_0051,yelp_original,2,Review text 51,User57,2026-03-20T18:42:46Z
yr_0052,yelp_alt19,4,Review text 52,User168,2026-02-09T01:25:13Z
yr_0053,yelp_original,3,Review text 53,User108,2026-09-11T12:08:43Z
yr_0054,yelp_alt19,5,Review text 54,User180,2026-01-27T16:40:31Z
yr_0055,yelp_original,3,Review text 55,User130,2026-06-07T01:59:37Z
yr_0056,yelp_original,2,Review text 56,User159,2026-02-10T13:30:52Z
yr_0057,yelp_alt19,4,Review text 57,User6,2026-05-10T19:40:28Z
yr_0058,yelp_alt19,4,Review text 58,User103,2026-08-13T18:31:23Z
yr_0059,yelp_alt19,3,Review text 59,User88,2026-03-30T14:01:17Z
yr_0060,yelp_alt19,2,Review text 60,User94,2026-06-06T18:30:15Z
yr_0061,yelp_alt19,4,Review text 61,User102,2026-02-12T04:25:15Z
yr_0062,yelp_alt19,4,Review text 62,User163,2026-04-12T13:02:41Z
yr_0063,yelp_original,1,Review text 63,User200,2026-06-12T14:42:47Z
yr_0064,yelp_original,2,Review text 64,User157,2026-02-23T04:19:29Z
yr_0065,yelp_original,1,Review text 65,User38,2026-07-22T11:33:50Z
yr_0066,yelp_alt19,1,Review text 66,User80,2026-05-28T14:40:31Z
yr_0067,yelp_alt19,1,Review text 67,User55,2026-08-08T12:12:42Z
yr_0068,yelp_original,3,Review text 68,User91,2026-01-17T11:13:07Z
yr_0069,yelp_original,1,Review text 69,User165,2026-09-16T03:20:57Z
yr_0070,yelp_alt19,4,Review text 70,User174,2026-04-26T00:40:28Z
yr_0071,yelp_alt19,5,Review text 71,User147,2026-05-10T22:58:26Z
yr_0072,yelp_original,2,Review text 72,User127,2026-05-18T11:04:48Z
yr_0073,yelp_original,5,Review text 73,User171,2026-04-18T03:48:38Z
yr_0074,yelp_original,4,Review text 74,User36,2026-01-28T17:03:24Z
yr_0075,yelp_alt19,4,Review text 75,User46,2026-03-25T22:17:19Z
yr_0076,yelp_alt19,4,Review text 76,User75,2026-01-10T22:51:16Z
yr_0077,yelp_alt19,2,Review text 77,User191,2026-03-10T00:30:47Z
yr_0078,yelp_alt19,3,Review text 78,User22,2026-01-09T03:12:32Z
yr_0079,yelp_alt19,1,Review text 79,User108,2026-03-20T14:29:17Z
yr_0080,yelp_alt19,2,Review text 80,User59,2026-07-31T00:50:00Z
yr_0081,yelp_original,4,Review text 81,User105,2026-06-25T08:09:52Z
yr_0082,yelp_alt19,1,Review text 82,User194,2026-03-23T14:29:48Z
yr_0083,yelp_alt19,1,Review text 83,User22,2026-07-12T20:46:34Z
yr_0084,yelp_original,5,Review text 84,User27,2026-07-07T23:55:24Z
yr_0085,yelp_alt19,4,Review text 85,User96,2026-03-08T18:09:05Z
yr_0086,yelp_original,5,Review text 86,User183,2026-09-02T12:35:36Z
yr_0087,yelp_original,5,Review text 87,User129,2026-01-29T06:03:11Z
yr_0088,yelp_alt19,2,Review text 88,User145,2026-08-24T07:10:58Z
yr_0089,yelp_original,4,Review text 89,User134,2026-08-13T09:27:07Z
yr_0090,yelp_original,2,Review text 90,User150,2026-04-03T03:19:53Z
yr_0091,yelp_alt19,3,Review text 91,User122,2026-02-07T18:40:17Z
yr_0092,yelp_original,5,Review text 92,User58,2026-03-16T19:54:51Z
yr_0093,yelp_original,2,Review text 93,User81,2026-04-28T04:24:32Z
yr_0094,yelp_original,3,Review text 94,User20,2026-05-09T17:18:21Z
yr_0095,yelp_original,4,Review text 95,User132,2026-06-28T05:37:46Z
yr_0096,yelp_original,4,Review text 96,User132,2026-06-04T11:53:51Z
yr_0097,yelp_original,4,Review text 97,User158,2026-03-07T20:10:56Z
yr_0098,yelp_original,4,Review text 98,User198,2026-01-18T18:08:16Z
yr_0099,yelp_alt19,5,Review text 99,User110,2026-02-08T03:47:00Z
yr_0100,yelp_alt19,3,Review text 100,User162,2026-06-16T06:33:05Z
yr_0101,yelp_alt19,4,Review text 101,User9,2026-06-25T12:25:53Z
yr_0102,yelp_original,3,Review text 102,User90,2026-08-13T18:05:57Z
yr_0103,yelp_original,1,Review text 103,User60,2026-06-18T15:14:01Z
yr_0104,yelp_original,5,Review text 104,User26,2026-10-01T15:02:26Z
yr_0105,yelp_alt19,3,Review text 105,User65,2026-07-06T03:50:17Z
yr_0106,yelp_alt19,3,Review text 106,User49,2026-09-27T13:47:50Z
yr_0107,yelp_alt19,3,Review text 107,User94,2026-06-01T18:29:34Z
yr_0108,yelp_original,1,Review text 108,User115,2026-08-18T02:54:11Z
yr_0109,yelp_original,1,Review text 109,User17,2026-05-11T13:47:59Z
yr_0110,yelp_original,3,Review text 110,User91,2026-02-06T02:10:41Z
yr_0111,yelp_alt19,1,Review text 111,User67,2026-01-31T23:33:16Z
yr_0112,yelp_alt19,5,Review text 112,User86,2026-01-27T11:26:33Z
yr_0113,yelp_alt19,4,Review text 113,User124,2026-08-25T23:24:37Z
yr_0114,yelp_alt19,1,Review text 114,User67,2026-09-21T11:33:39Z
yr_0115,yelp_alt19,2,Review text 115,User160,2026-02-10T08:02:04Z
yr_0116,yelp_original,3,Review text 116,User20,2026-05-03T02:41:33Z
yr_0117,yelp_alt19,1,Review text 117,User55,2026-08-13T07:36:30Z
yr_0118,yelp_alt19,3,Review text 118,User106,2026-06-10T05:32:32Z
yr_0119,yelp_alt19,5,Review text 119,User52,2026-06-01T08:29:21Z
yr_0120,yelp_alt19,3,Review text 120,User108,2026-05-15T22:02:13Z
yr_0121,yelp_alt19,2,Review text 121,User141,2026-04-10T10:45:06Z
yr_0122,yelp_alt19,4,Review text 122,User30,2026-07-21T19:42:17Z
yr_0123,yelp_alt19,5,Review text 123,User2,2026-02-22T02:32:44Z
yr_0124,yelp_alt19,5,Review text 124,User33,2026-05-14T04:45:12Z
yr_0125,yelp_original,2,Review text 125,User129,2026-09-20T08:00:43Z
yr_0126,yelp_alt19,1,Review text 126,User120,2026-02-28T14:52:08Z
yr_0127,yelp_alt19,1,Review text 127,User116,2026-07-23T17:40:19Z
yr_0128,yelp_alt19,5,Review text 128,User115,2026-07-29T23:28:03Z
yr_0129,yelp_alt19,1,Review text 129,User39,2026-02-03T00:48:57Z
yr_0130,yelp_original,1,Review text 130,User129,2026-09-30T00:34:02Z
yr_0131,yelp_original,3,Review text 131,User116,2026-03-20T20:36:49Z
yr_0132,yelp_original,1,Review text 132,User115,2026-10-02T08:41:27Z
yr_0133,yelp_alt19,4,Review text 133,User142,2026-08-17T21:16:05Z
yr_0134,yelp_original,2,Review text 134,User1,2026-07-03T12:47:21Z
yr_0135,yelp_original,1,Review text 135,User30,2026-01-31T16:45:43Z
yr_0136,yelp_original,4,Review text 136,User164,2026-05-01T11:54:55Z
yr_0137,yelp_original,1,Review text 137,User123,2026-06-24T12:11:44Z
yr_0138,yelp_original,1,Review text 138,User199,2026-07-30T15:22:16Z
yr_0139,yelp_alt19,1,Review text 139,User53,2026-02-14T00:11:01Z
yr_0140,yelp_original,1,Review text 140,User53,2026-04-14T20:19:54Z
yr_0141,yelp_original,1,Review text 141,User168,2026-01-30T00:34:42Z
yr_0142,yelp_original,2,Review text 142,User161,2026-01-15T06:41:39Z
yr_0143,yelp_alt19,1,Review text 143,User60,2026-08-14T19:34:19Z
yr_0144,yelp_alt19,5,Review text 144,User18,2026-09-12T17:58:04Z
yr_0145,yelp_alt19,4,Review text 145,User187,2026-04-10T11:28:13Z
yr_0146,yelp_alt19,4,Review text 146,User179,2026-08-04T03:01:45Z
yr_0147,yelp_original,2,Review text 147,User75,2026-06-22T19:29:49Z
yr_0148,yelp_original,4,Review text 148,User123,2026-05-03T03:15:47Z
yr_0149,yelp_original,2,Review text 149,User30,2026-02-20T13:53:50Z
yr_0150,yelp_alt19,2,Review text 150,User34,2026-03-02T22:57:03Z
yr_0151,yelp_alt19,5,Review text 151,User100,2026-06-14T11:08:09Z
yr_0152,yelp_original,2,Review text 152,User192,2026-09-11T20:07:50Z
yr_0153,yelp_alt19,4,Review text 153,User50,2026-08-22T13:56:59Z
yr_0154,yelp_original,4,Review text 154,User133,2026-07-18T09:42:36Z
yr_0155,yelp_alt19,4,Review text 155,User129,2026-01-28T01:33:30Z
yr_0156,yelp_alt19,1,Review text 156,User170,2026-09-21T14:51:49Z
yr_0157,yelp_alt19,4,Review text 157,User181,2026-09-18T18:32:41Z
yr_0158,yelp_original,5,Review text 158,User27,2026-02-26T16:49:49Z
yr_0159,yelp_alt19,2,Review text 159,User113,2026-01-07T10:36:24Z
yr_0160,yelp_alt19,2,Review text 160,User159,2026-03-12T06:28:39Z
yr_0161,yelp_original,3,Review text 161,User113,2026-06-07T13:55:56Z
yr_0162,yelp_alt19,1,Review text 162,User39,2026-09-21T10:02:45Z
yr_0163,yelp_alt19,3,Review text 163,User87,2026-08-14T14:28:26Z
yr_0164,yelp_alt19,5,Review text 164,User176,2026-03-20T18:37:00Z
yr_0165,yelp_alt19,4,Review text 165,User27,2026-07-25T23:01:02Z
yr_0166,yelp_original,3,Review text 166,User153,2026-07-11T08:17:12Z
yr_0167,yelp_alt19,1,Review text 167,User6,2026-04-16T06:03:02Z
yr_0168,yelp_original,3,Review text 168,User75,2026-06-19T20:27:26Z
yr_0169,yelp_alt19,2,Review text 169,User133,2026-03-11T07:20:46Z
yr_0170,yelp_alt19,4,Review text 170,User82,2026-06-06T09:24:32Z
yr_0171,yelp_original,4,Review text 171,User137,2026-04-13T17:28:05Z
yr_0172,yelp_original,5,Review text 172,User104,2026-09-10T01:45:26Z
yr_0173,yelp_original,4,Review text 173,User196,2026-07-04T22:35:27Z
yr_0174,yelp_original,4,Review text 174,User181,2026-04-23T07:36:51Z
yr_0175,yelp_original,1,Review text 175,User172,2026-07-02T13:23:30Z
yr_0176,yelp_original,2,Review text 176,User97,2026-08-18T21:09:33Z
yr_0177,yelp_original,2,Review text 177,User19,2026-04-27T12:06:32Z
yr_0178,yelp_original,3,Review text 178,User155,2026-04-28T01:44:57Z
yr_0179,yelp_alt19,5,Review text 179,User9,2026-07-26T03:38:57Z
yr_0180,yelp_alt19,5,Review text 180,User105,2026-07-25T00:41:09Z
yr_0181,yelp_original,4,Review text 181,User147,2026-02-21T22:16:43Z
yr_0182,yelp_original,4,Review text 182,User132,2026-02-18T11:10:20Z
yr_0183,yelp_original,5,Review text 183,User91,2026-10-05T21:18:08Z
yr_0184,yelp_original,2,Review text 184,User101,2026-08-11T13:55:20Z
yr_0185,yelp_alt19,5,Review text 185,User5,2026-01-04T07:34:46Z
yr_0186,yelp_original,2,Review text 186,User183,2026-09-08T17:21:21Z
yr_0187,yelp_alt19,1,Review text 187,User123,2026-04-05T16:23:57Z
