track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
TRK-001,Sweet Home Alabama,ART-001,ALB-001,284000,82,false,1
TRK-002,Free Bird,ART-001,ALB-002,564000,80,false,1
TRK-003,Simple Man,ART-001,ALB-001,356000,78,false,4
TRK-004,Tuesday's Gone,ART-001,ALB-002,452000,68,false,3
TRK-005,Ramblin Man,ART-002,ALB-003,288000,72,false,1
TRK-006,Midnight Rider,ART-002,ALB-004,180000,74,false,2
TRK-007,Jessica,ART-002,ALB-003,448000,70,false,7
TRK-008,Whipping Post,ART-002,ALB-005,315000,65,false,6
TRK-009,Can't You See,ART-003,ALB-006,302000,66,false,1
TRK-010,Heard It in a Love Song,ART-003,ALB-007,245000,62,false,3
TRK-011,The Thrill Is Gone,ART-004,ALB-008,316000,76,false,1
TRK-012,Every Day I Have the Blues,ART-004,ALB-009,245000,64,false,3
TRK-013,Paying the Cost to Be the Boss,ART-004,ALB-010,180000,58,false,5
TRK-014,Born Under a Bad Sign,ART-005,ALB-011,153000,62,false,1
TRK-015,Blues Power,ART-005,ALB-011,270000,55,false,4
TRK-016,Respect,ART-006,ALB-012,147000,80,false,1
TRK-017,Amazing Grace,ART-006,ALB-013,265000,72,false,1
TRK-018,Move On Up a Little Higher,ART-007,ALB-014,312000,48,false,1
TRK-019,How I Got Over,ART-007,ALB-015,195000,42,false,3
TRK-020,Ring of Fire,ART-008,ALB-016,157000,78,false,1
TRK-021,Man in Black,ART-008,ALB-017,171000,65,false,2
TRK-022,Check Yes or No,ART-009,ALB-018,212000,72,false,1
TRK-023,Carrying Your Love with Me,ART-009,ALB-019,230000,68,false,2
TRK-024,Chattahoochee,ART-010,ALB-020,250000,75,false,1
TRK-025,Drive,ART-010,ALB-020,268000,70,false,4
TRK-026,Friends in Low Places,ART-011,ALB-021,254000,80,false,1
TRK-027,The Dance,ART-011,ALB-022,220000,76,false,3
TRK-028,Espresso,ART-012,ALB-023,175000,92,false,1
TRK-029,Nonsense,ART-012,ALB-023,184000,85,false,3
TRK-030,Anti-Hero,ART-013,ALB-024,200000,90,false,4
TRK-031,Cruel Summer,ART-013,ALB-025,178000,88,false,2
TRK-032,Runnin Down a Dream,ART-014,ALB-026,258000,78,false,1
TRK-033,Free Fallin,ART-014,ALB-026,254000,82,false,2
TRK-034,Take It Easy,ART-015,ALB-027,212000,76,false,1
TRK-035,Peaceful Easy Feeling,ART-015,ALB-027,243000,72,false,4
TRK-036,Born to Run,ART-016,ALB-028,270000,80,false,1
TRK-037,Dancing in the Dark,ART-016,ALB-029,240000,78,false,2
TRK-038,On the Road Again,ART-017,ALB-030,152000,76,false,1
TRK-039,Blue Eyes Crying in the Rain,ART-017,ALB-031,135000,70,false,3
TRK-040,Pancho and Lefty,ART-017,ALB-032,268000,66,false,1
