id,type,name,description,category,variation_id,variation_name,price_amount,currency
itm-1,type 0,Oil Change Service,description 0,Service,variation_id_1000,variation_name 0,0,USD
itm-2,type 1,Tyre Rotation,description 1,Service,variation_id_1001,variation_name 1,0,USD
itm-3,type 2,Brake Inspection,description 2,Service,variation_id_1002,variation_name 2,0,USD
itm-4,type 3,Wiper Blades,description 3,Parts,variation_id_1003,variation_name 3,0,USD
id_noise_500,type 500,name 500,description 500,category 500,variation_id_1500,variation_name 500,0,USD
id_noise_501,type 501,name 501,description 501,category 501,variation_id_1501,variation_name 501,0,USD
id_noise_502,type 502,name 502,description 502,category 502,variation_id_1502,variation_name 502,0,USD
id_noise_503,type 503,name 503,description 503,category 503,variation_id_1503,variation_name 503,0,USD
id_noise_504,type 504,name 504,description 504,category 504,variation_id_1504,variation_name 504,0,USD
id_noise_505,type 505,name 505,description 505,category 505,variation_id_1505,variation_name 505,0,USD
id_noise_506,type 506,name 506,description 506,category 506,variation_id_1506,variation_name 506,0,USD
id_noise_507,type 507,name 507,description 507,category 507,variation_id_1507,variation_name 507,0,USD
id_noise_508,type 508,name 508,description 508,category 508,variation_id_1508,variation_name 508,0,USD
id_noise_509,type 509,name 509,description 509,category 509,variation_id_1509,variation_name 509,0,USD
id_noise_510,type 510,name 510,description 510,category 510,variation_id_1510,variation_name 510,0,USD
id_noise_511,type 511,name 511,description 511,category 511,variation_id_1511,variation_name 511,0,USD
id_noise_512,type 512,name 512,description 512,category 512,variation_id_1512,variation_name 512,0,USD
id_noise_513,type 513,name 513,description 513,category 513,variation_id_1513,variation_name 513,0,USD
id_noise_514,type 514,name 514,description 514,category 514,variation_id_1514,variation_name 514,0,USD
id_noise_515,type 515,name 515,description 515,category 515,variation_id_1515,variation_name 515,0,USD
id_noise_516,type 516,name 516,description 516,category 516,variation_id_1516,variation_name 516,0,USD
id_noise_517,type 517,name 517,description 517,category 517,variation_id_1517,variation_name 517,0,USD
id_noise_518,type 518,name 518,description 518,category 518,variation_id_1518,variation_name 518,0,USD
id_noise_519,type 519,name 519,description 519,category 519,variation_id_1519,variation_name 519,0,USD
id_noise_520,type 520,name 520,description 520,category 520,variation_id_1520,variation_name 520,0,USD
