id,name,media_count
17840017000001,tidepools,1840000
17840017000002,intertidal,412000
17840017000003,marinebio,2670000
17840017000004,marinebiology,3120000
17840017000005,pnw,8940000
17840017000006,pnwlife,5210000
17840017000007,pugetsound,678000
17840017000008,salishsea,289000
17840017000009,tacoma,1430000
17840017000010,pointdefiance,156000
17840017000011,fieldwork,934000
17840017000012,gradschool,4560000
17840017000013,gradschoollife,1120000
17840017000014,seastars,521000
17840017000015,oceanconservation,3340000
17840017000016,scicomm,1980000
17840017000017,tacotuesday,9870000
17840017000018,homecooking,12400000
17840017000019,stirfry,2210000
17840017000020,succulents,15600000
17840017000021,portland,11200000
17840017000022,pnwonderland,6780000
17840017000023,lowtide,344000
17840017000024,owenbeach,28400
