id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
17451064121120925,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17451064121120925.jpg,2026-02-06T19:30:00,2026-02-07T19:30:00,last survey of the season 🦀 site 8 done. bittersweet but my data is COMPLETE,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17670331420293236,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17670331420293236.jpg,2026-03-12T08:10:00,2026-03-13T08:10:00,cold brew in the good mason jar. thesis fuel ☕,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17572588837600515,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17572588837600515.jpg,2026-03-14T17:45:00,2026-03-15T17:45:00,ochre star appreciation post 🧡 titlow never disappoints,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17641856974120586,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17641856974120586.jpg,2026-03-19T19:00:00,2026-03-20T19:00:00,"taco night, overcomplicated as usual 🌮 worth it",https://brewedawakening.co/shop,rate the taco,10/10|chef's kiss|would marry
17861228886794909,17841400770001,VIDEO,https://scontent.cdninstagram.com/stories/17861228886794909.mp4,2026-03-21T07:20:00,2026-03-22T07:20:00,campus loop before class. the fog this morning 🌫️,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17926016443642052,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17926016443642052.jpg,2026-03-23T20:00:00,2026-03-24T20:00:00,happy birthday to my favorite brewpub kitchen manager 🥹 miss you @kai,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17849090489739292,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17849090489739292.jpg,2026-03-26T15:30:00,2026-03-27T15:30:00,portland weekend (belated bday edition) 💚,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17652829110775410,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17652829110775410.jpg,2026-03-28T21:00:00,2026-03-29T21:00:00,the succulent lives. against all odds 🌵,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17722720566822564,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17722720566822564.jpg,2026-03-30T12:15:00,2026-10-01T12:15:00,lab freezer day 🧊 moving racks like it's moving day,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17907154025167863,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17907154025167863.jpg,2025-10-01T18:40:00,2026-10-02T18:40:00,stir fry that saved a 10-hour lab day 🍜,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
