id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
17800017000001,17900017000005,17841400771001,marisol_vega,6am for INVERTEBRATES. you are unwell and i adore you 😭,2025-10-16T09:10:00,14,false,17800001001
17800017000002,17900017000005,17841400770001,alex.tidepools,@marisol_vega the data does not collect itself!! also you drove me there so 🚙,2025-10-16T09:25:00,9,false,17800017000001
17800017000004,17900017000005,17841400773001,jess.okada.naturalist,ok the chiton in slide 3 is gorgeous. what species??,2025-10-16T11:30:00,4,false,17800001001
17800017000005,17900017000005,17841400770001,alex.tidepools,@jess.okada.naturalist gumboot chiton!! biggest one i've found out here 🐚,2025-10-16T12:00:00,5,false,17800017000004
17800017000006,17900017000006,17841400774001,kai.nishimura.pdx,i cannot believe she made it spicier on purpose. send me the salsa recipe,2025-11-09T20:30:00,11,false,17800001004
17800017000007,17900017000006,17841400771001,marisol_vega,a cook never reveals her secrets 😌 (it's just more jalapeño),2025-11-09T20:45:00,8,false,17800017000006
17800017000009,17900017000008,17841400774001,kai.nishimura.pdx,four shops in one day is the bare minimum when you visit me 😤☕,2026-01-18T15:00:00,16,false,17800001001
17800017000010,17900017000008,17841400770001,alex.tidepools,@kai.nishimura.pdx my heart rate said otherwise but i had a great time ❤️,2026-01-18T15:20:00,12,false,17800017000009
17800017000011,17900017000008,17841400771001,marisol_vega,the crv survived another portland run. she's a trooper 🚗,2026-01-18T16:10:00,6,false,17800001001
17800017000012,17900017000009,17841400771001,marisol_vega,this looks WAY better than the one i made last week. teach me,2026-02-03T20:40:00,5,false,17800001009
17800017000013,17900017000010,17841400773001,jess.okada.naturalist,steve looks very content. excellent succulent parenting 🪴,2026-02-22T13:15:00,9,false,17800001001
17800017000014,17900017000010,17841400775001,tidepool_tales_pnw,"steve supremacy. also love this account, fellow pnw tide nerd here 🐚",2026-02-22T14:00:00,4,false,17800001001
17800017000016,17900017000011,17841400776001,salish_sea_naturalist,ochre stars rebounding at titlow is the best news. thank you for documenting 🌟,2026-03-12T09:30:00,8,false,17800001012
17800017000017,17900017000011,17841400770001,alex.tidepools,"@salish_sea_naturalist counted 40+ in one transect, didn't see that two years ago. genuinely teared up a little",2026-03-12T10:15:00,10,false,17800017000016
17800017000018,17900017000012,17841400774001,kai.nishimura.pdx,happy birthday to my favorite tide pool gremlin 🎂🌊 wish i was there,2026-03-12T16:30:00,22,false,17800001001
17800017000019,17900017000012,17841400771001,marisol_vega,23 looks good on you!! cake when you're home from the beach 🎉,2026-03-12T17:00:00,15,false,17800001001
17800017000020,17900017000012,17841400777001,anders.santos.wa,happy bday sis. you really did go tide pooling on your birthday again lol,2026-03-12T18:20:00,11,false,17800001001
17800017000021,17900017000013,17841400778001,ben.okafor.field,i did NOT drop the quadrat (i dropped the quadrat) 🪣,2025-10-09T11:00:00,12,false,17800001017
17800017000022,17900017000013,17841400779001,tomas.ibarra.marbio,the ben quadrat incident is now lab canon. iconic 🦀,2025-10-09T11:45:00,9,false,17800001001
17800017000023,17900017000014,17841400774001,kai.nishimura.pdx,the siren fish and chips >>> best weekend. tacoma you have my heart now ❤️🌊,2025-11-03T16:00:00,19,false,17800001001
17800017000024,17900017000014,17841400770001,alex.tidepools,@kai.nishimura.pdx come back soon. the waterfront misses you (i miss you),2025-11-03T16:20:00,17,false,17800017000023
17800017000025,17900017000015,17841400773001,jess.okada.naturalist,the judgmental harbor seal is my favorite recurring character in this account 😂,2025-11-07T09:30:00,10,false,17800001001
17800017000026,17900017000016,17841400771001,marisol_vega,pickled onions are the unsung hero of taco night. recipe NOW,2025-12-02T20:40:00,6,false,17800001001
17800017000028,17900017000017,17841400776001,salish_sea_naturalist,congrats on wrapping fieldwork! the dataset you built is going to matter 🐚,2026-02-06T11:15:00,13,false,17800001001
17800017000030,17900017000018,17841400774001,kai.nishimura.pdx,best belated birthday ever. you ate more tacos than me and i'm a professional 🌮,2026-03-27T14:00:00,20,false,17800001024
17800017000031,17900017000019,17841400779001,tomas.ibarra.marbio,R fighting you on a sunday is the most relatable thing posted this year 😂📊,2025-10-04T11:45:00,8,false,17800001001
17800017000032,17900017000019,17841400770001,alex.tidepools,@tomas.ibarra.marbio it was a missing comma. it's ALWAYS a missing comma,2025-10-04T12:10:00,6,false,17800017000031
17800017000033,17900017000020,17841400771001,marisol_vega,the rhodies!! we should walk this loop before the rain ruins it,2025-10-05T18:15:00,5,false,17800001001
17800017000034,17900017000021,17841400773001,jess.okada.naturalist,steve outliving the thesis draft is the funniest plot twist. go steve 🪴,2025-10-06T19:50:00,9,false,17800001001
17800017000035,17900017000022,17841400774001,kai.nishimura.pdx,10pm stir fry gang 🥢 sending you snacks and good vibes for the draft. you got this,2025-10-07T22:40:00,14,false,17800001029
17800017000036,17900017000022,17841400770001,alex.tidepools,@kai.nishimura.pdx the vegetables are emotional support at this point 🥦 ten days. we ball,2025-10-07T23:00:00,10,false,17800017000035
17800017000037,17900017000003,17841400780001,ingrid.santos.wa,so proud of you sweetheart!! tide pooling cap and all ❤️🎓,2024-12-14T16:30:00,18,false,17800001001
17800017000038,17900017000003,17841400777001,anders.santos.wa,"first one done, see you at psis in a few years lol congrats sis",2024-12-14T17:10:00,12,false,17800001001
17800017000039,17900017000004,17841400771001,marisol_vega,roommate era begins 🏠 joon already labeled his shelf in the fridge,2025-02-24T18:00:00,9,false,17800001001
17800017000040,17900017000001,17841400775001,tidepool_tales_pnw,"the OG post! found your account scrolling the tag, instant follow 🐚",2019-01-15T10:00:00,3,false,17800001001
