tableId,id,name,type
tblmG0qtcxDpwyVbe,fld1y0FAuTE9sjBYz,record_id,singleLineText
tblmG0qtcxDpwyVbe,fldL2Dqtum5sjJSMF,tag_number,singleLineText
tblmG0qtcxDpwyVbe,fldw1AwslhMfSHZoN,breed,singleLineText
tblmG0qtcxDpwyVbe,flddtbsD3jWL941no,sex,singleLineText
tblmG0qtcxDpwyVbe,fldHeGL5Pa51LskNZ,age_years,singleLineText
tblmG0qtcxDpwyVbe,fldxVgfH9UOlKRwKG,status,singleLineText
tblmG0qtcxDpwyVbe,fld9kxIM3oJ8m0pZI,last_check,singleLineText
tblmG0qtcxDpwyVbe,flddQkA3rJCMz798o,calving_due,singleLineText
tblmG0qtcxDpwyVbe,fldgmPo8tzAsrw2bO,calf_info,singleLineText
tblmG0qtcxDpwyVbe,fldqh4X2qEWo9ZWnQ,pasture,singleLineText
tblmG0qtcxDpwyVbe,fldsZMeWeiITGA3y5,notes,singleLineText
tblnmeLrXp9nEM5cT,fldhPH8EmWeDDldQg,record_id,singleLineText
tblnmeLrXp9nEM5cT,fldHBlfhVKp7GM3hN,category,singleLineText
tblnmeLrXp9nEM5cT,fldTFWA1TSjbl7L5y,item,singleLineText
tblnmeLrXp9nEM5cT,fldueKgNaUdgjmbOJ,quantity,singleLineText
tblnmeLrXp9nEM5cT,fldpht5XaS4yLVUhO,unit,singleLineText
tblnmeLrXp9nEM5cT,fld5EjEDHikNRKVoe,cost,singleLineText
tblnmeLrXp9nEM5cT,fldD092QBaOKST2TA,date,singleLineText
tblnmeLrXp9nEM5cT,fldGVAPvkHkkmoITK,vendor,singleLineText
tblnmeLrXp9nEM5cT,fldkoGfH4S19ElC76,notes,singleLineText
