id,name,type,messages_total,messages_unread,threads_total,threads_unread
INBOX,INBOX,system,16,4,16,4
SENT,SENT,system,0,0,0,0
DRAFTS,DRAFT,system,1,0,1,0
TRASH,TRASH,system,0,0,0,0
SPAM,SPAM,system,2,2,2,2
Label_linda,Linda Nakamura,user,1,1,1,1
Label_column,Grandmaster Review,user,2,0,2,0
Label_family,Family,user,3,1,3,1
Label_students,Coaching Students,user,1,0,1,0
Label_club,Bayside Club,user,2,0,2,0
Label_shipping,Shipping,user,1,0,1,0
Label_books,Book Alerts,user,1,1,1,1
Label_insurance,Insurance,user,1,1,1,1
Label_salon,Salon Evening,user,2,0,2,0
Label_health,Health,user,1,0,1,0
