id,doorbot_id,device_id,kind,created_at,answered,favorite,recording_status,snapshot_url,duration_seconds,cv_properties
001,30181,30181,motion,2027-03-23T02:15:00-07:00,false,false,ready,,30,
002,30181,30181,motion,2027-03-23T03:42:00-07:00,false,false,ready,,30,
003,275695,275695,motion,2027-03-23T04:50:00-07:00,false,false,ready,,30,
004,120571,120571,motion,2027-03-21T02:02:00-07:00,false,false,ready,,30,
005,30181,30181,motion,2027-03-20T18:58:00-07:00,false,false,ready,,30,
006,275695,275695,motion,2027-03-23T02:18:00-07:00,false,false,ready,,30,
007,799579,799579,motion,2027-03-21T15:19:00-07:00,false,false,ready,,30,
008,275695,275695,motion,2027-03-20T20:38:00-07:00,false,false,ready,,30,
009,120571,120571,motion,2027-03-21T10:43:00-07:00,false,false,ready,,30,
010,30181,30181,motion,2027-03-23T23:16:00-07:00,false,false,ready,,30,
011,120571,120571,motion,2027-03-22T20:39:00-07:00,false,false,ready,,30,
012,30181,30181,motion,2027-03-22T01:22:00-07:00,false,false,ready,,30,
013,120571,120571,motion,2027-03-23T00:24:00-07:00,false,false,ready,,30,
014,30181,30181,motion,2027-03-21T04:48:00-07:00,false,false,ready,,30,
015,275695,275695,motion,2027-03-23T23:56:00-07:00,false,false,ready,,30,
016,275695,275695,motion,2027-03-21T23:09:00-07:00,false,false,ready,,30,
017,799579,799579,motion,2027-03-22T12:34:00-07:00,false,false,ready,,30,
018,275695,275695,motion,2027-03-20T02:59:00-07:00,false,false,ready,,30,
019,799579,799579,motion,2027-03-23T21:21:00-07:00,false,false,ready,,30,
020,120571,120571,motion,2027-03-23T15:09:00-07:00,false,false,ready,,30,
021,275695,275695,motion,2027-03-23T14:29:00-07:00,false,false,ready,,30,
022,30181,30181,motion,2027-03-22T01:23:00-07:00,false,false,ready,,30,
023,30181,30181,motion,2027-03-23T22:42:00-07:00,false,false,ready,,30,
024,799579,799579,motion,2027-03-21T17:52:00-07:00,false,false,ready,,30,
025,30181,30181,motion,2027-03-20T11:18:00-07:00,false,false,ready,,30,
026,120571,120571,motion,2027-03-23T15:28:00-07:00,false,false,ready,,30,
027,275695,275695,motion,2027-03-22T17:07:00-07:00,false,false,ready,,30,
028,799579,799579,motion,2027-03-23T02:13:00-07:00,false,false,ready,,30,
029,275695,275695,motion,2027-03-20T08:24:00-07:00,false,false,ready,,30,
030,799579,799579,motion,2027-03-23T22:44:00-07:00,false,false,ready,,30,
031,799579,799579,motion,2027-03-20T13:42:00-07:00,false,false,ready,,30,
032,275695,275695,motion,2027-03-23T08:10:00-07:00,false,false,ready,,30,
033,275695,275695,motion,2027-03-23T17:17:00-07:00,false,false,ready,,30,
034,799579,799579,motion,2027-03-21T06:25:00-07:00,false,false,ready,,30,
035,275695,275695,motion,2027-03-21T11:11:00-07:00,false,false,ready,,30,
036,799579,799579,motion,2027-03-20T00:37:00-07:00,false,false,ready,,30,
037,120571,120571,motion,2027-03-22T01:20:00-07:00,false,false,ready,,30,
038,799579,799579,motion,2027-03-22T05:56:00-07:00,false,false,ready,,30,
039,30181,30181,motion,2027-03-21T00:02:00-07:00,false,false,ready,,30,
040,30181,30181,motion,2027-03-21T22:30:00-07:00,false,false,ready,,30,
041,799579,799579,motion,2027-03-20T07:03:00-07:00,false,false,ready,,30,
042,120571,120571,motion,2027-03-22T18:23:00-07:00,false,false,ready,,30,
043,799579,799579,motion,2027-03-21T14:34:00-07:00,false,false,ready,,30,
044,120571,120571,motion,2027-03-22T10:02:00-07:00,false,false,ready,,30,
045,799579,799579,motion,2027-03-20T21:53:00-07:00,false,false,ready,,30,
046,30181,30181,motion,2027-03-23T02:23:00-07:00,false,false,ready,,30,
047,120571,120571,motion,2027-03-22T13:05:00-07:00,false,false,ready,,30,
048,30181,30181,motion,2027-03-20T06:04:00-07:00,false,false,ready,,30,
049,799579,799579,motion,2027-03-22T06:04:00-07:00,false,false,ready,,30,
050,30181,30181,motion,2027-03-22T20:24:00-07:00,false,false,ready,,30,
051,30181,30181,motion,2027-03-22T19:45:00-07:00,false,false,ready,,30,
052,799579,799579,motion,2027-03-23T04:05:00-07:00,false,false,ready,,30,
053,799579,799579,motion,2027-03-20T23:17:00-07:00,false,false,ready,,30,
054,799579,799579,motion,2027-03-22T00:37:00-07:00,false,false,ready,,30,
055,30181,30181,motion,2027-03-21T01:50:00-07:00,false,false,ready,,30,
056,275695,275695,motion,2027-03-22T19:09:00-07:00,false,false,ready,,30,
057,275695,275695,motion,2027-03-23T07:18:00-07:00,false,false,ready,,30,
058,120571,120571,motion,2027-03-21T00:14:00-07:00,false,false,ready,,30,
059,30181,30181,motion,2027-03-20T21:55:00-07:00,false,false,ready,,30,
060,275695,275695,motion,2027-03-22T16:56:00-07:00,false,false,ready,,30,
061,799579,799579,motion,2027-03-21T22:55:00-07:00,false,false,ready,,30,
062,275695,275695,motion,2027-03-22T15:46:00-07:00,false,false,ready,,30,
063,120571,120571,motion,2027-03-22T20:52:00-07:00,false,false,ready,,30,
064,120571,120571,motion,2027-03-23T04:44:00-07:00,false,false,ready,,30,
065,30181,30181,motion,2027-03-20T04:10:00-07:00,false,false,ready,,30,
300,531876,531876,2027-03-18T09:00:00-07:00,vehicle,false,false,ready,,30,
301,299165,299165,2027-02-27T19:00:00-07:00,animal,false,false,ready,,30,
302,299165,299165,2027-02-17T09:00:00-07:00,motion,false,false,ready,,30,
303,299165,299165,2027-02-23T02:00:00-07:00,vehicle,false,false,ready,,30,
304,531876,531876,2027-02-26T06:00:00-07:00,vehicle,false,false,ready,,30,
305,299165,299165,2027-03-04T05:00:00-07:00,person,false,false,ready,,30,
306,299165,299165,2027-03-05T23:00:00-07:00,motion,false,false,ready,,30,
307,531876,531876,2027-02-19T04:00:00-07:00,person,false,false,ready,,30,
308,531876,531876,2027-03-22T11:00:00-07:00,person,false,false,ready,,30,
309,299165,299165,2027-03-21T03:00:00-07:00,vehicle,false,false,ready,,30,
310,299165,299165,2027-03-03T18:00:00-07:00,vehicle,false,false,ready,,30,
311,531876,531876,2027-03-01T15:00:00-07:00,vehicle,false,false,ready,,30,
312,531876,531876,2027-03-01T20:00:00-07:00,person,false,false,ready,,30,
313,299165,299165,2027-03-06T20:00:00-07:00,motion,false,false,ready,,30,
314,299165,299165,2027-02-17T09:00:00-07:00,motion,false,false,ready,,30,
315,299165,299165,2027-03-21T04:00:00-07:00,person,false,false,ready,,30,
316,531876,531876,2027-03-21T13:00:00-07:00,person,false,false,ready,,30,
317,299165,299165,2027-03-18T19:00:00-07:00,vehicle,false,false,ready,,30,
318,299165,299165,2027-03-10T06:00:00-07:00,person,false,false,ready,,30,
319,299165,299165,2027-03-10T03:00:00-07:00,vehicle,false,false,ready,,30,
320,531876,531876,2027-03-04T06:00:00-07:00,person,false,false,ready,,30,
321,531876,531876,2027-02-28T20:00:00-07:00,motion,false,false,ready,,30,
322,531876,531876,2027-03-02T04:00:00-07:00,motion,false,false,ready,,30,
323,531876,531876,2027-03-22T06:00:00-07:00,animal,false,false,ready,,30,
324,531876,531876,2027-02-24T19:00:00-07:00,vehicle,false,false,ready,,30,
094,001,544963,on_demand,2027-03-19T14:31:00-07:00,true,false,ready,https://ring.com/snapshot/rev_094,37,
095,001,544963,ding,2027-03-22T08:21:00-07:00,true,false,ready,https://ring.com/snapshot/rev_095,34,
