id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
pg_bakery_root,workspace,wsp_kim_russell_01,Bakery Kitchen Home,2015-06-02T14:24:11Z,2026-11-30T22:41:11Z,usr_kim_russell,false,,
pg_studio_root,workspace,wsp_kim_russell_01,Brighton Ballet Academy Home,2015-06-02T14:24:41Z,2026-11-18T17:28:14Z,usr_kim_russell,false,,
pg_holiday_estimate,page,pg_bakery_root,Holiday Season Capacity and Revenue Draft Estimate,2026-10-12T11:22:41Z,2026-10-12T11:22:41Z,usr_kim_russell,false,,
pg_recital_plan,page,pg_studio_root,Winter Showcase Planning Notes,2026-08-22T14:24:03Z,2026-11-18T17:28:03Z,usr_kim_russell,false,,
pg_qb_review_note,page,pg_bakery_root,Monthly Financials Review Kickoff Note,2026-11-30T22:38:03Z,2026-11-30T22:38:03Z,usr_kim_russell,false,,
pg_lesson_plans,page,pg_studio_root,Ballet Lesson Plans Fall Winter 2026,2026-09-01T10:22:14Z,2026-11-27T20:12:41Z,usr_kim_russell,false,,
pg_choreography,page,pg_studio_root,Winter Showcase Choreography Breakdown,2026-09-14T20:45:03Z,2026-11-05T20:22:14Z,usr_kim_russell,false,,
pg_recital_logistics,page,pg_studio_root,Winter Showcase Logistics and Volunteers,2026-09-10T11:02:41Z,2026-11-29T17:22:41Z,usr_kim_russell,false,,
pg_class_schedule,page,pg_studio_root,Weekday Class Schedule Winter Term,2026-08-30T09:14:11Z,2026-11-18T17:28:14Z,usr_kim_russell,false,,
pg_recipe_dev,page,pg_bakery_root,Signature Holiday Pie Recipe R and D,2026-10-05T09:12:04Z,2026-11-14T18:41:03Z,usr_kim_russell,false,,
pg_wholesale_sched,page,pg_bakery_root,Wholesale Delivery Schedule Nov Dec 2026,2026-10-30T09:42:33Z,2026-11-30T09:14:55Z,usr_kim_russell,false,,
