id,name,rating,price,category,category_title,latitude,longitude,city,state,address,phone,review_count,is_closed,image_url
biz_elena_kitchen,Elena's Kitchen,4.7,$$,mexican,Mexican,31.7625,-106.431,El Paso,TX,3820 Piedras St,(915) 555-0501,342,false,https://elena.example/img.jpg
biz_casa_flores,Casa Flores Florist,4.8,$$,florists,Florists,31.771,-106.4285,El Paso,TX,5122 Alameda Ave,(915) 555-0502,187,false,https://casaflores.example/img.jpg
biz_audio_express,Audio Express Rentals,4.4,$$,audioequipmentrental,Audio Equipment Rental,31.755,-106.4425,El Paso,TX,7855 Alameda Ave,(915) 555-0503,92,false,https://audio.example/img.jpg
biz_quick_print,Quick Print Center,4.5,$,printing,Printing Services,31.768,-106.437,El Paso,TX,2410 Alameda Ave,(915) 555-0504,156,false,https://qp.example/img.jpg
biz_los_hermanos,Los Hermanos Trio,4.9,$$,musicians,Musicians,31.762,-106.429,El Paso,TX,1200 Piedras St,(915) 555-0505,68,false,https://loshermanos.example/img.jpg
biz_epr,El Paso Party Rentals,4.6,$$,partyequipmentrentals,Party Equipment Rentals,31.758,-106.445,El Paso,TX,9820 Montana Ave,(915) 555-0506,214,false,https://epr.example/img.jpg
biz_cafe_central,Cafe Central,4.6,$$,newamerican,New American,31.759,-106.4855,El Paso,TX,109 N Oregon St,(915) 555-0507,1024,false,https://cafecentral.example/img.jpg
biz_hh_gregory,H&H Coffee Shop,4.5,$,cafes,Cafes,31.7663,-106.474,El Paso,TX,701 E Yandell Dr,(915) 555-0508,486,false,https://hh.example/img.jpg
biz_bowie_bakery,Bowie Bakery (Panaderia),4.6,$,panaderias,Panaderias,31.7524,-106.456,El Paso,TX,901 Park St,(915) 555-0509,428,false,https://bowie.example/img.jpg
biz_taqueria_torres,Taqueria Torres,4.4,$,mexican,Mexican,31.759,-106.42,El Paso,TX,4820 Alameda Ave,(915) 555-0510,268,false,https://torres.example/img.jpg
biz_kikis,Kiki's Restaurant,4.5,$$,mexican,Mexican,31.781,-106.4295,El Paso,TX,2719 N Piedras St,(915) 555-0511,892,false,https://kiki.example/img.jpg
biz_leos,Leo's Mexican Food,4.4,$,mexican,Mexican,31.736,-106.421,El Paso,TX,5103 Montana Ave,(915) 555-0512,654,false,https://leos.example/img.jpg
biz_lascruces_herbal,Las Cruces Herbal Traditions,4.9,$$,herbalshops,Herbal Shops,32.3199,-106.7637,Las Cruces,NM,215 W Griggs Ave,(575) 555-0513,87,false,https://lcherbal.example/img.jpg
biz_moye_yerberia,Moya's Yerberia,4.7,$,herbalshops,Herbal Shops,31.758,-106.468,El Paso,TX,2020 Alameda Ave,(915) 555-0514,124,false,https://moye.example/img.jpg
biz_maldonado_yerberia,Maldonado Yerberia y Botanica,4.6,$,herbalshops,Herbal Shops,31.762,-106.456,El Paso,TX,3510 Alameda Ave,(915) 555-0515,89,false,https://maldonado.example/img.jpg
biz_desert_growers,Desert Growers Nursery,4.7,$$,nurseries,Nurseries & Gardening,31.802,-106.418,El Paso,TX,10150 Diana Dr,(915) 555-0516,312,false,https://dg.example/img.jpg
biz_starr_western,Starr Western Wear,4.5,$$,shopping,Clothing,31.762,-106.482,El Paso,TX,112 E Overland Ave,(915) 555-0517,245,false,https://starr.example/img.jpg
biz_paso_del_norte,Paso del Norte Books,4.6,$$,bookstores,Bookstores,31.7595,-106.487,El Paso,TX,213 N Mesa St,(915) 555-0518,178,false,https://pdn.example/img.jpg
biz_barnes_west,Barnes & Noble West Towne,4.4,$$,bookstores,Bookstores,31.848,-106.462,El Paso,TX,705 Sunland Park Dr,(915) 555-0519,415,false,https://bn.example/img.jpg
biz_walmart_east,Walmart Supercenter East,3.9,$,grocery,Grocery,31.728,-106.321,El Paso,TX,12236 Montana Ave,(915) 555-0520,1284,false,https://wm.example/img.jpg
biz_heb_east,H-E-B Alameda,4.6,$$,grocery,Grocery,31.761,-106.418,El Paso,TX,9611 Alameda Ave,(915) 555-0521,892,false,https://heb.example/img.jpg
biz_carnicerias_pedregal,Carnicerias El Pedregal,4.7,$,meatshops,Meat Shops,31.758,-106.436,El Paso,TX,5110 Alameda Ave,(915) 555-0522,156,false,https://elpedregal.example/img.jpg
biz_ranas_fruits,La Rana Fruit Market,4.5,$,ethicgrocery,Ethnic Grocery,31.762,-106.428,El Paso,TX,4520 Alameda Ave,(915) 555-0523,92,false,https://larana.example/img.jpg
biz_dr_ramirez,"Dr. Patricia Ramirez, MD",4.9,$$$,familypractice,Family Practice,31.767,-106.472,El Paso,TX,1801 N Oregon St #200,(915) 555-0214,47,false,https://ramirez.example/img.jpg
biz_desert_eye,Desert Eye Associates,4.8,$$,optometrists,Optometrists,31.7715,-106.47,El Paso,TX,5810 N Mesa St,(915) 555-0524,92,false,https://desert.example/img.jpg
biz_borderland_dental,Borderland Dental Care,4.7,$$,dentists,Dentists,31.768,-106.462,El Paso,TX,6320 N Mesa St #100,(915) 555-0525,68,false,https://borderland.example/img.jpg
