id,name,type,messages_total,messages_unread,threads_total,threads_unread
lbl_001_chtprep,CHTPrep,user,29,0,29,0
lbl_002_htcc,HTCC,user,2,0,2,0
lbl_003_reviewcourse,ReviewCourse,user,27,0,27,0
lbl_004_finance,Finance,user,168,0,168,0
lbl_005_family,Family,user,5,0,4,0
lbl_006_health,Health,user,4,0,4,0
lbl_007_housing,Housing,user,1,0,1,0
lbl_008_receipts,Receipts,user,92,0,92,0
lbl_009_travel,Travel,user,0,0,0,0
lbl_010_inbox,INBOX,system,205,0,205,0
lbl_011_sent,SENT,system,1,0,1,0
lbl_012_draft,DRAFT,system,0,0,0,0
lbl_013_spam,SPAM,system,0,0,0,0
lbl_014_starred,STARRED,system,5,0,5,0
lbl_015_important,IMPORTANT,system,1,0,1,0
