track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
0aZ1bY2cX3dW4eV5fU6gT7,Glacier,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,214000,70,false,1
1bA2cB3dC4eD5fE6gF7hG8,Polar Bloom,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,238500,66,false,2
2cB3dC4eD5fE6gF7hG8iH9,Borealis,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,201200,64,false,3
3dC4eD5fE6gF7hG8iH9jI0,Midnight Line,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,256800,69,false,1
4eD5fE6gF7hG8iH9jI0kJ1,Neon Rails,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,243300,62,false,2
5fE6gF7hG8iH9jI0kJ1lK2,Caliente,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,198400,88,true,1
6gF7hG8iH9jI0kJ1lK2mL3,Verano,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,205700,81,false,2
7hG8iH9jI0kJ1lK2mL3nM4,Bajo el Sol,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,221900,76,false,3
0aZ1bY2cX3dW4eV5fU6gT8,Neon Rails,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,239827,68,false,1
0aZ1bY2cX3dW4eV5fU6gT9,Polar Bloom,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,200025,68,false,2
0aZ1bY2cX3dW4eV5fU6gT10,Borealis,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,199003,63,false,2
0aZ1bY2cX3dW4eV5fU6gT11,Polar Bloom,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,249451,83,false,1
0aZ1bY2cX3dW4eV5fU6gT12,Neon Rails,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,231786,69,false,1
0aZ1bY2cX3dW4eV5fU6gT13,Borealis,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,234886,87,false,2
0aZ1bY2cX3dW4eV5fU6gT14,Neon Rails,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,207766,66,false,2
0aZ1bY2cX3dW4eV5fU6gT15,Bajo el Sol,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,215007,66,false,3
0aZ1bY2cX3dW4eV5fU6gT16,Polar Bloom,6mZ8tQ1nXpLkWv7Yd0fJ3a,1dE2fG3hI4jK5lM6nO7pQ8,222272,83,false,3
0aZ1bY2cX3dW4eV5fU6gT17,Verano,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,218596,74,false,3
0aZ1bY2cX3dW4eV5fU6gT18,Midnight Line,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,246620,69,false,3
0aZ1bY2cX3dW4eV5fU6gT19,Midnight Line,4kP954pQ2teQUd0Ctg37b1,1dE2fG3hI4jK5lM6nO7pQ8,222071,80,false,2
0aZ1bY2cX3dW4eV5fU6gT20,Verano,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,248504,75,false,2
0aZ1bY2cX3dW4eV5fU6gT21,Caliente,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,245161,75,false,3
0aZ1bY2cX3dW4eV5fU6gT22,Caliente,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,245451,75,false,2
0aZ1bY2cX3dW4eV5fU6gT23,Neon Rails,3rT0fQ8sNuVbXc2Yd9Lm4p,7pQ8rS9tU0vW1xY2zA3bC4,201317,86,false,1
0aZ1bY2cX3dW4eV5fU6gT24,Bajo el Sol,4kP954pQ2teQUd0Ctg37b1,7pQ8rS9tU0vW1xY2zA3bC4,247330,77,true,2
0aZ1bY2cX3dW4eV5fU6gT25,Caliente,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,232021,68,false,2
0aZ1bY2cX3dW4eV5fU6gT26,Neon Rails,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,221646,73,false,3
0aZ1bY2cX3dW4eV5fU6gT27,Verano,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,235834,67,false,2
0aZ1bY2cX3dW4eV5fU6gT28,Caliente,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,227235,75,false,2
0aZ1bY2cX3dW4eV5fU6gT29,Polar Bloom,6mZ8tQ1nXpLkWv7Yd0fJ3a,1dE2fG3hI4jK5lM6nO7pQ8,220889,79,false,3
0aZ1bY2cX3dW4eV5fU6gT30,Borealis,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,213529,71,false,3
0aZ1bY2cX3dW4eV5fU6gT31,Bajo el Sol,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,210580,86,false,3
0aZ1bY2cX3dW4eV5fU6gT32,Verano,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,241672,84,false,1
0aZ1bY2cX3dW4eV5fU6gT33,Neon Rails,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,226379,84,false,2
0aZ1bY2cX3dW4eV5fU6gT34,Caliente,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,220638,70,false,2
0aZ1bY2cX3dW4eV5fU6gT35,Verano,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,254181,69,false,3
0aZ1bY2cX3dW4eV5fU6gT36,Neon Rails,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,220431,82,true,3
0aZ1bY2cX3dW4eV5fU6gT37,Borealis,6mZ8tQ1nXpLkWv7Yd0fJ3a,5aB3cD4eF5gH6iJ7kL8mN9,252735,84,false,1
0aZ1bY2cX3dW4eV5fU6gT38,Glacier,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,226243,62,false,2
0aZ1bY2cX3dW4eV5fU6gT39,Midnight Line,3rT0fQ8sNuVbXc2Yd9Lm4p,5aB3cD4eF5gH6iJ7kL8mN9,245012,79,false,3
0aZ1bY2cX3dW4eV5fU6gT40,Borealis,4kP954pQ2teQUd0Ctg37b1,1dE2fG3hI4jK5lM6nO7pQ8,223352,63,true,1
0aZ1bY2cX3dW4eV5fU6gT41,Bajo el Sol,4kP954pQ2teQUd0Ctg37b1,7pQ8rS9tU0vW1xY2zA3bC4,202616,85,false,2
0aZ1bY2cX3dW4eV5fU6gT42,Verano,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,200102,80,false,1
