album_id,name,artist_id,album_type,release_date,total_tracks,label
5aB3cD4eF5gH6iJ7kL8mN9,Northern Lights,4kP954pQ2teQUd0Ctg37b1,album,2024-09-13,10,Polar Sound
7pQ8rS9tU0vW1xY2zA3bC4,Last Express,6mZ8tQ1nXpLkWv7Yd0fJ3a,album,2023-05-19,8,Neon Tape
1dE2fG3hI4jK5lM6nO7pQ8,Calor,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-02-28,12,Sol Records
9rS0tU1vW2xY3zA4bC5dE6,Tidewater,2wQ5kP3nXvLbWc8Yd1Fm6t,single,2025-04-04,3,Harbor Lights
mQ2ZDyhzx4QuXxpRUsNPiR,Glory Days,mQ2ZDyhzx4QuXxpRUsNPiR,album,2025-02-24,359,Harbor Lights
7azhC43pJB0XjoxpQOzr3Z,Whole Lotta Love,7azhC43pJB0XjoxpQOzr3Z,album,2024-10-14,343,Harbor Lights
iHfdA0lH4ibFw93f8abvpi,Atlantic City,iHfdA0lH4ibFw93f8abvpi,single,2024-10-16,145,Sol Records
0UtkNdPktnyx9C5bfhrNKn,Glory Days,0UtkNdPktnyx9C5bfhrNKn,album,2025-08-01,63,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN10,Calor,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2024-10-02,170,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN11,Glory Days,2wQ5kP3nXvLbWc8Yd1Fm6t,album,2026-07-26,174,Sol Records
5aB3cD4eF5gH6iJ7kL8mN12,Calor,iHfdA0lH4ibFw93f8abvpi,album,2024-12-17,318,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN13,Last Express,4kP954pQ2teQUd0Ctg37b1,single,2024-08-04,71,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN14,Atlantic City,mQ2ZDyhzx4QuXxpRUsNPiR,album,2026-09-01,147,Sol Records
5aB3cD4eF5gH6iJ7kL8mN15,Tidewater,2wQ5kP3nXvLbWc8Yd1Fm6t,album,2025-12-02,129,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN16,Glory Days,mQ2ZDyhzx4QuXxpRUsNPiR,album,2024-08-17,300,Sol Records
5aB3cD4eF5gH6iJ7kL8mN17,Calor,3rT0fQ8sNuVbXc2Yd9Lm4p,single,2024-10-07,258,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN18,Whole Lotta Love,iHfdA0lH4ibFw93f8abvpi,album,2024-08-17,286,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN19,Last Express,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2024-06-15,178,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN20,Last Express,mQ2ZDyhzx4QuXxpRUsNPiR,album,2026-07-14,234,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN21,Last Express,6mZ8tQ1nXpLkWv7Yd0fJ3a,single,2024-08-27,129,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN22,Tidewater,mQ2ZDyhzx4QuXxpRUsNPiR,single,2024-06-07,285,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN23,Glory Days,6mZ8tQ1nXpLkWv7Yd0fJ3a,album,2026-07-28,30,Sol Records
5aB3cD4eF5gH6iJ7kL8mN24,Last Express,iHfdA0lH4ibFw93f8abvpi,single,2024-09-18,292,Polar Sound
5aB3cD4eF5gH6iJ7kL8mN25,Tidewater,0UtkNdPktnyx9C5bfhrNKn,album,2026-04-20,261,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN26,Glory Days,6mZ8tQ1nXpLkWv7Yd0fJ3a,album,2026-01-05,142,Sol Records
5aB3cD4eF5gH6iJ7kL8mN27,Last Express,iHfdA0lH4ibFw93f8abvpi,album,2024-08-06,257,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN28,Calor,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-01-24,115,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN29,Atlantic City,4kP954pQ2teQUd0Ctg37b1,album,2025-02-14,266,Sol Records
5aB3cD4eF5gH6iJ7kL8mN30,Glory Days,iHfdA0lH4ibFw93f8abvpi,album,2025-09-04,7,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN31,Atlantic City,2wQ5kP3nXvLbWc8Yd1Fm6t,album,2025-04-24,11,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN32,Tidewater,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-03-09,143,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN33,Calor,2wQ5kP3nXvLbWc8Yd1Fm6t,single,2025-05-05,207,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN34,Northern Lights,2wQ5kP3nXvLbWc8Yd1Fm6t,album,2025-02-09,116,Sol Records
5aB3cD4eF5gH6iJ7kL8mN35,Northern Lights,mQ2ZDyhzx4QuXxpRUsNPiR,album,2025-04-13,162,Neon Tape
5aB3cD4eF5gH6iJ7kL8mN36,Last Express,0UtkNdPktnyx9C5bfhrNKn,album,2025-09-05,134,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN37,Tidewater,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-09-05,89,Sol Records
5aB3cD4eF5gH6iJ7kL8mN38,Last Express,4kP954pQ2teQUd0Ctg37b1,album,2024-11-15,260,Sol Records
5aB3cD4eF5gH6iJ7kL8mN39,Calor,4kP954pQ2teQUd0Ctg37b1,album,2025-03-20,250,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN40,Northern Lights,3rT0fQ8sNuVbXc2Yd9Lm4p,album,2025-04-03,105,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN41,Glory Days,6mZ8tQ1nXpLkWv7Yd0fJ3a,album,2026-08-02,166,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN42,Calor,4kP954pQ2teQUd0Ctg37b1,album,2025-07-02,33,Harbor Lights
5aB3cD4eF5gH6iJ7kL8mN43,Northern Lights,4kP954pQ2teQUd0Ctg37b1,album,2026-02-23,130,Sol Records
5aB3cD4eF5gH6iJ7kL8mN44,Calor,7azhC43pJB0XjoxpQOzr3Z,album,2025-07-15,134,Polar Sound
5aB3cD4eF5gH6iJ7kL8mN45,Atlantic City,iHfdA0lH4ibFw93f8abvpi,album,2025-07-05,240,Polar Sound
