playlist_id,name,description,owner_id,public,collaborative
37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,The hottest tracks right now.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtUKUg,Indie Chill,Laid-back indie for focus and calm.,user-leo,true,false
1hP3rT9sNuVbXc2Yd9Lm4q,Sunset Drive,Synthwave for the open road at dusk.,user-leo,false,false
5kQ2wP3nXvLbWc8Yd1Fm6r,Fiesta Latina,Reggaeton and latin pop bangers.,user-leo,true,true
mQ2ZDyhzx4QuXxpRUsNPiR,Highway to Hell,Rock and Roll - CCR,usermksv,false,true
7azhC43pJB0XjoxpQOzr3Z,TNT,Back in Black - Bruce Springsteen,userKaHJ,false,true
iHfdA0lH4ibFw93f8abvpi,The River,Back in Black - CCR,userO6Xi,false,true
0UtkNdPktnyx9C5bfhrNKn,Glory Days,The River - Aerosmith,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXt94a4,TNT,The hottest tracks right now.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt0b83,Fiesta Latina,The River - Aerosmith,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt3e6d,Indie Chill,Reggaeton and latin pop bangers.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt764a,Fiesta Latina,Rock and Roll - CCR,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXt0e15,Highway to Hell,Synthwave for the open road at dusk.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtc437,Glory Days,Reggaeton and latin pop bangers.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt3a25,Fiesta Latina,Synthwave for the open road at dusk.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXtc213,Glory Days,Laid-back indie for focus and calm.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt3138,Fiesta Latina,Back in Black - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt4603,Glory Days,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt6924,Highway to Hell,Rock and Roll - CCR,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXte887,Indie Chill,Reggaeton and latin pop bangers.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtc444,Highway to Hell,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt70d6,The River,Rock and Roll - CCR,userO6Xi,true,false
2v3iNvBX8Ay1Gt2uXt7fb8,Glory Days,Reggaeton and latin pop bangers.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtf950,Glory Days,The hottest tracks right now.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtf5cd,Indie Chill,The hottest tracks right now.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXtaddd,Sunset Drive,Back in Black - CCR,usermksv,true,false
2v3iNvBX8Ay1Gt2uXtf623,Sunset Drive,Back in Black - Bruce Springsteen,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt1ca0,The River,Reggaeton and latin pop bangers.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt4767,Sunset Drive,Back in Black - CCR,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt9a76,The River,Laid-back indie for focus and calm.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtdaac,TNT,Synthwave for the open road at dusk.,usermksv,false,true
2v3iNvBX8Ay1Gt2uXt913a,Indie Chill,The hottest tracks right now.,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt5c98,The River,Back in Black - Bruce Springsteen,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtda12,Fiesta Latina,The River - Aerosmith,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt5f28,The River,Synthwave for the open road at dusk.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtf730,Indie Chill,The River - Aerosmith,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtd5fb,Indie Chill,Laid-back indie for focus and calm.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtd098,Indie Chill,Rock and Roll - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXta53a,Glory Days,Back in Black - CCR,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXt859a,TNT,Rock and Roll - CCR,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXtaea4,Sunset Drive,Reggaeton and latin pop bangers.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt8f4f,Indie Chill,The River - Aerosmith,usermksv,true,true
2v3iNvBX8Ay1Gt2uXt823d,Fiesta Latina,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt5cd6,Sunset Drive,Laid-back indie for focus and calm.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt6efb,Glory Days,Back in Black - Bruce Springsteen,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtf71f,The River,Back in Black - CCR,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXta8b7,The River,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt7a4e,Today's Top Hits,Rock and Roll - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt8981,TNT,The hottest tracks right now.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXt6f67,Indie Chill,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt222f,Today's Top Hits,Synthwave for the open road at dusk.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtca22,Highway to Hell,The River - Aerosmith,userKaHJ,false,true
