artist_id,name,genres,followers,popularity
4kP954pQ2teQUd0Ctg37b1,Aurora Skies,"indie pop,dream pop",1840221,72
6mZ8tQ1nXpLkWv7Yd0fJ3a,The Midnight Trains,"synthwave,electronic",980554,68
3rT0fQ8sNuVbXc2Yd9Lm4p,Cassia Moreno,"latin pop,reggaeton",4521900,84
2wQ5kP3nXvLbWc8Yd1Fm6t,Glass Harbor,"alt rock,indie rock",672110,61
mQ2ZDyhzx4QuXxpRUsNPiR,Born to Run,"indie pop,dream pop",209,50
7azhC43pJB0XjoxpQOzr3Z,Back in Black,"indie pop,dream pop",77,20
iHfdA0lH4ibFw93f8abvpi,The River,"synthwave,electronic",347,211
0UtkNdPktnyx9C5bfhrNKn,Born to Run,"latin pop,reggaeton",117,47
4kP954pQ2teQUd0Ctg37b2,The River,"synthwave,electronic",3211163,148
4kP954pQ2teQUd0Ctg37b3,Born to Run,"synthwave,electronic",2988229,46
4kP954pQ2teQUd0Ctg37b4,The River,"indie pop,dream pop",2793469,66
4kP954pQ2teQUd0Ctg37b5,Aurora Skies,"alt rock,indie rock",1857384,30
4kP954pQ2teQUd0Ctg37b6,Cassia Moreno,"latin pop,reggaeton",1207163,59
4kP954pQ2teQUd0Ctg37b7,Born to Run,"indie pop,dream pop",674034,141
4kP954pQ2teQUd0Ctg37b8,The Midnight Trains,"latin pop,reggaeton",661730,161
4kP954pQ2teQUd0Ctg37b9,Glass Harbor,"indie pop,dream pop",955512,163
4kP954pQ2teQUd0Ctg37b10,The River,"indie pop,dream pop",914732,156
4kP954pQ2teQUd0Ctg37b11,Cassia Moreno,"indie pop,dream pop",76456,99
4kP954pQ2teQUd0Ctg37b12,Cassia Moreno,"latin pop,reggaeton",1183984,97
4kP954pQ2teQUd0Ctg37b13,Born to Run,"indie pop,dream pop",10202,92
4kP954pQ2teQUd0Ctg37b14,Cassia Moreno,"synthwave,electronic",1771125,189
4kP954pQ2teQUd0Ctg37b15,Cassia Moreno,"alt rock,indie rock",2771656,70
4kP954pQ2teQUd0Ctg37b16,Born to Run,"alt rock,indie rock",368806,171
4kP954pQ2teQUd0Ctg37b17,Cassia Moreno,"indie pop,dream pop",4226524,183
4kP954pQ2teQUd0Ctg37b18,The River,"latin pop,reggaeton",1356867,64
4kP954pQ2teQUd0Ctg37b19,Born to Run,"indie pop,dream pop",2378683,152
4kP954pQ2teQUd0Ctg37b20,Cassia Moreno,"alt rock,indie rock",3724882,205
4kP954pQ2teQUd0Ctg37b21,The Midnight Trains,"indie pop,dream pop",3484881,167
4kP954pQ2teQUd0Ctg37b22,Aurora Skies,"synthwave,electronic",1186288,31
4kP954pQ2teQUd0Ctg37b23,Glass Harbor,"latin pop,reggaeton",4492739,44
4kP954pQ2teQUd0Ctg37b24,Born to Run,"alt rock,indie rock",2311410,35
4kP954pQ2teQUd0Ctg37b25,Born to Run,"indie pop,dream pop",699503,73
4kP954pQ2teQUd0Ctg37b26,Born to Run,"alt rock,indie rock",2830265,141
4kP954pQ2teQUd0Ctg37b27,Aurora Skies,"indie pop,dream pop",576558,69
4kP954pQ2teQUd0Ctg37b28,Back in Black,"latin pop,reggaeton",37440,138
4kP954pQ2teQUd0Ctg37b29,The River,"latin pop,reggaeton",264078,56
4kP954pQ2teQUd0Ctg37b30,The Midnight Trains,"latin pop,reggaeton",517262,163
4kP954pQ2teQUd0Ctg37b31,Cassia Moreno,"latin pop,reggaeton",714616,33
4kP954pQ2teQUd0Ctg37b32,Aurora Skies,"latin pop,reggaeton",3984138,203
4kP954pQ2teQUd0Ctg37b33,Cassia Moreno,"indie pop,dream pop",4519393,74
4kP954pQ2teQUd0Ctg37b34,The River,"indie pop,dream pop",2813876,188
4kP954pQ2teQUd0Ctg37b35,Aurora Skies,"latin pop,reggaeton",1784561,62
4kP954pQ2teQUd0Ctg37b36,The Midnight Trains,"synthwave,electronic",3860771,122
4kP954pQ2teQUd0Ctg37b37,Born to Run,"latin pop,reggaeton",2957010,156
4kP954pQ2teQUd0Ctg37b38,Back in Black,"indie pop,dream pop",3966291,89
4kP954pQ2teQUd0Ctg37b39,Born to Run,"synthwave,electronic",2710674,188
4kP954pQ2teQUd0Ctg37b40,The River,"latin pop,reggaeton",3390910,107
