page_id,property_name,property_type,value
pg_001,Status,select,Active
pg_001,Last Updated,date,2026-10-02
pg_002,Status,select,Active
pg_002,Last Updated,date,2026-10-01
pg_003,Status,select,Active
pg_004,Status,select,In Progress
pg_005,Status,select,Active
pg_006,Status,select,Active
pg_009,Status,select,In Progress
pg_010,Status,select,Not Started
pg_011,Last Updated,date,Active
pg_012,Status,select,2026-10-02
pg_013,Status,date,Not Started
pg_014,Status,date,Not Started
pg_015,Last Updated,date,Not Started
pg_016,Status,date,2026-10-02
pg_017,Last Updated,date,2026-10-01
pg_018,Status,select,2026-10-01
pg_019,Last Updated,date,Active
pg_020,Last Updated,select,In Progress
pg_021,Last Updated,select,Not Started
pg_022,Status,date,Active
pg_023,Status,date,2026-10-02
pg_024,Status,date,In Progress
pg_025,Last Updated,select,Active
pg_026,Last Updated,select,In Progress
pg_027,Last Updated,date,2026-10-02
pg_028,Last Updated,date,Not Started
pg_029,Last Updated,date,In Progress
pg_030,Last Updated,date,In Progress
pg_031,Last Updated,date,Not Started
pg_032,Status,select,Not Started
pg_033,Last Updated,select,2026-10-02
pg_034,Last Updated,date,2026-10-02
pg_035,Status,date,Active
pg_036,Last Updated,date,Not Started
pg_037,Status,select,2026-10-02
pg_038,Status,date,Not Started
pg_039,Status,select,2026-10-01
pg_040,Last Updated,select,2026-10-02
pg_041,Last Updated,date,2026-10-02
pg_042,Last Updated,select,Active
pg_043,Last Updated,date,Not Started
pg_044,Status,date,2026-10-02
pg_045,Last Updated,select,In Progress
pg_046,Status,date,2026-10-01
pg_047,Status,select,Active
pg_048,Last Updated,select,2026-10-01
pg_049,Last Updated,date,Active
pg_050,Last Updated,select,2026-10-01
pg_051,Last Updated,select,Active
pg_052,Status,date,2026-10-01
pg_053,Last Updated,select,2026-10-02
pg_054,Last Updated,select,2026-10-01
pg_055,Status,select,Active
pg_056,Status,date,Not Started
pg_057,Status,date,Not Started
pg_058,Status,date,2026-10-02
pg_059,Status,select,2026-10-02
pg_060,Status,select,2026-10-02
pg_061,Last Updated,select,Active
