app_id,user_id,scope
app_jira,okta_creed,USER
app_confluence,okta_creed,USER
app_datadog,okta_creed,USER
app_pagerduty,okta_creed,USER
app_servicenow,okta_creed,USER
app_bamboohr,okta_creed,USER
app_greenhouse,okta_creed,USER
app_gitlab_tw,okta_creed,USER
app_splunk_tw,okta_creed,USER
app_vpn_tw,okta_creed,USER
app_o365,okta_creed,USER
app_slack_tw,okta_creed,USER
app_gitlab_tw,okta_jwu,USER
app_confluence,okta_jwu,USER
app_o365,okta_jwu,USER
app_servicenow,okta_jwu,USER
app_splunk_tw,okta_jwu,USER
app_greenhouse,okta_jwu,USER
app_slack_tw,okta_jwu,USER
app_vpn_tw,okta_jwu,USER
app_gitlab_tw,okta_priya,USER
app_greenhouse,okta_priya,USER
app_servicenow,okta_priya,USER
app_o365,okta_priya,USER
app_splunk_tw,okta_priya,USER
app_jira,okta_priya,USER
app_datadog,okta_priya,USER
app_pagerduty,okta_priya,USER
app_bamboohr,okta_priya,USER
app_vpn_tw,okta_priya,USER
app_jira,okta_yuki,USER
app_o365,okta_yuki,USER
app_datadog,okta_yuki,USER
app_servicenow,okta_yuki,USER
app_pagerduty,okta_yuki,USER
app_vpn_tw,okta_yuki,USER
app_confluence,okta_yuki,USER
app_splunk_tw,okta_yuki,USER
app_gitlab_tw,okta_yuki,USER
app_vpn_tw,okta_aisha,USER
app_pagerduty,okta_aisha,USER
app_servicenow,okta_aisha,USER
app_datadog,okta_aisha,USER
app_confluence,okta_aisha,USER
app_bamboohr,okta_aisha,USER
app_greenhouse,okta_aisha,USER
app_o365,okta_aisha,USER
app_greenhouse,okta_marcus,USER
app_pagerduty,okta_marcus,USER
app_servicenow,okta_marcus,USER
app_slack_tw,okta_marcus,USER
app_vpn_tw,okta_marcus,USER
app_bamboohr,okta_marcus,USER
app_o365,okta_diego,USER
app_datadog,okta_diego,USER
app_gitlab_tw,okta_diego,USER
app_servicenow,okta_diego,USER
app_slack_tw,okta_diego,USER
app_splunk_tw,okta_diego,USER
app_vpn_tw,okta_diego,USER
app_greenhouse,okta_diego,USER
app_pagerduty,okta_diego,USER
app_pagerduty,okta_sara,USER
app_splunk_tw,okta_sara,USER
app_greenhouse,okta_sara,USER
app_bamboohr,okta_sara,USER
app_jira,okta_sara,USER
app_vpn_tw,okta_sara,USER
app_gitlab_tw,okta_sara,USER
app_confluence,okta_sara,USER
app_datadog,okta_leo,USER
app_confluence,okta_leo,USER
app_o365,okta_leo,USER
app_greenhouse,okta_leo,USER
app_pagerduty,okta_leo,USER
app_vpn_tw,okta_leo,USER
app_gitlab_tw,okta_leo,USER
app_gitlab_tw,okta_monica,USER
app_datadog,okta_monica,USER
app_o365,okta_monica,USER
app_splunk_tw,okta_monica,USER
app_vpn_tw,okta_monica,USER
app_greenhouse,okta_monica,USER
app_684f43a1,okta_37f21981,USER
app_6aef081c,okta_8a2025b4,USER
app_c438e5fe,okta_897eb9a0,USER
app_splunk_tw,okta_bda14d28,USER
app_800ba684,okta_fe86c5c6,USER
app_e8faa2e7,okta_de7a1e43,USER
app_76ffa525,okta_c87db652,USER
app_75bff286,okta_7a043bb4,USER
app_91056468,okta_78f035c3,USER
app_177348f7,okta_b13360e7,USER
app_86151491,okta_fb9c487f,USER
app_a50634a8,okta_creed,USER
app_9f194863,okta_47a2a931,USER
app_d6570fee,okta_bf9af369,USER
app_caf0ef27,okta_bbb5d161,USER
app_9ca04e49,okta_3a1dc94e,USER
app_8d73cdf2,okta_priya,USER
app_81d541c6,okta_1d7d091e,USER
app_9562219d,okta_a6f0c302,USER
app_5cf4489b,okta_d5a252c2,USER
app_8426acb2,okta_f1c6fc0c,USER
app_8483ef82,okta_417cb73d,USER
app_82eed79a,okta_9b42c92f,USER
app_1d33664b,okta_7bf5ed65,USER
app_c79d858c,okta_7a6be1a9,USER
app_d6c4ac29,okta_162c2d89,USER
app_69b2b6eb,okta_11bd4b93,USER
app_8e66bd70,okta_5d949201,USER
app_56d6db8b,okta_91b0cea4,USER
app_9ff678e8,okta_d39ccab3,USER
app_238fec66,okta_d23280f4,USER
app_c201fdf7,okta_0361e040,USER
app_25ce4296,okta_f735c184,USER
app_d6c4ac29,okta_47c7fb97,USER
app_69b2b6eb,okta_37f21981,USER
app_0ecd9e46,okta_6b59d004,USER
app_d9f082ce,okta_145e4169,USER
app_772eb3e9,okta_c17c3d70,USER
app_284e48d9,okta_3bdd990f,USER
app_5abe717a,okta_e9254ea4,USER
app_o365,okta_eec692a7,USER
app_dc8dbf07,okta_1d891be2,USER
app_19e58200,okta_764017b0,USER
app_50f9221c,okta_199a67c9,USER
app_e9ae158d,okta_a8126bff,USER
app_47d8dc51,okta_6b95cc31,USER
app_pagerduty,okta_e6929d12,USER
app_4aebba96,okta_d48a355a,USER
app_8426acb2,okta_74049e7c,USER
app_81d541c6,okta_b3481c5f,USER
app_0ecd9e46,okta_3264f3fc,USER
app_c5dbf2e6,okta_9ab5420d,USER
app_c201fdf7,okta_1d0c5a56,USER
app_c0c7b6bb,okta_4e93c3e8,USER
app_cfe8d823,okta_4c30a33d,USER
app_0835a575,okta_0361e040,USER
app_14074172,okta_e6929d12,USER
app_d344af74,okta_b15752c9,USER
app_800ba684,okta_f1c6fc0c,USER
app_ae5d6303,okta_6dba7951,USER
app_46153f1d,okta_9e3c51e8,USER
app_6aef081c,okta_0053aa0a,USER
app_9f194863,okta_a6f0c302,USER
app_0683712d,okta_e9254ea4,USER
app_4a946f0d,okta_d5a252c2,USER
app_b5a38084,okta_4921eb37,USER
app_7d489492,okta_e655514e,USER
app_d104f5cc,okta_a86ef4c6,USER
app_d104f5cc,okta_11867f12,USER
app_4941f093,okta_f73e2629,USER
app_c201fdf7,okta_37f21981,USER
app_d6c4ac29,okta_eb3fa99d,USER
app_d6922067,okta_6b95cc31,USER
app_44554872,okta_d6454657,USER
app_pagerduty,okta_988a8b47,USER
app_284e48d9,okta_eec692a7,USER
app_76ffa525,okta_fac67ecf,USER
app_56d6db8b,okta_bbb5d161,USER
app_d6e3f838,okta_1690785b,USER
app_18a4cab5,okta_9fb2236f,USER
app_14e69748,okta_e33f7638,USER
app_4a946f0d,okta_a8126bff,USER
app_dbed99c2,okta_5ee0fc29,USER
app_servicenow,okta_4921eb37,USER
app_4a3feba6,okta_b3daaacf,USER
app_18f0d72e,okta_9cb29065,USER
app_284e48d9,okta_a616be93,USER
app_76ffa525,okta_c02b643b,USER
app_214f51ea,okta_6b8b476f,USER
app_56d6db8b,okta_diego,USER
app_ad7979e3,okta_6dba7951,USER
app_50f9221c,okta_d5a252c2,USER
app_9f194863,okta_f740d0c9,USER
app_d7d70c77,okta_6dba7951,USER
app_473dc440,okta_a823e20b,USER
app_79525d2a,okta_b84aa724,USER
app_0f6b124e,okta_a86ef4c6,USER
app_d67fceb3,okta_74049e7c,USER
app_3c03f9d0,okta_7a043bb4,USER
app_4a3feba6,okta_6a0e1315,USER
app_df2cc68d,okta_361a8927,USER
app_a525d77f,okta_6afc8da1,USER
app_760b097e,okta_bf604aa1,USER
app_0835a575,okta_c41ca2a8,USER
app_e4ebc320,okta_4c30a33d,USER
app_6b24045e,okta_7b92fdbe,USER
app_41ffd510,okta_cad14833,USER
app_91056468,okta_78f035c3,USER
app_a2b5c4b7,okta_bfa698b5,USER
app_284e48d9,okta_be1a6eeb,USER
app_c6b0ca20,okta_7a043bb4,USER
app_41ffd510,okta_b58e95a1,USER
app_8522dd75,okta_e38ac5d1,USER
app_0cbf0677,okta_d23280f4,USER
app_418a21c7,okta_9e3c51e8,USER
app_c0c7b6bb,okta_be1a6eeb,USER
app_f2c44dfe,okta_01eba3c2,USER
app_dede3071,okta_8bc405fd,USER
app_8747ffb8,okta_11867f12,USER
app_75bff286,okta_yuki,USER
app_4f75cc79,okta_d8829d02,USER
app_214f51ea,okta_a1ecd812,USER
app_bamboohr,okta_bf6c9414,USER
app_7d489492,okta_6dba7951,USER
app_fd26bc00,okta_fe86c5c6,USER
app_422b52c4,okta_e75827f2,USER
app_8747ffb8,okta_c9264edb,USER
app_2b2013e1,okta_199f7785,USER
app_o365,okta_e2ee7ee5,USER
app_6aef081c,okta_74049e7c,USER
app_46153f1d,okta_c87db652,USER
app_d6e3f838,okta_de6660bb,USER
app_2aadc25b,okta_7b92fdbe,USER
app_c8e2d0fd,okta_8773d0a4,USER
app_19e58200,okta_a6f0c302,USER
app_284e48d9,okta_cad14833,USER
app_300068fc,okta_b13360e7,USER
app_e8faa2e7,okta_361a8927,USER
app_0a899e5e,okta_b13360e7,USER
app_2367b3f7,okta_e38ac5d1,USER
app_806805e6,okta_c2f6f33a,USER
app_284e48d9,okta_91b0cea4,USER
app_d7d70c77,okta_6ff97da1,USER
app_0683712d,okta_162c2d89,USER
app_0ed3b448,okta_fb9c487f,USER
app_25ce4296,okta_cda68ed1,USER
app_cc3e1839,okta_8773d0a4,USER
