id,name,id_board,pos,closed
tr_lst_001,Backlog,tr_brd_001,16384,False
tr_lst_002,In Progress,tr_brd_001,32768,False
tr_lst_003,Blocked,tr_brd_001,49152,False
tr_lst_004,Done,tr_brd_001,65536,False
tr_lst_005,Backlog,tr_brd_002,16384,False
tr_lst_006,In Progress,tr_brd_002,32768,False
tr_lst_007,Blocked,tr_brd_002,49152,False
tr_lst_008,Done,tr_brd_002,65536,False
tr_lst_009,Backlog,tr_brd_003,16384,False
tr_lst_010,In Progress,tr_brd_003,32768,False
tr_lst_011,Blocked,tr_brd_003,49152,False
tr_lst_012,Done,tr_brd_003,65536,False
tr_lst_013,Backlog,tr_brd_004,16384,False
tr_lst_014,In Progress,tr_brd_004,32768,False
tr_lst_015,Blocked,tr_brd_004,49152,False
tr_lst_016,Done,tr_brd_004,65536,False
tr_lst_017,Backlog,tr_brd_005,16384,False
tr_lst_018,In Progress,tr_brd_005,32768,False
tr_lst_019,Blocked,tr_brd_005,49152,False
tr_lst_020,Done,tr_brd_005,65536,False
tr_lst_021,Backlog,tr_brd_006,16384,False
tr_lst_022,In Progress,tr_brd_006,32768,False
tr_lst_023,Blocked,tr_brd_006,49152,False
tr_lst_024,Done,tr_brd_006,65536,False
tr_lst_025,Backlog,tr_brd_007,16384,False
tr_lst_026,In Progress,tr_brd_007,32768,False
tr_lst_027,Blocked,tr_brd_007,49152,False
tr_lst_028,Done,tr_brd_007,65536,False
tr_lst_029,Backlog,tr_brd_008,16384,False
tr_lst_030,In Progress,tr_brd_008,32768,False
tr_lst_031,Blocked,tr_brd_008,49152,False
tr_lst_032,Done,tr_brd_008,65536,False
tr_lst_033,Backlog,tr_brd_009,16384,False
tr_lst_034,In Progress,tr_brd_009,32768,False
tr_lst_035,Blocked,tr_brd_009,49152,False
tr_lst_036,Done,tr_brd_009,65536,False
tr_lst_037,Backlog,tr_brd_010,16384,False
tr_lst_038,In Progress,tr_brd_010,32768,False
tr_lst_039,Blocked,tr_brd_010,49152,False
tr_lst_040,Done,tr_brd_010,65536,False
tr_lst_041,Backlog,tr_brd_011,16384,False
tr_lst_042,In Progress,tr_brd_011,32768,False
tr_lst_043,Blocked,tr_brd_011,49152,False
tr_lst_044,Done,tr_brd_011,65536,False
tr_lst_045,Backlog,tr_brd_012,16384,False
tr_lst_046,In Progress,tr_brd_012,32768,False
tr_lst_047,Blocked,tr_brd_012,49152,False
tr_lst_048,Done,tr_brd_012,65536,False
