id,name,id_board,pos,closed
lst_q4_inbox,Inbox,brd_personal_q4,100,false
lst_q4_thisweek,This week,brd_personal_q4,200,false
lst_q4_doing,Doing,brd_personal_q4,300,false
lst_q4_done,Done,brd_personal_q4,400,false
lst_gre_backlog,Backlog,brd_gre_27,100,false
lst_gre_thisweek,This week,brd_gre_27,200,false
lst_gre_done,Done,brd_gre_27,300,false
lst_auto_0001,Review,brd_auto_003,200,false
lst_auto_0002,Review,brd_auto_004,300,false
lst_auto_0003,Inbox,brd_auto_004,400,false
lst_auto_0004,This week,brd_gre_27,500,false
lst_auto_0005,Review,brd_auto_003,600,false
lst_auto_0006,Doing,brd_personal_q4,700,false
lst_auto_0007,Backlog,brd_gre_27,100,false
lst_auto_0008,Inbox,brd_auto_003,200,false
lst_auto_0009,Done,brd_auto_003,300,false
lst_auto_0010,This week,brd_personal_q4,400,false
lst_auto_0011,Backlog,brd_gre_27,500,false
lst_auto_0012,Doing,brd_gre_27,600,false
lst_auto_0013,Done,brd_auto_003,700,false
lst_auto_0014,Done,brd_personal_q4,100,false
lst_auto_0015,Blocked,brd_auto_004,200,false
lst_auto_0016,Done,brd_personal_q4,300,false
lst_auto_0017,Inbox,brd_gre_27,400,false
lst_auto_0018,Review,brd_gre_27,500,false
lst_auto_0019,Doing,brd_personal_q4,600,false
lst_auto_0020,Review,brd_gre_27,700,false
lst_auto_0021,Backlog,brd_personal_q4,100,false
lst_auto_0022,Blocked,brd_auto_003,200,false
lst_auto_0023,This week,brd_gre_27,300,false
lst_auto_0024,Review,brd_gre_27,400,false
lst_auto_0025,Inbox,brd_personal_q4,500,false
lst_auto_0026,Inbox,brd_personal_q4,600,false
lst_auto_0027,Inbox,brd_personal_q4,700,false
lst_auto_0028,This week,brd_personal_q4,100,false
lst_auto_0029,Blocked,brd_personal_q4,200,false
lst_auto_0030,Backlog,brd_auto_003,300,false
lst_auto_0031,Done,brd_gre_27,400,false
lst_auto_0032,This week,brd_auto_003,500,false
lst_auto_0033,Blocked,brd_personal_q4,600,false
lst_auto_0034,Doing,brd_auto_003,700,false
lst_auto_0035,Inbox,brd_auto_003,100,false
lst_auto_0036,Done,brd_auto_003,200,false
lst_auto_0037,Doing,brd_gre_27,300,false
lst_auto_0038,This week,brd_personal_q4,400,false
lst_auto_0039,Doing,brd_gre_27,500,false
lst_auto_0040,Backlog,brd_gre_27,600,false
lst_auto_0041,Blocked,brd_gre_27,700,false
lst_auto_0042,This week,brd_auto_003,100,false
lst_auto_0043,Inbox,brd_auto_003,200,false
lst_auto_0044,This week,brd_auto_003,300,false
lst_auto_0045,Backlog,brd_gre_27,400,false
lst_auto_0046,Backlog,brd_auto_004,500,false
lst_auto_0047,Review,brd_personal_q4,600,false
lst_auto_0048,Doing,brd_auto_003,700,false
lst_auto_0049,Review,brd_personal_q4,100,false
lst_auto_0050,Review,brd_gre_27,200,false
lst_auto_0051,Backlog,brd_auto_003,300,false
lst_auto_0052,This week,brd_personal_q4,400,false
lst_auto_0053,This week,brd_auto_004,500,false
lst_auto_0054,Done,brd_personal_q4,600,false
lst_auto_0055,This week,brd_gre_27,700,false
lst_auto_0056,Backlog,brd_gre_27,100,false
