city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
4931972,800,Clear,clear sky,01d,17.15,15.43,14.52,18.79,1019,54,5.63,18,72,9116,1781461800
5754447,801,Clouds,few clouds,02d,21.52,19.75,19.78,23.08,1019,58,2.91,240,61,8455,1781461800
5616268,500,Rain,light rain,10d,15.29,13.95,12.61,16.94,1011,83,4.29,328,85,7541,1781461800
5642578,803,Clouds,broken clouds,04d,20.03,19.14,18.69,21.18,1019,56,5.12,307,31,8028,1781461800
5113237,802,Clouds,scattered clouds,03d,20.60,20.05,17.74,22.98,1023,76,7.71,256,16,7920,1781461800
5090174,801,Clouds,few clouds,02d,13.10,11.20,10.80,14.50,1015,62,4.50,290,45,9000,1781461800
4835797,800,Clear,clear sky,01d,18.40,16.80,16.20,19.90,1018,52,3.20,180,20,8500,1781461800
4930956,800,Clear,clear sky,01d,12.09,10.25,9.10,14.92,1006,76,8.69,225,36,9631,1781461800
4951305,801,Clouds,few clouds,02d,15.21,14.20,13.96,16.83,1017,46,5.70,285,1,9600,1781461800
4930261,802,Clouds,scattered clouds,03d,25.18,24.66,22.95,27.82,1005,48,7.66,50,11,6001,1781461800
4943351,500,Rain,light rain,10d,6.96,5.83,5.43,8.16,1012,57,8.71,211,29,8174,1781461800
4948462,800,Clear,clear sky,01d,29.28,28.03,27.89,30.43,1029,83,8.54,11,24,9440,1781461800
4952487,801,Clouds,few clouds,02d,27.18,26.96,24.71,28.78,1011,76,7.30,319,22,9169,1781461800
4945121,801,Clouds,few clouds,02d,20.67,19.81,18.55,21.76,1015,84,2.76,336,42,8448,1781461800
4938378,741,Fog,fog,50d,23.00,22.42,20.02,25.24,1028,48,9.55,109,8,9046,1781461800
5278052,741,Fog,fog,50d,25.47,24.11,24.16,27.20,1029,43,2.81,319,40,7286,1781461800
5224151,801,Clouds,few clouds,02d,24.42,22.42,21.88,26.45,1028,60,1.21,300,30,7738,1781461800
4943828,803,Clouds,broken clouds,04d,5.88,5.10,3.99,7.50,1020,79,5.88,337,92,8829,1781461800
4839366,802,Clouds,scattered clouds,03d,22.64,21.42,19.88,25.42,1006,84,2.14,263,54,6847,1781461800
5100280,803,Clouds,broken clouds,04d,15.64,14.62,12.66,18.35,1015,51,6.16,100,25,7830,1781461800
4560349,802,Clouds,scattered clouds,03d,9.28,7.99,6.75,12.12,1022,63,5.37,123,46,7610,1781461800
4140963,803,Clouds,broken clouds,04d,13.60,13.01,12.28,15.87,1006,58,2.87,255,57,9582,1781461800
4347778,802,Clouds,scattered clouds,03d,17.61,15.68,14.74,19.25,1024,56,4.04,131,64,7831,1781461800
