id,name,country,state,lat,lon,timezone
4931972,Cambridge,US,MA,42.3601,-71.0589,-14400
5754447,New York,US,NY,40.7128,-74.0060,-14400
5616268,Springfield,US,MA,42.1015,-72.5898,-14400
5642578,Atlanta,US,GA,33.7490,-84.3880,-14400
5113237,Denver,US,CO,39.7392,-104.9903,-21600
5090174,White Mountains,US,NH,44.2706,-71.3033,-14400
4835797,Stamford,US,CT,41.0534,-73.5387,-14400
4930956,Boston,US,MA,42.3584,-71.0598,-14400
4951305,Somerville,US,MA,42.3876,-71.0995,-14400
4930261,Brookline,US,MA,42.3318,-71.1212,-14400
4943351,Medford,US,MA,42.4184,-71.1062,-14400
4948462,Newton,US,MA,42.3370,-71.2092,-14400
4952487,Waltham,US,MA,42.3765,-71.2356,-14400
4945121,Quincy,US,MA,42.2529,-71.0023,-14400
4938378,Lowell,US,MA,42.6334,-71.3162,-14400
5278052,Worcester,US,MA,42.2626,-71.8023,-14400
5224151,Providence,US,RI,41.8240,-71.4128,-14400
4943828,Hartford,US,CT,41.7658,-72.6734,-14400
4839366,New Haven,US,CT,41.3083,-72.9279,-14400
5100280,Newark,US,NJ,40.7357,-74.1724,-14400
4560349,Philadelphia,US,PA,39.9526,-75.1652,-14400
4140963,Washington,US,DC,38.9072,-77.0369,-14400
4347778,Baltimore,US,MD,39.2904,-76.6122,-14400
5809844,Seattle,US,WA,47.6062,-122.3321,-25200
5391959,San Francisco,US,CA,37.7749,-122.4194,-25200
5368361,Los Angeles,US,CA,34.0522,-118.2437,-25200
5308655,Phoenix,US,AZ,33.4484,-112.0740,-25200
4699066,Houston,US,TX,29.7604,-95.3698,-18000
4671654,Austin,US,TX,30.2672,-97.7431,-18000
4887398,Chicago,US,IL,41.8781,-87.6298,-18000
4990729,Detroit,US,MI,42.3314,-83.0458,-14400
5045360,Minneapolis,US,MN,44.9778,-93.2650,-18000
4780011,Richmond,US,VA,37.5407,-77.4360,-14400
4460243,Charlotte,US,NC,35.2271,-80.8431,-14400
4644585,Nashville,US,TN,36.1627,-86.7816,-18000
4998018,Grand Rapids,US,MI,42.9634,-85.6681,-14400
5128581,Manhattan,US,NY,40.7831,-73.9712,-14400
5106834,Albany,US,NY,42.6526,-73.7562,-14400
5202765,Pittsburgh,US,PA,40.4406,-79.9959,-14400
4509177,Columbus,US,OH,39.9612,-82.9988,-14400
4508722,Cleveland,US,OH,41.4993,-81.6944,-14400
4691930,Dallas,US,TX,32.7767,-96.7970,-18000
5454711,Albuquerque,US,NM,35.0844,-106.6504,-21600
5506956,Las Vegas,US,NV,36.1699,-115.1398,-25200
5746545,Portland,US,OR,45.5152,-122.6784,-25200
5879400,Anchorage,US,AK,61.2181,-149.9003,-32400
4164138,Miami,US,FL,25.7617,-80.1918,-14400
4460162,Raleigh,US,NC,35.7796,-78.6382,-14400
4487042,Greensboro,US,NC,36.0726,-79.7920,-14400
5391811,San Diego,US,CA,32.7157,-117.1611,-25200
5392171,San Jose,US,CA,37.3382,-121.8863,-25200
4517009,Cincinnati,US,OH,39.1031,-84.5120,-14400
4544349,Tulsa,US,OK,36.1540,-95.9928,-18000
4691585,Fort Worth,US,TX,32.7555,-97.3308,-18000
5811696,Spokane,US,WA,47.6588,-117.4260,-25200
5786882,Bellevue,US,WA,47.6101,-122.2015,-25200
4614088,Memphis,US,TN,35.1495,-90.0490,-18000
5074472,Omaha,US,NE,41.2565,-95.9345,-18000
4393217,Kansas City,US,MO,39.0997,-94.5786,-18000
5263045,Milwaukee,US,WI,43.0389,-87.9065,-18000
4335045,New Orleans,US,LA,29.9511,-90.0715,-18000
4218390,Savannah,US,GA,32.0809,-81.0912,-14400
5419384,Aurora,US,CO,39.7294,-104.8319,-21600
4180439,Marietta,US,GA,33.9526,-84.5499,-14400
5525577,San Antonio,US,TX,29.4241,-98.4936,-18000
5713376,Eugene,US,OR,44.0521,-123.0868,-25200
