campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
camp-2025-update,120,300,95,0.79,60,40,0.33,1,0
campai-00002,1001,845,1001,1001.0,607,1001,1001.0,1001,1001
campai-00003,1002,97,1002,1002.0,716,1002,1002.0,1002,1002
campai-00004,1003,68,1003,1003.0,634,1003,1003.0,1003,1003
campai-00005,1004,772,1004,1004.0,802,1004,1004.0,1004,1004
campai-00006,1005,101,1005,1005.0,801,1005,1005.0,1005,1005
campai-00007,1006,862,1006,1006.0,124,1006,1006.0,1006,1006
campai-00008,1007,832,1007,1007.0,433,1007,1007.0,1007,1007
campai-00009,1008,172,1008,1008.0,606,1008,1008.0,1008,1008
campai-00010,1009,347,1009,1009.0,780,1009,1009.0,1009,1009
campai-00011,1010,657,1010,1010.0,199,1010,1010.0,1010,1010
campai-00012,1011,440,1011,1011.0,748,1011,1011.0,1011,1011
campai-00013,1012,90,1012,1012.0,314,1012,1012.0,1012,1012
campai-00014,1013,688,1013,1013.0,451,1013,1013.0,1013,1013
campai-00015,1014,121,1014,1014.0,204,1014,1014.0,1014,1014
campai-00016,1015,835,1015,1015.0,190,1015,1015.0,1015,1015
campai-00017,1016,871,1016,1016.0,167,1016,1016.0,1016,1016
campai-00018,1017,520,1017,1017.0,321,1017,1017.0,1017,1017
campai-00019,1018,623,1018,1018.0,180,1018,1018.0,1018,1018
campai-00020,1019,249,1019,1019.0,466,1019,1019.0,1019,1019
campai-00021,1020,198,1020,1020.0,633,1020,1020.0,1020,1020
campai-00022,1021,368,1021,1021.0,278,1021,1021.0,1021,1021
campai-00023,1022,651,1022,1022.0,689,1022,1022.0,1022,1022
campai-00024,1023,321,1023,1023.0,628,1023,1023.0,1023,1023
campai-00025,1024,512,1024,1024.0,536,1024,1024.0,1024,1024
campai-00026,1025,600,1025,1025.0,586,1025,1025.0,1025,1025
campai-00027,1026,478,1026,1026.0,806,1026,1026.0,1026,1026
campai-00028,1027,276,1027,1027.0,826,1027,1027.0,1027,1027
campai-00029,1028,464,1028,1028.0,593,1028,1028.0,1028,1028
campai-00030,1029,166,1029,1029.0,389,1029,1029.0,1029,1029
campai-00031,1030,389,1030,1030.0,115,1030,1030.0,1030,1030
campai-00032,1031,14,1031,1031.0,733,1031,1031.0,1031,1031
campai-00033,1032,310,1032,1032.0,166,1032,1032.0,1032,1032
campai-00034,1033,504,1033,1033.0,195,1033,1033.0,1033,1033
campai-00035,1034,127,1034,1034.0,608,1034,1034.0,1034,1034
campai-00036,1035,72,1035,1035.0,738,1035,1035.0,1035,1035
campai-00037,1036,574,1036,1036.0,640,1036,1036.0,1036,1036
campai-00038,1037,33,1037,1037.0,667,1037,1037.0,1037,1037
campai-00039,1038,333,1038,1038.0,806,1038,1038.0,1038,1038
campai-00040,1039,473,1039,1039.0,78,1039,1039.0,1039,1039
campai-00041,1040,13,1040,1040.0,345,1040,1040.0,1040,1040
campai-00042,1041,332,1041,1041.0,301,1041,1041.0,1041,1041
campai-00043,1042,194,1042,1042.0,329,1042,1042.0,1042,1042
campai-00044,1043,657,1043,1043.0,272,1043,1043.0,1043,1043
campai-00045,1044,362,1044,1044.0,895,1044,1044.0,1044,1044
campai-00046,1045,137,1045,1045.0,315,1045,1045.0,1045,1045
campai-00047,1046,564,1046,1046.0,404,1046,1046.0,1046,1046
campai-00048,1047,733,1047,1047.0,560,1047,1047.0,1047,1047
campai-00049,1048,286,1048,1048.0,57,1048,1048.0,1048,1048
campai-00050,1049,30,1049,1049.0,417,1049,1049.0,1049,1049
campai-00051,1050,841,1050,1050.0,534,1050,1050.0,1050,1050
campai-00052,1051,773,1051,1051.0,45,1051,1051.0,1051,1051
campai-00053,1052,466,1052,1052.0,794,1052,1052.0,1052,1052
campai-00054,1053,496,1053,1053.0,63,1053,1053.0,1053,1053
campai-00055,1054,441,1054,1054.0,553,1054,1054.0,1054,1054
campai-00056,1055,257,1055,1055.0,58,1055,1055.0,1055,1055
campai-00057,1056,3,1056,1056.0,772,1056,1056.0,1056,1056
campai-00058,1057,167,1057,1057.0,541,1057,1057.0,1057,1057
campai-00059,1058,865,1058,1058.0,43,1058,1058.0,1058,1058
campai-00060,1059,587,1059,1059.0,880,1059,1059.0,1059,1059
campai-00061,1060,314,1060,1060.0,858,1060,1060.0,1060,1060
