id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb_tx_buy_btc_1,cb_acc_btc,buy,completed,0.0148,BTC,1200.00,USD,Initial BTC purchase,2022-04-11T18:22:00Z
cb_tx_buy_eth_1,cb_acc_eth,buy,completed,0.291,ETH,800.00,USD,ETH accumulation,2022-05-02T10:15:00Z
cb_tx_send_usdc_1,cb_acc_usdc,send,completed,-100.00,USDC,-100.00,USD,Test transfer,2023-06-14T11:00:00Z
cb_tx_09f333fae568,cb_acc_793eabf2b2,buy,pending,0.253594,XRP,6009.51,USD,Federal teacher public heart.,2023-11-06T19:42:00Z
cb_tx_802a05b32b49,cb_acc_887f01c7c6,buy,pending,0.440088,ATOM,14736.55,USD,Someone identify go wish or.,2025-09-06T15:01:00Z
cb_tx_2ceb3cd48392,cb_acc_a36b356d68,sell,completed,-0.324753,ATOM,-9811.29,USD,Condition gas gas radio card church field me.,2024-07-10T20:44:00Z
cb_tx_628ae91f183d,cb_acc_c6d990df75,staking_reward,completed,0.313997,XLM,8839.54,USD,Oil again relate all.,2024-01-22T17:03:00Z
cb_tx_1c47a5c998c1,cb_acc_a2802f7a27,send,completed,-0.303864,ADA,-820.46,USD,Pm must material wear night.,2024-04-02T06:06:00Z
cb_tx_82ab7bfe570d,cb_acc_3532cd3eb0,send,completed,-0.025204,BCH,-245.93,USD,Page tree somebody especially.,2023-03-31T19:22:00Z
cb_tx_0867f98eeb2c,cb_acc_56d3f83a98,buy,pending,0.231935,XRP,2415.92,USD,Student study him at paper.,2025-06-19T08:21:00Z
cb_tx_06f749bbf558,cb_acc_a921d65a01,staking_reward,completed,0.368404,DOGE,13613.31,USD,Magazine southern summer head.,2022-09-26T22:52:00Z
cb_tx_713239eb2510,cb_acc_f12ddf6e53,sell,completed,-0.496767,LTC,-6115.56,USD,Respond interesting product involve.,2023-05-17T14:23:00Z
cb_tx_9606588abdfd,cb_acc_3c4333ccef,receive,completed,0.093933,DOGE,2248.09,USD,Behavior cup human side.,2025-04-21T16:24:00Z
cb_tx_0acf77ec67f5,cb_acc_64d7d5c892,send,completed,-0.355759,ADA,-12657.79,USD,Stay teach visit build.,2023-10-15T16:32:00Z
cb_tx_f66a0d65689c,cb_acc_7b389cc487,sell,pending,-0.215804,DOGE,-8081.95,USD,Big also news democratic message.,2026-03-24T19:18:00Z
cb_tx_7e647d84b1f8,cb_acc_6a595ab5f6,receive,completed,0.029130,BCH,24.41,USD,Body consumer hour.,2024-07-12T07:55:00Z
cb_tx_a41100b99458,cb_acc_b767f536a5,sell,completed,-0.217464,LINK,-3077.26,USD,Born north purpose red reality.,2024-01-02T17:49:00Z
cb_tx_86c6d390cd2f,cb_acc_7363d93ebe,staking_reward,completed,0.279966,XRP,9282.48,USD,Evidence speech series organization former base help.,2022-07-29T14:50:00Z
cb_tx_57f86eb6b5d3,cb_acc_3442b1dcac,staking_reward,completed,0.145963,ALGO,4828.09,USD,Church choice board language near describe.,2025-07-23T13:34:00Z
cb_tx_1b983f0dc589,cb_acc_9b22d57e4a,send,completed,-0.437627,ATOM,-674.37,USD,Happen dog forget standard board friend.,2023-04-01T07:33:00Z
cb_tx_fcb74dd2cf35,cb_acc_a921d65a01,receive,pending,0.285228,DOGE,9728.80,USD,Before Congress table far wall huge during mean.,2022-12-26T18:40:00Z
cb_tx_d68fc3510027,cb_acc_68d5ff2566,sell,completed,-0.294400,ATOM,-66.68,USD,Reduce yes growth tell world sister through.,2024-01-13T14:23:00Z
cb_tx_bf60dea86cd0,cb_acc_feaad9f58d,staking_reward,completed,0.225875,DOGE,7860.92,USD,Body agree information budget door matter economy.,2025-02-22T08:41:00Z
cb_tx_8aa8238e7275,cb_acc_8588cc90b7,sell,completed,-0.405116,XLM,-3971.82,USD,Cost over system food.,2023-08-11T10:08:00Z
cb_tx_e3700a5f8e76,cb_acc_59dbc01971,sell,pending,-0.343253,MATIC,-6917.69,USD,Nothing parent usually line.,2026-10-25T22:27:00Z
cb_tx_ac892afd4024,cb_acc_ab8947f7b9,send,completed,-0.485915,LINK,-13955.53,USD,Medical probably beautiful maintain wait.,2026-06-27T15:17:00Z
cb_tx_34c57ae04479,cb_acc_20f9a0bbc6,sell,completed,-0.423691,XLM,-10519.89,USD,Center table note leave.,2026-09-05T12:30:00Z
