playlist_id,name,description,owner_id,public,collaborative
playlist_id_1000,Shop Motown Mix,description 0,user-natalie,false,false
playlist_id_noise_500,name 500,description 500,owner_id_1500,false,false
playlist_id_noise_501,name 501,description 501,owner_id_1501,false,false
playlist_id_noise_502,name 502,description 502,owner_id_1502,false,false
playlist_id_noise_503,name 503,description 503,owner_id_1503,false,false
playlist_id_noise_504,name 504,description 504,owner_id_1504,false,false
playlist_id_noise_505,name 505,description 505,owner_id_1505,false,false
playlist_id_noise_506,name 506,description 506,owner_id_1506,false,false
playlist_id_noise_507,name 507,description 507,owner_id_1507,false,false
playlist_id_noise_508,name 508,description 508,owner_id_1508,false,false
playlist_id_noise_509,name 509,description 509,owner_id_1509,false,false
playlist_id_noise_510,name 510,description 510,owner_id_1510,false,false
playlist_id_noise_511,name 511,description 511,owner_id_1511,false,false
playlist_id_noise_512,name 512,description 512,owner_id_1512,false,false
playlist_id_noise_513,name 513,description 513,owner_id_1513,false,false
playlist_id_noise_514,name 514,description 514,owner_id_1514,false,false
playlist_id_noise_515,name 515,description 515,owner_id_1515,false,false
playlist_id_noise_516,name 516,description 516,owner_id_1516,false,false
playlist_id_noise_517,name 517,description 517,owner_id_1517,false,false
playlist_id_noise_518,name 518,description 518,owner_id_1518,false,false
playlist_id_noise_519,name 519,description 519,owner_id_1519,false,false
playlist_id_noise_520,name 520,description 520,owner_id_1520,false,false
playlist_id_noise_521,name 521,description 521,owner_id_1521,false,false
playlist_id_noise_522,name 522,description 522,owner_id_1522,false,false
playlist_id_noise_523,name 523,description 523,owner_id_1523,false,false
playlist_id_noise_524,name 524,description 524,owner_id_1524,false,false
playlist_id_noise_525,name 525,description 525,owner_id_1525,false,false
playlist_id_noise_526,name 526,description 526,owner_id_1526,false,false
playlist_id_noise_527,name 527,description 527,owner_id_1527,false,false
playlist_id_noise_528,name 528,description 528,owner_id_1528,false,false
