album_id,name,artist_id,album_type,release_date,total_tracks,label
album_id_1000,Greatest Hits,art-01,album_type 0,1966-11-01,14,label 0
album_id_noise_500,name 500,artist_id_1500,album_type 500,2026-06-01T09:00:00Z,0,label 500
album_id_noise_501,name 501,artist_id_1501,album_type 501,2026-06-01T09:00:00Z,0,label 501
album_id_noise_502,name 502,artist_id_1502,album_type 502,2026-06-01T09:00:00Z,0,label 502
album_id_noise_503,name 503,artist_id_1503,album_type 503,2026-06-01T09:00:00Z,0,label 503
album_id_noise_504,name 504,artist_id_1504,album_type 504,2026-06-01T09:00:00Z,0,label 504
album_id_noise_505,name 505,artist_id_1505,album_type 505,2026-06-01T09:00:00Z,0,label 505
album_id_noise_506,name 506,artist_id_1506,album_type 506,2026-06-01T09:00:00Z,0,label 506
album_id_noise_507,name 507,artist_id_1507,album_type 507,2026-06-01T09:00:00Z,0,label 507
album_id_noise_508,name 508,artist_id_1508,album_type 508,2026-06-01T09:00:00Z,0,label 508
album_id_noise_509,name 509,artist_id_1509,album_type 509,2026-06-01T09:00:00Z,0,label 509
album_id_noise_510,name 510,artist_id_1510,album_type 510,2026-06-01T09:00:00Z,0,label 510
album_id_noise_511,name 511,artist_id_1511,album_type 511,2026-06-01T09:00:00Z,0,label 511
album_id_noise_512,name 512,artist_id_1512,album_type 512,2026-06-01T09:00:00Z,0,label 512
album_id_noise_513,name 513,artist_id_1513,album_type 513,2026-06-01T09:00:00Z,0,label 513
album_id_noise_514,name 514,artist_id_1514,album_type 514,2026-06-01T09:00:00Z,0,label 514
album_id_noise_515,name 515,artist_id_1515,album_type 515,2026-06-01T09:00:00Z,0,label 515
album_id_noise_516,name 516,artist_id_1516,album_type 516,2026-06-01T09:00:00Z,0,label 516
album_id_noise_517,name 517,artist_id_1517,album_type 517,2026-06-01T09:00:00Z,0,label 517
album_id_noise_518,name 518,artist_id_1518,album_type 518,2026-06-01T09:00:00Z,0,label 518
album_id_noise_519,name 519,artist_id_1519,album_type 519,2026-06-01T09:00:00Z,0,label 519
album_id_noise_520,name 520,artist_id_1520,album_type 520,2026-06-01T09:00:00Z,0,label 520
album_id_noise_521,name 521,artist_id_1521,album_type 521,2026-06-01T09:00:00Z,0,label 521
album_id_noise_522,name 522,artist_id_1522,album_type 522,2026-06-01T09:00:00Z,0,label 522
album_id_noise_523,name 523,artist_id_1523,album_type 523,2026-06-01T09:00:00Z,0,label 523
album_id_noise_524,name 524,artist_id_1524,album_type 524,2026-06-01T09:00:00Z,0,label 524
album_id_noise_525,name 525,artist_id_1525,album_type 525,2026-06-01T09:00:00Z,0,label 525
album_id_noise_526,name 526,artist_id_1526,album_type 526,2026-06-01T09:00:00Z,0,label 526
album_id_noise_527,name 527,artist_id_1527,album_type 527,2026-06-01T09:00:00Z,0,label 527
album_id_noise_528,name 528,artist_id_1528,album_type 528,2026-06-01T09:00:00Z,0,label 528
