tableId,id,name,type
tblProjects00001,fldProjName00001,Name,singleLineText
tblProjects00001,fldProjStatus001,Status,singleSelect
tblProjects00001,fldProjClient001,Owner,singleLineText
tblProjects00001,fldProjBid000001,Budget,number
tblTasks00000001,fldTaskName00001,Name,singleLineText
tblTasks00000001,fldTaskStatus001,Status,singleSelect
tblTasks00000001,fldTaskProject01,Project,singleLineText
tblTasks00000001,fldTaskHours0001,EstimateHours,number
tblTasks00000001,fldTaskDone00001,Done,checkbox
tblContacts00001,fldContactNm0001,Name,singleLineText
tblContacts00001,fldContactEml001,Email,email
tblContacts00001,fldContactCo0001,Company,singleLineText
tblContacts00001,fldContactRl0001,Role,singleLineText
tblBirthdays0001,fldBdayName00001,Name,singleLineText
tblBirthdays0001,fldBdayDate00001,Date,date
tblBirthdays0001,fldBdayReltn0001,Relation,singleLineText
tblReading000001,fldReadTitle0001,Title,singleLineText
tblReading000001,fldReadAuthor001,Author,singleLineText
tblReading000001,fldReadStatus001,Status,singleSelect
tblRecipes000001,fldRcpName000001,Name,singleLineText
tblRecipes000001,fldRcpCateg00001,Category,singleSelect
tblRecipes000001,fldRcpSource0001,Source,singleLineText
