page_id,property_name,property_type,value
np_foodcost,target_percentage,number,30
np_foodcost,actual_percentage,number,32
np_foodcost,variance,text,2% over target - investigate produce cost increases
np_prop2,current_rent,number,2000
np_prop2,proposed_rent,number,2100
np_prop2,status,select,Pending Aaron Decision
np_party_budget,total_budget,number,2200
np_party_budget,category,text,Food and beverage catering
np_0100,category,text,210
np_0101,priority,number,904
np_0102,amount,text,753
np_0103,category,select,697
np_0104,status,number,616
np_0105,priority,number,656
np_0106,priority,select,394
np_0107,priority,select,326
np_0108,amount,select,944
np_0109,category,text,419
np_0110,status,text,480
np_0111,amount,text,823
np_0112,amount,number,137
np_0113,status,select,598
np_0114,category,text,365
np_0115,amount,text,457
np_0116,amount,number,532
np_0117,amount,select,158
np_0118,amount,number,274
np_0119,priority,text,65
np_0120,category,number,398
np_0121,amount,text,251
np_0122,category,text,699
np_0123,amount,select,266
np_0124,category,text,438
np_0125,category,text,586
np_0126,priority,number,485
np_0127,amount,text,846
np_0128,category,text,328
np_0129,priority,select,845
np_0130,priority,text,248
np_0131,category,select,832
np_0132,priority,select,815
np_0133,priority,text,315
np_0134,status,text,678
np_0135,amount,number,95
np_0136,category,text,114
np_0137,status,select,1000
np_0138,priority,select,991
np_0139,category,select,364
np_0140,amount,number,9
np_0141,status,text,36
np_0142,category,select,736
np_0143,category,text,639
np_0144,status,select,966
np_0145,priority,number,644
np_0146,category,select,980
np_0147,priority,number,827
np_0148,status,number,987
np_0149,priority,number,681
np_0150,amount,text,613
np_0151,amount,number,657
np_0152,amount,number,585
np_0153,category,text,880
np_0154,category,number,787
np_0155,priority,number,443
np_0156,category,select,594
np_0157,status,text,45
np_0158,priority,text,573
np_0159,category,select,270
np_0160,category,number,133
np_0161,status,select,745
np_0162,status,select,55
np_0163,category,text,115
np_0164,status,number,561
np_0165,category,select,634
np_0166,amount,text,35
np_0167,category,select,754
np_0168,status,number,951
np_0169,amount,number,431
np_0170,priority,select,970
np_0171,priority,number,448
np_0172,amount,text,363
np_0173,status,number,70
np_0174,category,select,546
np_0175,priority,number,507
np_0176,category,number,976
np_0177,category,select,160
np_0178,amount,number,139
np_0179,category,select,834
np_0180,category,select,226
np_0181,status,number,270
np_0182,status,number,815
np_0183,amount,select,975
np_0184,status,select,534
np_0185,amount,text,56
np_0186,amount,select,667
np_0187,category,select,561
np_0188,status,select,311
np_0189,amount,number,682
np_0190,priority,text,181
np_0191,category,text,89
np_0192,status,text,940
np_0193,category,text,810
np_0194,status,text,535
np_0195,status,select,623
np_0196,category,number,307
np_0197,category,text,293
np_0198,category,text,888
np_0199,status,number,637
np_0200,category,select,913
np_0201,status,number,770
np_0202,amount,select,749
np_0203,category,number,685
np_0204,status,number,383
np_0205,amount,select,861
np_0206,amount,text,468
np_0207,priority,number,307
np_0208,status,select,159
np_0209,amount,text,668
np_0210,status,text,578
np_0211,priority,number,700
np_0212,priority,text,712
np_0213,category,text,758
np_0214,category,select,121
np_0215,priority,select,552
np_0216,category,number,972
np_0217,priority,number,219
np_0218,amount,number,273
np_0219,status,number,846
np_0220,status,number,795
np_0221,priority,select,308
np_0222,status,text,14
np_0223,status,number,517
np_0224,amount,select,496
np_0225,amount,text,341
np_0226,priority,number,902
np_0227,priority,number,788
np_0228,priority,select,644
np_0229,category,select,175
np_0230,category,text,121
np_0231,amount,select,536
np_0232,priority,number,652
np_0233,amount,select,35
np_0234,amount,select,971
np_0235,category,number,238
np_0236,amount,select,55
np_0237,priority,number,129
np_0238,category,select,279
np_0239,status,text,180
np_0240,status,text,659
np_0241,category,text,656
np_0242,amount,text,621
np_0243,category,number,199
np_0244,amount,number,559
np_0245,category,text,263
np_0246,category,text,697
np_0247,amount,number,952
np_0248,priority,select,418
np_0249,status,text,471
np_0250,priority,select,919
np_0251,amount,number,949
np_0252,priority,number,407
np_0253,amount,select,739
np_0254,category,number,414
np_0255,amount,select,239
np_0256,amount,text,902
np_0257,category,select,419
np_0258,amount,text,892
np_0259,amount,select,615
np_0260,category,number,727
np_0261,category,select,79
np_0262,status,select,390
np_0263,category,text,133
np_0264,priority,number,652
np_0265,status,number,308
np_0266,priority,text,22
np_0267,status,select,420
np_0268,status,number,169
