id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cbt_0000,buy,pending,4.529491,ETH,32606.92,USD,2026-01-03T15:58:38Z,Transaction 0,cba_0120
cbt_0001,sell,pending,2.584483,USD,5037.35,USD,2026-01-30T18:22:32Z,Transaction 1,cba_0033
cbt_0002,buy,completed,0.990374,ETH,44654.9,USD,2026-09-11T03:53:19Z,Transaction 2,cba_0026
cbt_0003,sell,completed,1.487538,BTC,28670.98,USD,2026-02-13T18:39:53Z,Transaction 3,cba_0147
cbt_0004,sell,completed,1.558894,ETH,44745.85,USD,2026-01-02T17:13:51Z,Transaction 4,cba_0013
cbt_0005,receive,completed,0.430678,USD,40086.84,USD,2026-08-09T22:09:32Z,Transaction 5,cba_0146
cbt_0006,receive,completed,4.131308,BTC,8113.46,USD,2026-07-12T20:53:09Z,Transaction 6,cba_0123
cbt_0007,buy,pending,1.291966,BTC,38342.03,USD,2026-04-13T02:55:54Z,Transaction 7,cba_0103
cbt_0008,sell,pending,0.731036,ETH,949.35,USD,2026-03-21T00:59:24Z,Transaction 8,cba_0036
cbt_0009,sell,completed,0.980445,ETH,27873.51,USD,2026-05-03T22:50:16Z,Transaction 9,cba_0077
cbt_0010,sell,completed,3.457008,ETH,25785.59,USD,2026-07-29T20:30:08Z,Transaction 10,cba_0086
cbt_0011,sell,completed,0.786469,ETH,20020.56,USD,2026-02-21T13:44:02Z,Transaction 11,cba_0040
cbt_0012,send,pending,3.528828,USD,25167.18,USD,2026-04-07T01:14:43Z,Transaction 12,cba_0014
cbt_0013,buy,pending,2.859364,USD,3825.99,USD,2026-10-09T21:36:49Z,Transaction 13,cba_0142
cbt_0014,sell,completed,3.963791,ETH,23333.02,USD,2026-06-27T02:53:15Z,Transaction 14,cba_0094
cbt_0015,receive,completed,0.03583,USD,20688.86,USD,2026-06-15T12:53:29Z,Transaction 15,cba_0087
cbt_0016,receive,pending,0.138497,BTC,49801.04,USD,2026-02-23T14:39:41Z,Transaction 16,cba_0070
cbt_0017,buy,completed,1.757579,USD,29243.67,USD,2026-07-31T11:56:38Z,Transaction 17,cba_0046
cbt_0018,receive,pending,2.231205,ETH,15704.54,USD,2026-05-28T19:54:56Z,Transaction 18,cba_0046
cbt_0019,buy,completed,0.355929,USD,30986.54,USD,2026-04-06T01:24:32Z,Transaction 19,cba_0119
cbt_0020,receive,pending,0.334722,BTC,17820.28,USD,2026-09-23T18:35:49Z,Transaction 20,cba_0033
cbt_0021,receive,pending,4.452978,BTC,19618.8,USD,2026-06-12T20:45:36Z,Transaction 21,cba_0056
cbt_0022,sell,completed,2.226052,USD,36797.61,USD,2026-07-07T00:05:14Z,Transaction 22,cba_0137
cbt_0023,send,completed,0.589414,ETH,9730.99,USD,2026-09-11T01:32:38Z,Transaction 23,cba_0050
cbt_0024,sell,pending,4.75261,USD,16313.52,USD,2026-01-19T20:19:26Z,Transaction 24,cba_0043
cbt_0025,buy,pending,2.047328,USD,37479.07,USD,2026-01-31T12:16:43Z,Transaction 25,cba_0016
