id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
cba_0000,Account 0,BTC,3.1198645,46189.31,wallet,true,2026-08-14T20:32:14Z,2026-03-26T09:21:20Z,USD,48921.84
cba_0001,Account 1,USD,0.95189972,43288.29,wallet,true,2026-08-31T01:37:01Z,2026-02-22T20:58:50Z,USD,26128.76
cba_0002,Account 2,USD,0.69499692,18169.31,wallet,true,2026-02-17T23:50:25Z,2026-07-28T23:41:55Z,USD,22897.25
cba_0003,Account 3,USD,0.30997124,5614.97,wallet,true,2026-04-21T05:26:14Z,2026-02-08T22:37:10Z,USD,1192.31
cba_0004,Account 4,BTC,7.09979364,34862.49,wallet,true,2026-10-08T10:50:35Z,2026-02-28T23:22:54Z,USD,15922.02
cba_0005,Account 5,ETH,9.49858265,10065.23,wallet,true,2026-01-20T23:15:20Z,2026-08-06T07:43:44Z,USD,16017.23
cba_0006,Account 6,USD,8.76453715,39682.72,wallet,true,2026-04-27T13:46:29Z,2026-03-31T02:15:52Z,USD,20177.08
cba_0007,Account 7,BTC,6.10680901,17538.44,wallet,true,2026-06-23T09:42:05Z,2026-01-17T06:02:57Z,USD,19905.15
cba_0008,Account 8,USD,0.99538108,42417.43,wallet,true,2026-05-03T06:54:26Z,2026-05-18T06:07:40Z,USD,18565.58
cba_0009,Account 9,ETH,8.8382814,35950.55,wallet,true,2026-03-04T16:58:11Z,2026-01-02T07:12:02Z,USD,15660.57
cba_0010,Account 10,ETH,8.23548846,14139.89,wallet,true,2026-09-15T17:29:51Z,2026-06-17T01:03:56Z,USD,22917.98
cba_0011,Account 11,BTC,6.09099444,31636.82,wallet,true,2026-08-01T05:59:49Z,2026-04-06T08:30:09Z,USD,5235.63
cba_0012,Account 12,BTC,8.14523151,18334.38,wallet,true,2026-02-02T21:42:29Z,2026-04-25T04:53:03Z,USD,8357.42
cba_0013,Account 13,BTC,5.51111785,33028.22,wallet,true,2026-10-06T05:39:44Z,2026-08-08T23:34:26Z,USD,5060.23
cba_0014,Account 14,ETH,1.00047786,4968.2,wallet,true,2026-07-21T10:14:46Z,2026-09-19T18:45:42Z,USD,41207.94
cba_0015,Account 15,USD,2.32933708,47773.84,wallet,true,2026-08-11T12:51:45Z,2026-05-22T10:04:16Z,USD,33534.84
cba_0016,Account 16,BTC,9.72661768,24056.87,wallet,true,2026-03-03T22:39:48Z,2026-01-29T10:07:54Z,USD,13193.48
cba_0017,Account 17,USD,2.1234853,20744.39,wallet,true,2026-04-09T23:53:08Z,2026-09-21T11:14:38Z,USD,20055.4
cba_0018,Account 18,USD,2.1194282,7241.14,wallet,true,2026-03-12T06:15:43Z,2026-01-21T08:26:30Z,USD,666.42
cba_0019,Account 19,BTC,5.87424825,37661.17,wallet,true,2026-09-07T00:06:13Z,2026-02-04T09:34:53Z,USD,31014.59
cba_0020,Account 20,USD,9.29846561,13390.11,wallet,true,2026-05-30T14:29:13Z,2026-06-10T22:39:41Z,USD,20852.06
cba_0021,Account 21,BTC,6.92079245,38913.64,wallet,true,2026-04-01T16:40:27Z,2026-03-31T01:18:15Z,USD,14868.0
cba_0022,Account 22,BTC,7.03309522,20109.81,wallet,true,2026-05-20T04:45:30Z,2026-07-27T05:04:48Z,USD,27661.23
cba_0023,Account 23,USD,0.95136338,10131.07,wallet,true,2026-07-12T00:19:10Z,2026-08-11T03:03:18Z,USD,48261.38
