id,name,slug,sku,type,status,price,regular_price,sale_price,on_sale,stock_quantity,stock_status,manage_stock,categories,description,date_created
wc_prod_001,Traditional pork tourtiere (25 guests),traditional-pork-tourtiere,CDN-M-101-25,simple,publish,375.0,375.0,,false,,outofstock,false,Main,Cuisine du Nord Traditional pork tourtiere (25 guests). Brochure catalog only.,2024-01-04T09:00:00
wc_prod_002,Traditional pork tourtiere (40 guests),traditional-pork-tourtiere,CDN-M-101-40,simple,publish,600.0,600.0,,false,,outofstock,false,Main,Cuisine du Nord Traditional pork tourtiere (40 guests). Brochure catalog only.,2024-02-07T09:00:00
wc_prod_003,Traditional pork tourtiere (60 guests),traditional-pork-tourtiere,CDN-M-101-60,simple,publish,900.0,900.0,,false,,outofstock,false,Main,Cuisine du Nord Traditional pork tourtiere (60 guests). Brochure catalog only.,2024-03-10T09:00:00
wc_prod_004,Traditional pork tourtiere (80 guests),traditional-pork-tourtiere,CDN-M-101-80,simple,publish,1200.0,1200.0,,false,,outofstock,false,Main,Cuisine du Nord Traditional pork tourtiere (80 guests). Brochure catalog only.,2024-04-13T09:00:00
wc_prod_005,Traditional pork tourtiere (100 guests),traditional-pork-tourtiere,CDN-M-101-100,simple,publish,1500.0,1500.0,,false,,outofstock,false,Main,Cuisine du Nord Traditional pork tourtiere (100 guests). Brochure catalog only.,2024-05-16T09:00:00
wc_prod_006,Wild game tourtiere (elk/venison) (25 guests),wild-game-tourtiere-(elk/venison),CDN-M-102-25,simple,publish,550.0,550.0,,false,,outofstock,false,Main,Cuisine du Nord Wild game tourtiere (elk/venison) (25 guests). Brochure catalog only.,2024-06-19T09:00:00
wc_prod_007,Wild game tourtiere (elk/venison) (40 guests),wild-game-tourtiere-(elk/venison),CDN-M-102-40,simple,publish,880.0,880.0,,false,,outofstock,false,Main,Cuisine du Nord Wild game tourtiere (elk/venison) (40 guests). Brochure catalog only.,2024-07-22T09:00:00
wc_prod_008,Wild game tourtiere (elk/venison) (60 guests),wild-game-tourtiere-(elk/venison),CDN-M-102-60,simple,publish,1320.0,1320.0,,false,,outofstock,false,Main,Cuisine du Nord Wild game tourtiere (elk/venison) (60 guests). Brochure catalog only.,2024-08-25T09:00:00
wc_prod_009,Wild game tourtiere (elk/venison) (80 guests),wild-game-tourtiere-(elk/venison),CDN-M-102-80,simple,publish,1760.0,1760.0,,false,,outofstock,false,Main,Cuisine du Nord Wild game tourtiere (elk/venison) (80 guests). Brochure catalog only.,2024-09-01T09:00:00
wc_prod_010,Wild game tourtiere (elk/venison) (100 guests),wild-game-tourtiere-(elk/venison),CDN-M-102-100,simple,publish,2200.0,2200.0,,false,,outofstock,false,Main,Cuisine du Nord Wild game tourtiere (elk/venison) (100 guests). Brochure catalog only.,2024-10-04T09:00:00
wc_prod_011,Kimchi tourtiere (fusion) (25 guests),kimchi-tourtiere-(fusion),CDN-M-103-25,simple,publish,550.0,550.0,,false,,outofstock,false,Main,Cuisine du Nord Kimchi tourtiere (fusion) (25 guests). Brochure catalog only.,2024-11-07T09:00:00
wc_prod_012,Kimchi tourtiere (fusion) (40 guests),kimchi-tourtiere-(fusion),CDN-M-103-40,simple,publish,880.0,880.0,,false,,outofstock,false,Main,Cuisine du Nord Kimchi tourtiere (fusion) (40 guests). Brochure catalog only.,2024-12-10T09:00:00
wc_prod_013,Kimchi tourtiere (fusion) (60 guests),kimchi-tourtiere-(fusion),CDN-M-103-60,simple,publish,1320.0,1320.0,,false,,outofstock,false,Main,Cuisine du Nord Kimchi tourtiere (fusion) (60 guests). Brochure catalog only.,2024-01-13T09:00:00
