tableId,id,name,type
tblExhibitionLab1,fldStationShortNm,StationShorthand,singleLineText
tblExhibitionLab1,fldLabelCanonical,LabelCanonicalContentfulID,singleLineText
tblExhibitionLab1,fldStationTopic,StationTopic,singleLineText
tblExhibitionLab1,fldLabelCopyStatus,LabelCopyStatus,singleSelect
tblExhibitionLab1,fldAssignee,Assignee,singleLineText
tblExhibitionLab1,fldRevisionNotes,RevisionNotes,longText
tblExhibitionLab1,fldLastUpdated,LastUpdated,date
tblInterviewCons1,fldConsentName001,IntervieweeName,singleLineText
tblInterviewCons1,fldConsentRel,RelationshipToCorridor,singleLineText
tblInterviewCons1,fldConsentSession,SessionDate,date
tblInterviewCons1,fldConsentForm,ConsentFormPath,singleLineText
tblInterviewCons1,fldConsentStatus,ConsentStatus,singleSelect
tblInterviewCons1,fldConsentRecons,RequiresReconsent,checkbox
tblInterviewCons1,fldConsentNotes,Notes,longText
tblChoirMusicLib1,fldPieceTitle0001,PieceTitle,singleLineText
tblChoirMusicLib1,fldComposer,Composer,singleLineText
tblChoirMusicLib1,fldVoicing,Voicing,singleSelect
tblChoirMusicLib1,fldDifficulty,Difficulty,singleSelect
tblChoirMusicLib1,fldInRepertoire,InCurrentRepertoire,checkbox
tblChoirMusicLib1,fldDirectorNote,DirectorNote,longText
tblChoirMusicLib1,fldLastPerf,LastPerformedAt,date
