id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP000000,ORDER000000,COMPLETED,12.50,CAD,true,2026-01-01T00:00:00Z
CAP000001,ORDER000001,COMPLETED,12.50,CAD,true,2026-01-02T00:00:00Z
CAP000002,ORDER000002,COMPLETED,99.00,CAD,true,2026-01-03T00:00:00Z
CAP000003,ORDER000003,COMPLETED,99.00,CAD,true,2026-01-04T00:00:00Z
CAP000004,ORDER000004,COMPLETED,49.99,CAD,true,2026-01-05T00:00:00Z
CAP000005,ORDER000005,COMPLETED,99.00,CAD,true,2026-01-06T00:00:00Z
CAP000006,ORDER000006,COMPLETED,12.50,CAD,true,2026-01-07T00:00:00Z
CAP000007,ORDER000007,COMPLETED,19.99,CAD,true,2026-01-08T00:00:00Z
CAP000008,ORDER000008,COMPLETED,19.99,CAD,true,2026-01-09T00:00:00Z
CAP000009,ORDER000009,COMPLETED,49.99,CAD,true,2026-01-10T00:00:00Z
CAP000010,ORDER000010,COMPLETED,49.99,CAD,true,2026-01-11T00:00:00Z
CAP000011,ORDER000011,COMPLETED,99.00,CAD,true,2026-01-12T00:00:00Z
CAP000012,ORDER000012,COMPLETED,12.50,CAD,true,2026-01-13T00:00:00Z
CAP000013,ORDER000013,COMPLETED,99.00,CAD,true,2026-01-14T00:00:00Z
CAP000014,ORDER000014,COMPLETED,99.00,CAD,true,2026-01-15T00:00:00Z
CAP000015,ORDER000015,COMPLETED,19.99,CAD,true,2026-01-16T00:00:00Z
CAP000016,ORDER000016,COMPLETED,12.50,CAD,true,2026-01-17T00:00:00Z
CAP000017,ORDER000017,COMPLETED,99.00,CAD,true,2026-01-18T00:00:00Z
CAP000018,ORDER000018,COMPLETED,99.00,CAD,true,2026-01-19T00:00:00Z
CAP000019,ORDER000019,COMPLETED,19.99,CAD,true,2026-01-20T00:00:00Z
CAP000020,ORDER000020,COMPLETED,49.99,CAD,true,2026-01-21T00:00:00Z
CAP000021,ORDER000021,COMPLETED,99.00,CAD,true,2026-01-22T00:00:00Z
CAP000022,ORDER000022,COMPLETED,12.50,CAD,true,2026-01-23T00:00:00Z
CAP000023,ORDER000023,COMPLETED,19.99,CAD,true,2026-01-24T00:00:00Z
CAP000024,ORDER000024,COMPLETED,12.50,CAD,true,2026-01-25T00:00:00Z
CAP000025,ORDER000025,COMPLETED,19.99,CAD,true,2026-01-26T00:00:00Z
CAP000026,ORDER000026,COMPLETED,49.99,CAD,true,2026-01-27T00:00:00Z
CAP000027,ORDER000027,COMPLETED,99.00,CAD,true,2026-01-28T00:00:00Z
