id,customer_id,location_id,line_items,total_amount,currency,state,created_at
SQO_ORD_001,CBASEQ001CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2026-10-12T12:33:00Z
SQO_ORD_002,CBASEQ002CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2026-10-17T10:58:00Z
SQO_ORD_003,CBASEQ003CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2026-10-24T14:15:00Z
SQO_ORD_004,CBASEQ004CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""10000""}]",10000,USD,COMPLETED,2026-10-27T16:41:00Z
SQO_ORD_005,CBASEQ005CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""10000""}]",10000,USD,COMPLETED,2026-11-03T13:22:00Z
SQO_ORD_006,CBASEQ006CustomerId,LGRACECHURCH_ELP,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""10000""}]",10000,USD,COMPLETED,2026-11-07T11:09:00Z
SQO_Hist0001IJKL,SQC_Hist0001ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-06-01T00:00:00Z
SQO_Hist0002IJKL,SQC_Hist0002ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-06-04T00:00:00Z
SQO_Hist0003IJKL,SQC_Hist0003ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-06-07T00:00:00Z
SQO_Hist0004IJKL,SQC_Hist0004ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-06-10T00:00:00Z
SQO_Hist0005IJKL,SQC_Hist0005ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-06-13T00:00:00Z
SQO_Hist0006IJKL,SQC_Hist0006ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-06-16T00:00:00Z
SQO_Hist0007IJKL,SQC_Hist0007ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-06-19T00:00:00Z
SQO_Hist0008IJKL,SQC_Hist0008ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""7500""}]",7500,USD,COMPLETED,2024-06-22T00:00:00Z
SQO_Hist0009IJKL,SQC_Hist0009ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-06-25T00:00:00Z
SQO_Hist0010IJKL,SQC_Hist0010ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-06-28T00:00:00Z
SQO_Hist0011IJKL,SQC_Hist0011ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-07-01T00:00:00Z
SQO_Hist0012IJKL,SQC_Hist0012ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-07-04T00:00:00Z
SQO_Hist0013IJKL,SQC_Hist0013ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-07-07T00:00:00Z
SQO_Hist0014IJKL,SQC_Hist0014ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-07-10T00:00:00Z
SQO_Hist0015IJKL,SQC_Hist0015ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-07-13T00:00:00Z
SQO_Hist0016IJKL,SQC_Hist0016ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-07-16T00:00:00Z
SQO_Hist0017IJKL,SQC_Hist0017ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-07-19T00:00:00Z
SQO_Hist0018IJKL,SQC_Hist0018ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""7500""}]",7500,USD,COMPLETED,2024-07-22T00:00:00Z
SQO_Hist0019IJKL,SQC_Hist0019ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-07-25T00:00:00Z
SQO_Hist0020IJKL,SQC_Hist0020ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-07-28T00:00:00Z
SQO_Hist0021IJKL,SQC_Hist0021ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""7500""}]",7500,USD,COMPLETED,2024-07-31T00:00:00Z
SQO_Hist0022IJKL,SQC_Hist0022ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-08-03T00:00:00Z
SQO_Hist0023IJKL,SQC_Hist0023ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""7500""}]",7500,USD,COMPLETED,2024-08-06T00:00:00Z
SQO_Hist0024IJKL,SQC_Hist0024ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-08-09T00:00:00Z
SQO_Hist0025IJKL,SQC_Hist0025ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""10000""}]",10000,USD,COMPLETED,2024-08-12T00:00:00Z
SQO_Hist0026IJKL,SQC_Hist0026ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-08-15T00:00:00Z
SQO_Hist0027IJKL,SQC_Hist0027ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-08-18T00:00:00Z
SQO_Hist0028IJKL,SQC_Hist0028ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-08-21T00:00:00Z
SQO_Hist0029IJKL,SQC_Hist0029ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-08-24T00:00:00Z
SQO_Hist0030IJKL,SQC_Hist0030ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-08-27T00:00:00Z
SQO_Hist0031IJKL,SQC_Hist0031ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-08-30T00:00:00Z
SQO_Hist0032IJKL,SQC_Hist0032ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-09-02T00:00:00Z
SQO_Hist0033IJKL,SQC_Hist0033ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-09-05T00:00:00Z
SQO_Hist0034IJKL,SQC_Hist0034ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-09-08T00:00:00Z
SQO_Hist0035IJKL,SQC_Hist0035ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-09-11T00:00:00Z
SQO_Hist0036IJKL,SQC_Hist0036ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-09-14T00:00:00Z
SQO_Hist0037IJKL,SQC_Hist0037ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-09-17T00:00:00Z
SQO_Hist0038IJKL,SQC_Hist0038ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""12500""}]",12500,USD,COMPLETED,2024-09-20T00:00:00Z
SQO_Hist0039IJKL,SQC_Hist0039ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""15000""}]",15000,USD,COMPLETED,2024-09-23T00:00:00Z
SQO_Hist0040IJKL,SQC_Hist0040ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-09-26T00:00:00Z
SQO_Hist0041IJKL,SQC_Hist0041ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""7500""}]",7500,USD,COMPLETED,2024-09-29T00:00:00Z
SQO_Hist0042IJKL,SQC_Hist0042ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-10-02T00:00:00Z
SQO_Hist0043IJKL,SQC_Hist0043ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""5000""}]",5000,USD,COMPLETED,2024-10-05T00:00:00Z
SQO_Hist0044IJKL,SQC_Hist0044ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""2500""}]",2500,USD,COMPLETED,2024-10-08T00:00:00Z
SQO_Hist0045IJKL,SQC_Hist0045ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""10000""}]",10000,USD,COMPLETED,2024-10-11T00:00:00Z
SQO_Hist0046IJKL,SQC_Hist0046ABCD,L2AGZKX4Y0K92,"[{""name"":""Offering"",""quantity"":""1"",""amount"":""20000""}]",20000,USD,COMPLETED,2024-10-14T00:00:00Z
