id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb-tx-001,acct-btc,buy,completed,0.0245,BTC,1546.93,USD,"Monthly recurring donation, anonymous donor",2026-07-05T10:00:00Z
cb-tx-002,acct-btc,buy,completed,0.0312,BTC,1969.97,USD,"Monthly recurring donation, anonymous donor",2026-08-05T10:00:00Z
cb-tx-003,acct-btc,buy,completed,0.0408,BTC,2576.12,USD,"Monthly recurring donation, anonymous donor",2026-09-05T10:00:00Z
cb-tx-004,acct-btc,buy,completed,0.0292,BTC,1843.69,USD,"Monthly recurring donation, anonymous donor",2026-10-01T10:00:00Z
cb-tx-005,acct-btc,sell,completed,-0.1450,BTC,-9155.34,USD,"Quarterly USD conversion, settlement to operating",2026-07-08T11:00:00Z
cb-tx-006,acct-btc,sell,completed,-0.2010,BTC,-12691.18,USD,"Quarterly USD conversion, settlement to operating",2026-08-04T11:00:00Z
cb-tx-007,acct-btc,sell,completed,-0.1185,BTC,-7482.11,USD,"Quarterly USD conversion, settlement to operating",2026-09-02T11:00:00Z
cb-tx-008,acct-btc,sell,completed,-0.2120,BTC,-13385.73,USD,"Quarterly USD conversion, settlement to operating",2026-09-29T11:00:00Z
cb-tx-009,acct-usd,transfer,completed,4180.42,USD,4180.42,USD,"Net settlement after fees, quarterly conversion",2026-07-09T11:00:00Z
cb-tx-010,acct-usd,transfer,completed,5840.18,USD,5840.18,USD,"Net settlement after fees, quarterly conversion",2026-08-05T11:00:00Z
cb-tx-011,acct-usd,transfer,completed,3475.91,USD,3475.91,USD,"Net settlement after fees, quarterly conversion",2026-09-03T11:00:00Z
cb-tx-012,acct-usd,transfer,completed,6210.05,USD,6210.05,USD,"Net settlement after fees, quarterly conversion",2026-09-30T11:00:00Z
