playlist_id,name,description,owner_id,public,collaborative
pl00000000000000000001,Sloan's Lake Run 0,Personal listening mix,user-dana,true,true
pl00000000000000000002,Post-Call Wind Down 1,Personal listening mix,user-dana,true,false
pl00000000000000000003,Sloan's Lake Run 2,Personal listening mix,user-dana,true,true
pl00000000000000000004,Folklorico Memories 3,Personal listening mix,user-dana,false,true
pl00000000000000000005,Post-Call Wind Down 4,Personal listening mix,user-dana,true,false
pl00000000000000000006,Cafe de Olla Mornings 5,Personal listening mix,user-dana,true,false
pl00000000000000000007,Folklorico Memories 6,Personal listening mix,user-dana,false,false
pl00000000000000000008,Bad Bunny Mix 7,Personal listening mix,user-dana,false,false
pl00000000000000000009,Bad Bunny Mix 8,Personal listening mix,user-dana,true,true
pl00000000000000000010,Ranchera Classics 9,Personal listening mix,user-dana,false,false
pl00000000000000000011,Ranchera Classics 10,Personal listening mix,user-dana,true,true
pl00000000000000000012,Folklorico Memories 11,Personal listening mix,user-dana,true,true
pl00000000000000000013,Post-Call Wind Down 12,Personal listening mix,user-dana,false,false
pl00000000000000000014,Ranchera Classics 13,Personal listening mix,user-dana,false,true
pl00000000000000000015,Post-Call Wind Down 14,Personal listening mix,user-dana,true,true
pl00000000000000000016,Cafe de Olla Mornings 15,Personal listening mix,user-dana,false,true
pl00000000000000000017,Cafe de Olla Mornings 16,Personal listening mix,user-dana,false,false
pl00000000000000000018,Cafe de Olla Mornings 17,Personal listening mix,user-dana,true,true
pl00000000000000000019,Cafe de Olla Mornings 18,Personal listening mix,user-dana,false,true
pl00000000000000000020,Sloan's Lake Run 19,Personal listening mix,user-dana,false,false
pl00000000000000000021,Cafe de Olla Mornings 20,Personal listening mix,user-dana,false,true
pl00000000000000000022,Sloan's Lake Run 21,Personal listening mix,user-dana,true,false
pl00000000000000000023,Bad Bunny Mix 22,Personal listening mix,user-dana,false,false
pl00000000000000000024,Folklorico Memories 23,Personal listening mix,user-dana,true,false
pl00000000000000000025,Cafe de Olla Mornings 24,Personal listening mix,user-dana,true,false
pl00000000000000000026,Sloan's Lake Run 25,Personal listening mix,user-dana,true,true
pl00000000000000000027,Folklorico Memories 26,Personal listening mix,user-dana,true,true
pl00000000000000000028,Post-Call Wind Down 27,Personal listening mix,user-dana,false,true
pl00000000000000000029,Sloan's Lake Run 28,Personal listening mix,user-dana,false,true
pl00000000000000000030,Bad Bunny Mix 29,Personal listening mix,user-dana,true,true
pl00000000000000000031,Post-Call Wind Down 30,Personal listening mix,user-dana,false,false
pl00000000000000000032,Folklorico Memories 31,Personal listening mix,user-dana,false,true
pl00000000000000000033,Ranchera Classics 32,Personal listening mix,user-dana,false,true
pl00000000000000000034,Cafe de Olla Mornings 33,Personal listening mix,user-dana,true,true
pl00000000000000000035,Sloan's Lake Run 34,Personal listening mix,user-dana,false,true
pl00000000000000000036,Post-Call Wind Down 35,Personal listening mix,user-dana,false,false
pl00000000000000000037,Bad Bunny Mix 36,Personal listening mix,user-dana,false,true
pl00000000000000000038,Post-Call Wind Down 37,Personal listening mix,user-dana,true,true
pl00000000000000000039,Ranchera Classics 38,Personal listening mix,user-dana,true,true
pl00000000000000000040,Folklorico Memories 39,Personal listening mix,user-dana,false,false
pl00000000000000000041,Post-Call Wind Down 40,Personal listening mix,user-dana,true,false
pl00000000000000000042,Folklorico Memories 41,Personal listening mix,user-dana,false,false
pl00000000000000000043,Folklorico Memories 42,Personal listening mix,user-dana,true,false
pl00000000000000000044,Bad Bunny Mix 43,Personal listening mix,user-dana,true,false
pl00000000000000000045,Sloan's Lake Run 44,Personal listening mix,user-dana,true,true
pl00000000000000000046,Ranchera Classics 45,Personal listening mix,user-dana,false,false
pl00000000000000000047,Cafe de Olla Mornings 46,Personal listening mix,user-dana,true,true
pl00000000000000000048,Sloan's Lake Run 47,Personal listening mix,user-dana,false,true
pl00000000000000000049,Ranchera Classics 48,Personal listening mix,user-dana,true,true
pl00000000000000000050,Post-Call Wind Down 49,Personal listening mix,user-dana,false,true
pl00000000000000000051,Cafe de Olla Mornings 50,Personal listening mix,user-dana,false,false
pl00000000000000000052,Ranchera Classics 51,Personal listening mix,user-dana,false,false
pl00000000000000000053,Bad Bunny Mix 52,Personal listening mix,user-dana,false,true
pl00000000000000000054,Ranchera Classics 53,Personal listening mix,user-dana,true,false
pl00000000000000000055,Post-Call Wind Down 54,Personal listening mix,user-dana,false,true
pl00000000000000000056,Cafe de Olla Mornings 55,Personal listening mix,user-dana,false,true
pl00000000000000000057,Post-Call Wind Down 56,Personal listening mix,user-dana,false,true
pl00000000000000000058,Bad Bunny Mix 57,Personal listening mix,user-dana,true,true
pl00000000000000000059,Sloan's Lake Run 58,Personal listening mix,user-dana,false,true
pl00000000000000000060,Bad Bunny Mix 59,Personal listening mix,user-dana,true,true
pl00000000000000000061,Folklorico Memories 60,Personal listening mix,user-dana,false,false
pl00000000000000000062,Bad Bunny Mix 61,Personal listening mix,user-dana,true,true
pl00000000000000000063,Bad Bunny Mix 62,Personal listening mix,user-dana,true,false
pl00000000000000000064,Post-Call Wind Down 63,Personal listening mix,user-dana,true,true
pl00000000000000000065,Ranchera Classics 64,Personal listening mix,user-dana,false,true
pl00000000000000000066,Folklorico Memories 65,Personal listening mix,user-dana,true,true
pl00000000000000000067,Post-Call Wind Down 66,Personal listening mix,user-dana,false,true
pl00000000000000000068,Bad Bunny Mix 67,Personal listening mix,user-dana,true,true
pl00000000000000000069,Post-Call Wind Down 68,Personal listening mix,user-dana,false,false
pl00000000000000000070,Folklorico Memories 69,Personal listening mix,user-dana,false,false
pl00000000000000000071,Folklorico Memories 70,Personal listening mix,user-dana,true,false
pl00000000000000000072,Post-Call Wind Down 71,Personal listening mix,user-dana,false,false
pl00000000000000000073,Ranchera Classics 72,Personal listening mix,user-dana,true,true
pl00000000000000000074,Folklorico Memories 73,Personal listening mix,user-dana,false,false
pl00000000000000000075,Cafe de Olla Mornings 74,Personal listening mix,user-dana,false,false
pl00000000000000000076,Ranchera Classics 75,Personal listening mix,user-dana,true,true
pl00000000000000000077,Cafe de Olla Mornings 76,Personal listening mix,user-dana,true,true
pl00000000000000000078,Cafe de Olla Mornings 77,Personal listening mix,user-dana,false,false
pl00000000000000000079,Sloan's Lake Run 78,Personal listening mix,user-dana,true,false
pl00000000000000000080,Ranchera Classics 79,Personal listening mix,user-dana,false,true
pl00000000000000000081,Folklorico Memories 80,Personal listening mix,user-dana,false,false
pl00000000000000000082,Bad Bunny Mix 81,Personal listening mix,user-dana,false,true
pl00000000000000000083,Folklorico Memories 82,Personal listening mix,user-dana,true,true
pl00000000000000000084,Post-Call Wind Down 83,Personal listening mix,user-dana,true,true
pl00000000000000000085,Bad Bunny Mix 84,Personal listening mix,user-dana,false,false
pl00000000000000000086,Ranchera Classics 85,Personal listening mix,user-dana,true,true
pl00000000000000000087,Sloan's Lake Run 86,Personal listening mix,user-dana,false,false
pl00000000000000000088,Folklorico Memories 87,Personal listening mix,user-dana,false,false
pl00000000000000000089,Sloan's Lake Run 88,Personal listening mix,user-dana,false,false
pl00000000000000000090,Sloan's Lake Run 89,Personal listening mix,user-dana,false,false
pl00000000000000000091,Bad Bunny Mix 90,Personal listening mix,user-dana,true,false
pl00000000000000000092,Cafe de Olla Mornings 91,Personal listening mix,user-dana,false,false
pl00000000000000000093,Folklorico Memories 92,Personal listening mix,user-dana,false,false
pl00000000000000000094,Cafe de Olla Mornings 93,Personal listening mix,user-dana,true,false
pl00000000000000000095,Ranchera Classics 94,Personal listening mix,user-dana,false,false
pl00000000000000000096,Bad Bunny Mix 95,Personal listening mix,user-dana,false,false
pl00000000000000000097,Sloan's Lake Run 96,Personal listening mix,user-dana,true,false
pl00000000000000000098,Bad Bunny Mix 97,Personal listening mix,user-dana,false,true
pl00000000000000000099,Post-Call Wind Down 98,Personal listening mix,user-dana,false,false
pl00000000000000000100,Post-Call Wind Down 99,Personal listening mix,user-dana,false,true
pl00000000000000000101,Cafe de Olla Mornings 100,Personal listening mix,user-dana,false,false
pl00000000000000000102,Post-Call Wind Down 101,Personal listening mix,user-dana,false,false
pl00000000000000000103,Bad Bunny Mix 102,Personal listening mix,user-dana,true,false
pl00000000000000000104,Cafe de Olla Mornings 103,Personal listening mix,user-dana,false,false
pl00000000000000000105,Post-Call Wind Down 104,Personal listening mix,user-dana,false,false
pl00000000000000000106,Post-Call Wind Down 105,Personal listening mix,user-dana,true,false
pl00000000000000000107,Folklorico Memories 106,Personal listening mix,user-dana,true,false
pl00000000000000000108,Post-Call Wind Down 107,Personal listening mix,user-dana,true,true
pl00000000000000000109,Post-Call Wind Down 108,Personal listening mix,user-dana,false,true
pl00000000000000000110,Cafe de Olla Mornings 109,Personal listening mix,user-dana,false,false
pl00000000000000000111,Bad Bunny Mix 110,Personal listening mix,user-dana,true,true
pl00000000000000000112,Ranchera Classics 111,Personal listening mix,user-dana,false,false
pl00000000000000000113,Post-Call Wind Down 112,Personal listening mix,user-dana,false,true
pl00000000000000000114,Post-Call Wind Down 113,Personal listening mix,user-dana,true,false
pl00000000000000000115,Bad Bunny Mix 114,Personal listening mix,user-dana,true,false
pl00000000000000000116,Folklorico Memories 115,Personal listening mix,user-dana,true,true
