artist_id,name,genres,followers,popularity
art0000000000000000001,Vicente Fernandez,"reggaeton,latin",4364456,45
art0000000000000000002,Bad Bunny,"ranchera,mariachi",4473506,54
art0000000000000000003,Rosalia,cumbia,7152351,80
art0000000000000000004,Juan Gabriel,"ranchera,mariachi",7255133,68
art0000000000000000005,Chavela Vargas,"ranchera,mariachi",7725313,60
art0000000000000000006,Natalia Lafourcade,"reggaeton,latin",7514574,64
art0000000000000000007,Cafe Tacvba,corridos,6065496,40
art0000000000000000008,Mon Laferte,"reggaeton,latin",1726931,60
art0000000000000000009,Los Tigres del Norte,"ranchera,mariachi",1272271,52
art0000000000000000010,Julieta Venegas,indie pop,2741313,82
art0000000000000000011,Carla Morrison,"ranchera,mariachi",5887601,66
art0000000000000000012,Silvana Estrada,bolero,7313978,88
art0000000000000000013,Lila Downs,indie pop,7742440,59
art0000000000000000014,Jorge Negrete,corridos,7071379,67
art0000000000000000015,Pedro Infante,bolero,1397041,62
art0000000000000000016,Los Sol 15,corridos,2552147,73
art0000000000000000017,Los Luna 16,"reggaeton,latin",2884778,47
art0000000000000000018,Banda Valle 17,cumbia,6987269,79
art0000000000000000019,Grupo Sol 18,indie pop,5247331,90
art0000000000000000020,Banda Rio 19,corridos,1309649,55
art0000000000000000021,Los Sol 20,indie pop,5757573,92
art0000000000000000022,La Corazon 21,"reggaeton,latin",6435006,46
art0000000000000000023,El Mariposa 22,cumbia,4886204,46
art0000000000000000024,Grupo Rio 23,corridos,2278129,78
art0000000000000000025,El Rio 24,"ranchera,mariachi",1530731,51
art0000000000000000026,Las Aurora 25,corridos,810128,88
art0000000000000000027,La Corazon 26,cumbia,666323,46
art0000000000000000028,Grupo Aurora 27,bolero,7085681,56
art0000000000000000029,El Corazon 28,bolero,4201584,88
art0000000000000000030,Grupo Corazon 29,indie pop,7339964,41
art0000000000000000031,Las Luna 30,"ranchera,mariachi",637504,86
art0000000000000000032,La Rio 31,"reggaeton,latin",2424129,52
art0000000000000000033,El Valle 32,"reggaeton,latin",6651443,40
art0000000000000000034,El Aurora 33,"ranchera,mariachi",885470,48
art0000000000000000035,El Camino 34,"reggaeton,latin",4789490,41
art0000000000000000036,Banda Sierra 35,bolero,5928524,40
art0000000000000000037,Las Aurora 36,indie pop,1144082,83
art0000000000000000038,Los Camino 37,corridos,6549765,79
art0000000000000000039,La Camino 38,corridos,6911397,42
art0000000000000000040,Grupo Luna 39,indie pop,3117521,44
art0000000000000000041,Grupo Sol 40,bolero,3903998,49
art0000000000000000042,Banda Norte 41,cumbia,3033333,70
art0000000000000000043,El Aurora 42,corridos,5108226,54
art0000000000000000044,Grupo Corazon 43,bolero,2503441,64
art0000000000000000045,Los Camino 44,bolero,6655547,41
art0000000000000000046,Las Sierra 45,indie pop,5478565,74
art0000000000000000047,Grupo Sol 46,corridos,3207100,88
art0000000000000000048,Los Aurora 47,cumbia,1243193,79
art0000000000000000049,Las Valle 48,"reggaeton,latin",4999627,93
art0000000000000000050,Las Rio 49,"ranchera,mariachi",3049437,54
art0000000000000000051,Banda Luna 50,"ranchera,mariachi",7143762,95
art0000000000000000052,El Rio 51,indie pop,2203151,61
art0000000000000000053,El Norte 52,corridos,1841153,46
art0000000000000000054,Las Norte 53,bolero,6467436,59
art0000000000000000055,Las Luna 54,cumbia,1204646,93
art0000000000000000056,La Rio 55,"reggaeton,latin",5337629,86
art0000000000000000057,La Sol 56,cumbia,5717732,65
art0000000000000000058,Banda Luna 57,"reggaeton,latin",3197929,66
