ts,channel_id,user_id,text,thread_ts,reply_count,reactions
slack_messages_1000,slack_messages_1000,slack_messages_1000,text_0,thread_ts_0,4698,reactions_0
slack_messages_1001,slack_messages_1001,slack_messages_1001,text_1,thread_ts_1,1979,reactions_1
slack_messages_1002,slack_messages_1002,slack_messages_1002,text_2,thread_ts_2,1553,reactions_2
slack_messages_1003,slack_messages_1003,slack_messages_1003,text_3,thread_ts_3,1783,reactions_3
slack_messages_1004,slack_messages_1004,slack_messages_1004,text_4,thread_ts_4,1314,reactions_4
slack_messages_1005,slack_messages_1005,slack_messages_1005,text_5,thread_ts_5,889,reactions_5
slack_messages_1006,slack_messages_1006,slack_messages_1006,text_6,thread_ts_6,1401,reactions_6
slack_messages_1007,slack_messages_1007,slack_messages_1007,text_7,thread_ts_7,183,reactions_7
slack_messages_1008,slack_messages_1008,slack_messages_1008,text_8,thread_ts_8,4978,reactions_8
slack_messages_1009,slack_messages_1009,slack_messages_1009,text_9,thread_ts_9,4885,reactions_9
slack_messages_1010,slack_messages_1010,slack_messages_1010,text_10,thread_ts_10,1576,reactions_10
slack_messages_1011,slack_messages_1011,slack_messages_1011,text_11,thread_ts_11,2862,reactions_11
slack_messages_1012,slack_messages_1012,slack_messages_1012,text_12,thread_ts_12,1185,reactions_12
slack_messages_1013,slack_messages_1013,slack_messages_1013,text_13,thread_ts_13,3415,reactions_13
slack_messages_1014,slack_messages_1014,slack_messages_1014,text_14,thread_ts_14,1158,reactions_14
slack_messages_1015,slack_messages_1015,slack_messages_1015,text_15,thread_ts_15,2067,reactions_15
slack_messages_1016,slack_messages_1016,slack_messages_1016,text_16,thread_ts_16,843,reactions_16
slack_messages_1017,slack_messages_1017,slack_messages_1017,text_17,thread_ts_17,3298,reactions_17
slack_messages_1018,slack_messages_1018,slack_messages_1018,text_18,thread_ts_18,615,reactions_18
slack_messages_1019,slack_messages_1019,slack_messages_1019,text_19,thread_ts_19,2897,reactions_19
slack_messages_1020,slack_messages_1020,slack_messages_1020,text_20,thread_ts_20,3629,reactions_20
slack_messages_1021,slack_messages_1021,slack_messages_1021,text_21,thread_ts_21,4854,reactions_21
slack_messages_1022,slack_messages_1022,slack_messages_1022,text_22,thread_ts_22,4241,reactions_22
slack_messages_1023,slack_messages_1023,slack_messages_1023,text_23,thread_ts_23,336,reactions_23
slack_messages_1024,slack_messages_1024,slack_messages_1024,text_24,thread_ts_24,1150,reactions_24
slack_messages_1025,slack_messages_1025,slack_messages_1025,text_25,thread_ts_25,3655,reactions_25
slack_messages_1026,slack_messages_1026,slack_messages_1026,text_26,thread_ts_26,2801,reactions_26
slack_messages_1027,slack_messages_1027,slack_messages_1027,text_27,thread_ts_27,285,reactions_27
slack_messages_1028,slack_messages_1028,slack_messages_1028,text_28,thread_ts_28,4049,reactions_28
slack_messages_1029,slack_messages_1029,slack_messages_1029,text_29,thread_ts_29,1919,reactions_29
slack_messages_1030,slack_messages_1030,slack_messages_1030,text_30,thread_ts_30,1645,reactions_30
slack_messages_1031,slack_messages_1031,slack_messages_1031,text_31,thread_ts_31,1367,reactions_31
slack_messages_1032,slack_messages_1032,slack_messages_1032,text_32,thread_ts_32,46,reactions_32
slack_messages_1033,slack_messages_1033,slack_messages_1033,text_33,thread_ts_33,983,reactions_33
slack_messages_1034,slack_messages_1034,slack_messages_1034,text_34,thread_ts_34,4695,reactions_34
slack_messages_1035,slack_messages_1035,slack_messages_1035,text_35,thread_ts_35,2741,reactions_35
slack_messages_1036,slack_messages_1036,slack_messages_1036,text_36,thread_ts_36,334,reactions_36
slack_messages_1037,slack_messages_1037,slack_messages_1037,text_37,thread_ts_37,3326,reactions_37
slack_messages_1038,slack_messages_1038,slack_messages_1038,text_38,thread_ts_38,3546,reactions_38
slack_messages_1039,slack_messages_1039,slack_messages_1039,text_39,thread_ts_39,1505,reactions_39
slack_messages_1040,slack_messages_1040,slack_messages_1040,text_40,thread_ts_40,2089,reactions_40
slack_messages_1041,slack_messages_1041,slack_messages_1041,text_41,thread_ts_41,2555,reactions_41
slack_messages_1042,slack_messages_1042,slack_messages_1042,text_42,thread_ts_42,1588,reactions_42
slack_messages_1043,slack_messages_1043,slack_messages_1043,text_43,thread_ts_43,3689,reactions_43
slack_messages_1044,slack_messages_1044,slack_messages_1044,text_44,thread_ts_44,1550,reactions_44
slack_messages_1045,slack_messages_1045,slack_messages_1045,text_45,thread_ts_45,4006,reactions_45
slack_messages_1046,slack_messages_1046,slack_messages_1046,text_46,thread_ts_46,1216,reactions_46
slack_messages_1047,slack_messages_1047,slack_messages_1047,text_47,thread_ts_47,1794,reactions_47
slack_messages_1048,slack_messages_1048,slack_messages_1048,text_48,thread_ts_48,1529,reactions_48
slack_messages_1049,slack_messages_1049,slack_messages_1049,text_49,thread_ts_49,2478,reactions_49
slack_messages_1050,slack_messages_1050,slack_messages_1050,text_50,thread_ts_50,4165,reactions_50
slack_messages_1051,slack_messages_1051,slack_messages_1051,text_51,thread_ts_51,2016,reactions_51
slack_messages_1052,slack_messages_1052,slack_messages_1052,text_52,thread_ts_52,3239,reactions_52
slack_messages_1053,slack_messages_1053,slack_messages_1053,text_53,thread_ts_53,2305,reactions_53
slack_messages_1054,slack_messages_1054,slack_messages_1054,text_54,thread_ts_54,2364,reactions_54
slack_messages_1055,slack_messages_1055,slack_messages_1055,text_55,thread_ts_55,3774,reactions_55
slack_messages_1056,slack_messages_1056,slack_messages_1056,text_56,thread_ts_56,2604,reactions_56
slack_messages_1057,slack_messages_1057,slack_messages_1057,text_57,thread_ts_57,1715,reactions_57
slack_messages_1058,slack_messages_1058,slack_messages_1058,text_58,thread_ts_58,1543,reactions_58
slack_messages_1059,slack_messages_1059,slack_messages_1059,text_59,thread_ts_59,3371,reactions_59
slack_messages_1060,slack_messages_1060,slack_messages_1060,text_60,thread_ts_60,2556,reactions_60
slack_messages_1061,slack_messages_1061,slack_messages_1061,text_61,thread_ts_61,1599,reactions_61
slack_messages_1062,slack_messages_1062,slack_messages_1062,text_62,thread_ts_62,2403,reactions_62
slack_messages_1063,slack_messages_1063,slack_messages_1063,text_63,thread_ts_63,228,reactions_63
slack_messages_1064,slack_messages_1064,slack_messages_1064,text_64,thread_ts_64,3617,reactions_64
slack_messages_1065,slack_messages_1065,slack_messages_1065,text_65,thread_ts_65,3857,reactions_65
slack_messages_1066,slack_messages_1066,slack_messages_1066,text_66,thread_ts_66,911,reactions_66
slack_messages_1067,slack_messages_1067,slack_messages_1067,text_67,thread_ts_67,925,reactions_67
slack_messages_1068,slack_messages_1068,slack_messages_1068,text_68,thread_ts_68,3673,reactions_68
slack_messages_1069,slack_messages_1069,slack_messages_1069,text_69,thread_ts_69,1899,reactions_69
slack_messages_1070,slack_messages_1070,slack_messages_1070,text_70,thread_ts_70,21,reactions_70
slack_messages_1071,slack_messages_1071,slack_messages_1071,text_71,thread_ts_71,2235,reactions_71
slack_messages_1072,slack_messages_1072,slack_messages_1072,text_72,thread_ts_72,844,reactions_72
